% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
22.435	1	1	2244	6	1	28	2292	0
22.436	1	1	2244	7	1	28	2292	0
22.437	2	2	2244	8	1	28	2292	0
22.438	2	2	2244	9	1	28	2292	0
22.439	2	2	2244	10	1	28	2292	0
22.442	1	1	2245	3	1	28	2292	0
22.445	1	1	2245	6	1	28	2292	0
22.446	1	1	2245	7	1	28	2292	0
22.447	2	2	2245	8	1	28	2292	0
22.448	2	2	2245	9	1	28	2292	0
22.449	2	2	2245	10	1	28	2292	0
22.452	1	1	2246	3	1	28	2292	0
22.455	1	1	2246	6	1	28	2292	0
22.456	1	1	2246	7	1	28	2292	0
22.457	2	2	2246	8	1	28	2292	0
22.458	2	2	2246	9	1	28	2292	0
22.459	2	2	2246	10	1	28	2292	0
22.462	1	1	2247	3	1	28	2292	0
22.465	1	1	2247	6	1	28	2292	0
22.466	1	1	2247	7	1	28	2292	0
22.467	2	2	2247	8	1	28	2292	0
22.468	2	2	2247	9	1	28	2292	0
22.469	2	2	2247	10	1	28	2292	0
22.472	1	1	2248	3	1	28	2292	0
22.475	1	1	2248	6	1	28	2292	0
22.476	1	1	2248	7	1	28	2292	0
22.477	2	2	2248	8	1	28	2292	0
22.478	2	2	2248	9	1	28	2292	0
22.479	2	2	2248	10	1	28	2292	0
22.482	1	1	2249	3	1	28	2292	0
22.485	1	1	2249	6	1	28	2292	0
22.486	1	1	2249	7	1	28	2292	0
22.487	2	2	2249	8	1	28	2292	0
22.488	2	2	2249	9	1	28	2292	0
22.489	2	2	2249	10	1	28	2292	0
22.492	1	1	2250	3	1	28	2292	0
22.495	1	1	2250	6	1	28	2292	0
22.496	1	1	2250	7	1	28	2292	0
22.497	2	2	2250	8	1	28	2292	0
22.498	2	2	2250	9	1	28	2292	0
22.499	2	2	2250	10	1	28	2292	0
22.502	1	1	2251	3	1	28	2292	0
22.505	1	1	2251	6	1	28	2292	0
22.506	1	1	2251	7	1	28	2292	0
22.507	2	2	2251	8	1	28	2292	0
22.508	2	2	2251	9	1	28	2292	0
22.509	2	2	2251	10	1	28	2292	0
22.512	1	1	2252	3	1	28	2292	0
22.515	1	1	2252	6	1	28	2292	0
22.516	1	1	2252	7	1	28	2292	0
22.517	2	2	2252	8	1	28	2292	0
22.518	2	2	2252	9	1	28	2292	0
22.519	2	2	2252	10	1	28	2292	0
22.522	1	1	2253	3	1	28	2292	0
22.525	1	1	2253	6	1	28	2292	0
22.526	1	1	2253	7	1	28	2292	0
22.527	2	2	2253	8	1	28	2292	0
22.528	2	2	2253	9	1	28	2292	0
22.529	2	2	2253	10	1	28	2292	0
22.532	1	1	2254	3	1	28	2292	0
22.535	1	1	2254	6	1	28	2292	0
22.536	1	1	2254	7	1	28	2292	0
22.537	2	2	2254	8	1	28	2292	0
22.538	2	2	2254	9	1	28	2292	0
22.539	2	2	2254	10	1	28	2292	0
22.542	1	1	2255	3	1	28	2292	0
22.545	1	1	2255	6	1	28	2292	0
22.546	1	1	2255	7	1	28	2292	0
22.547	2	2	2255	8	1	28	2292	0
22.548	2	2	2255	9	1	28	2292	0
22.549	2	2	2255	10	1	28	2292	0
22.552	1	1	2256	3	1	28	2292	0
22.555	1	1	2256	6	1	28	2292	0
22.556	1	1	2256	7	1	28	2292	0
22.557	2	2	2256	8	1	28	2292	0
22.558	2	2	2256	9	1	28	2292	0
22.559	2	2	2256	10	1	28	2292	0
22.562	1	1	2257	3	1	28	2292	0
22.565	1	1	2257	6	1	28	2292	0
22.566	1	1	2257	7	1	28	2292	0
22.567	2	2	2257	8	1	28	2292	0
22.568	2	2	2257	9	1	28	2292	0
22.569	2	2	2257	10	1	28	2292	0
22.572	1	1	2258	3	1	28	2292	0
22.575	1	1	2258	6	1	28	2292	0
22.576	1	1	2258	7	1	28	2292	0
22.577	2	2	2258	8	1	28	2292	0
22.578	2	2	2258	9	1	28	2292	0
22.579	2	2	2258	10	1	28	2292	0
22.582	1	1	2259	3	1	28	2292	0
22.585	1	1	2259	6	1	28	2292	0
22.586	1	1	2259	7	1	28	2292	0
22.587	2	2	2259	8	1	28	2292	0
22.588	2	2	2259	9	1	28	2292	0
22.589	2	2	2259	10	1	28	2292	0
22.592	1	1	2260	3	1	28	2292	0
22.595	1	1	2260	6	1	28	2292	0
22.596	1	1	2260	7	1	28	2292	0
22.597	2	2	2260	8	1	28	2292	0
22.598	2	2	2260	9	1	28	2292	0
22.599	2	2	2260	10	1	28	2292	0
22.602	1	1	2261	3	1	28	2292	0
22.605	1	1	2261	6	1	28	2292	0
22.606	1	1	2261	7	1	28	2292	0
22.607	2	2	2261	8	1	28	2292	0
22.608	2	2	2261	9	1	28	2292	0
22.609	2	2	2261	10	1	28	2292	0
22.612	1	1	2262	3	1	28	2292	0
22.615	1	1	2262	6	1	28	2292	0
22.616	1	1	2262	7	1	28	2292	0
22.617	2	2	2262	8	1	28	2292	0
22.618	2	2	2262	9	1	28	2292	0
22.619	2	2	2262	10	1	28	2292	0
22.622	1	1	2263	3	1	28	2292	0
22.625	1	1	2263	6	1	28	2292	0
22.626	1	1	2263	7	1	28	2292	0
22.627	2	2	2263	8	1	28	2292	0
22.628	2	2	2263	9	1	28	2292	0
22.629	2	2	2263	10	1	28	2292	0
22.632	1	1	2264	3	1	28	2292	0
22.635	1	1	2264	6	1	28	2292	0
22.636	1	1	2264	7	1	28	2292	0
22.637	2	2	2264	8	1	28	2292	0
22.638	2	2	2264	9	1	28	2292	0
22.639	2	2	2264	10	1	28	2292	0
22.642	1	1	2265	3	1	28	2292	0
22.645	1	1	2265	6	1	28	2292	0
22.646	1	1	2265	7	1	28	2292	0
22.647	2	2	2265	8	1	28	2292	0
22.648	2	2	2265	9	1	28	2292	0
22.649	2	2	2265	10	1	28	2292	0
22.652	1	1	2266	3	1	28	2292	0
22.655	1	1	2266	6	1	28	2292	0
22.656	1	1	2266	7	1	28	2292	0
22.657	2	2	2266	8	1	28	2292	0
22.658	2	2	2266	9	1	28	2292	0
22.659	2	2	2266	10	1	28	2292	0
22.662	1	1	2267	3	1	28	2292	0
22.665	1	1	2267	6	1	28	2292	0
22.666	1	1	2267	7	1	28	2292	0
22.667	2	2	2267	8	1	28	2292	0
22.668	2	2	2267	9	1	28	2292	0
22.669	2	2	2267	10	1	28	2292	0
22.672	1	1	2268	3	1	28	2292	0
22.675	1	1	2268	6	1	28	2292	0
22.676	1	1	2268	7	1	28	2292	0
22.677	2	2	2268	8	1	28	2292	0
22.678	2	2	2268	9	1	28	2292	0
22.679	2	2	2268	10	1	28	2292	0
22.682	1	1	2269	3	1	28	2292	0
22.685	1	1	2269	6	1	28	2292	0
22.686	1	1	2269	7	1	28	2292	0
22.687	2	2	2269	8	1	28	2292	0
22.688	2	2	2269	9	1	28	2292	0
22.689	2	2	2269	10	1	28	2292	0
22.692	1	1	2270	3	1	28	2292	0
22.695	1	1	2270	6	1	28	2292	0
22.696	1	1	2270	7	1	28	2292	0
22.697	2	2	2270	8	1	28	2292	0
22.698	2	2	2270	9	1	28	2292	0
22.699	2	2	2270	10	1	28	2292	0
22.702	1	1	2271	3	1	28	2292	0
22.705	1	1	2271	6	1	28	2292	0
22.706	1	1	2271	7	1	28	2292	0
22.707	2	2	2271	8	1	28	2292	0
22.708	2	2	2271	9	1	28	2292	0
22.709	2	2	2271	10	1	28	2292	0
22.712	1	1	2272	3	1	28	2292	0
22.715	1	1	2272	6	1	28	2292	0
22.716	1	1	2272	7	1	28	2292	0
22.717	2	2	2272	8	1	28	2292	0
22.718	2	2	2272	9	1	28	2292	0
22.719	2	2	2272	10	1	28	2292	0
22.722	1	1	2273	3	1	28	2292	0
22.725	1	1	2273	6	1	28	2292	0
22.726	1	1	2273	7	1	28	2292	0
22.727	2	2	2273	8	1	28	2292	0
22.728	2	2	2273	9	1	28	2292	0
22.729	2	2	2273	10	1	28	2292	0
22.732	1	1	2274	3	1	28	2292	0
22.735	1	1	2274	6	1	28	2292	0
22.736	1	1	2274	7	1	28	2292	0
22.737	2	2	2274	8	1	28	2292	0
22.738	2	2	2274	9	1	28	2292	0
22.739	2	2	2274	10	1	28	2292	0
22.742	1	1	2275	3	1	28	2292	0
22.745	1	1	2275	6	1	28	2292	0
22.746	1	1	2275	7	1	28	2292	0
22.747	2	2	2275	8	1	28	2292	0
22.748	2	2	2275	9	1	28	2292	0
22.749	2	2	2275	10	1	28	2292	0
22.752	1	1	2276	3	1	28	2292	0
22.755	1	1	2276	6	1	28	2292	0
22.756	1	1	2276	7	1	28	2292	0
22.757	2	2	2276	8	1	28	2292	0
22.758	2	2	2276	9	1	28	2292	0
22.759	2	2	2276	10	1	28	2292	0
22.762	1	1	2277	3	1	28	2292	0
22.765	1	1	2277	6	1	28	2292	0
22.766	1	1	2277	7	1	28	2292	0
22.767	2	2	2277	8	1	28	2292	0
22.768	2	2	2277	9	1	28	2292	0
22.769	2	2	2277	10	1	28	2292	0
22.772	1	1	2278	3	1	28	2292	0
22.775	1	1	2278	6	1	28	2292	0
22.776	1	1	2278	7	1	28	2292	0
22.777	2	2	2278	8	1	28	2292	0
22.778	2	2	2278	9	1	28	2292	0
22.779	2	2	2278	10	1	28	2292	0
22.782	1	1	2279	3	1	28	2292	0
22.785	1	1	2279	6	1	28	2292	0
22.786	1	1	2279	7	1	28	2292	0
22.787	2	2	2279	8	1	28	2292	0
22.788	2	2	2279	9	1	28	2292	0
22.789	2	2	2279	10	1	28	2292	0
22.792	1	1	2280	3	1	28	2292	0
22.795	1	1	2280	6	1	28	2292	0
22.796	1	1	2280	7	1	28	2292	0
22.797	2	2	2280	8	1	28	2292	0
22.798	2	2	2280	9	1	28	2292	0
22.799	2	2	2280	10	1	28	2292	0
22.802	1	1	2281	3	1	28	2292	0
22.805	1	1	2281	6	1	28	2292	0
22.806	1	1	2281	7	1	28	2292	0
22.807	2	2	2281	8	1	28	2292	0
22.808	2	2	2281	9	1	28	2292	0
22.809	2	2	2281	10	1	28	2292	0
22.812	1	1	2282	3	1	28	2292	0
22.815	1	1	2282	6	1	28	2292	0
22.816	1	1	2282	7	1	28	2292	0
22.817	2	2	2282	8	1	28	2292	0
22.818	2	2	2282	9	1	28	2292	0
22.819	2	2	2282	10	1	28	2292	0
22.822	1	1	2283	3	1	28	2292	0
22.825	1	1	2283	6	1	28	2292	0
22.826	1	1	2283	7	1	28	2292	0
22.827	2	2	2283	8	1	28	2292	0
22.828	2	2	2283	9	1	28	2292	0
22.829	2	2	2283	10	1	28	2292	0
22.832	1	1	2284	3	1	28	2292	0
22.835	1	1	2284	6	1	28	2292	0
22.836	1	1	2284	7	1	28	2292	0
22.837	2	2	2284	8	1	28	2292	0
22.838	2	2	2284	9	1	28	2292	0
22.839	2	2	2284	10	1	28	2292	0
22.842	1	1	2285	3	1	28	2292	0
22.845	1	1	2285	6	1	28	2292	0
22.846	1	1	2285	7	1	28	2292	0
22.847	2	2	2285	8	1	28	2292	0
22.848	2	2	2285	9	1	28	2292	0
22.849	2	2	2285	10	1	28	2292	0
22.852	1	1	2286	3	1	28	2292	0
22.855	1	1	2286	6	1	28	2292	0
22.856	1	1	2286	7	1	28	2292	0
22.857	2	2	2286	8	1	28	2292	0
22.858	2	2	2286	9	1	28	2292	0
22.859	2	2	2286	10	1	28	2292	0
22.862	1	1	2287	3	1	28	2292	0
22.865	1	1	2287	6	1	28	2292	0
22.866	1	1	2287	7	1	28	2292	0
22.867	2	2	2287	8	1	28	2292	0
22.868	2	2	2287	9	1	28	2292	0
22.869	2	2	2287	10	1	28	2292	0
22.872	1	1	2288	3	1	28	2292	0
22.875	1	1	2288	6	1	28	2292	0
22.876	1	1	2288	7	1	28	2292	0
22.877	2	2	2288	8	1	28	2292	0
22.878	2	2	2288	9	1	28	2292	0
22.879	2	2	2288	10	1	28	2292	0
22.882	1	1	2289	3	1	28	2292	0
22.885	1	1	2289	6	1	28	2292	0
22.886	1	1	2289	7	1	28	2292	0
22.887	2	2	2289	8	1	28	2292	0
22.888	2	2	2289	9	1	28	2292	0
22.889	2	2	2289	10	1	28	2292	0
22.892	1	1	2290	3	1	28	2292	0
22.895	1	1	2290	6	1	28	2292	0
22.896	1	1	2290	7	1	28	2292	0
22.897	2	2	2290	8	1	28	2292	0
22.898	2	2	2290	9	1	28	2292	0
22.899	2	2	2290	10	1	28	2292	0
22.902	1	1	2291	3	1	28	2292	0
22.905	1	1	2291	6	1	28	2292	0
22.906	1	1	2291	7	1	28	2292	0
22.907	2	2	2291	8	1	28	2292	0
22.908	2	2	2291	9	1	28	2292	0
22.909	2	2	2291	10	1	28	2292	0
22.912	1	1	2292	3	1	28	2292	0
22.915	1	1	2292	6	1	28	2292	0
22.916	1	1	2292	7	1	28	2292	0
22.917	2	2	2292	8	1	28	2292	0
22.918	2	2	2292	9	1	28	2292	0
22.919	2	2	2292	10	1	28	2292	0
22.922	1	1	2293	3	1	28	2292	0
22.925	1	1	2293	6	1	28	2292	0
22.926	1	1	2293	7	1	28	2292	0
22.927	2	2	2293	8	1	28	2292	0
22.928	2	2	2293	9	1	28	2292	0
22.929	2	2	2293	10	1	28	2292	0
22.932	1	1	2294	3	1	28	2292	0
22.935	1	1	2294	6	1	28	2292	0
22.936	1	1	2294	7	1	28	2292	0
22.937	2	2	2294	8	1	28	2292	0
22.938	2	2	2294	9	1	28	2292	0
22.939	2	2	2294	10	1	28	2292	0
22.942	1	1	2295	3	1	28	2292	0
22.945	1	1	2295	6	1	28	2292	0
22.946	1	1	2295	7	1	28	2292	0
22.947	2	2	2295	8	1	28	2292	0
22.948	2	2	2295	9	1	28	2292	0
22.949	2	2	2295	10	1	28	2292	0
22.952	1	1	2296	3	1	28	2292	0
22.955	1	1	2296	6	1	28	2292	0
22.956	1	1	2296	7	1	28	2292	0
22.957	2	2	2296	8	1	28	2292	0
22.958	2	2	2296	9	1	28	2292	0
22.959	2	2	2296	10	1	28	2292	0
22.962	1	1	2297	3	1	28	2292	0
22.965	1	1	2297	6	1	28	2292	0
22.966	1	1	2297	7	1	28	2292	0
22.967	2	2	2297	8	1	28	2292	0
22.968	2	2	2297	9	1	28	2292	0
22.969	2	2	2297	10	1	28	2292	0
22.972	1	1	2298	3	1	28	2292	0
22.975	1	1	2298	6	1	28	2292	0
22.976	1	1	2298	7	1	28	2292	0
22.977	2	2	2298	8	1	28	2292	0
22.978	2	2	2298	9	1	28	2292	0
22.979	2	2	2298	10	1	28	2292	0
22.982	1	1	2299	3	1	28	2292	0
22.985	1	1	2299	6	1	28	2292	0
22.986	1	1	2299	7	1	28	2292	0
22.987	2	2	2299	8	1	28	2292	0
22.988	2	2	2299	9	1	28	2292	0
22.989	2	2	2299	10	1	28	2292	0
22.992	1	1	2300	3	1	28	2292	0
22.995	1	1	2300	6	1	28	2292	0
22.996	1	1	2300	7	1	28	2292	0
22.997	2	2	2300	8	1	28	2292	0
22.998	2	2	2300	9	1	28	2292	0
22.999	2	2	2300	10	1	28	2292	0
23.002	1	1	2301	3	1	28	2292	0
23.005	1	1	2301	6	1	28	2292	0
23.006	1	1	2301	7	1	28	2292	0
23.007	2	2	2301	8	1	28	2292	0
23.008	2	2	2301	9	1	28	2292	0
23.009	2	2	2301	10	1	28	2292	0
23.012	1	1	2302	3	1	28	2292	0
23.015	1	1	2302	6	1	28	2292	0
23.016	1	1	2302	7	1	28	2292	0
23.017	2	2	2302	8	1	28	2292	0
23.018	2	2	2302	9	1	28	2292	0
23.019	2	2	2302	10	1	28	2292	0
23.022	1	1	2303	3	1	28	2292	0
23.025	1	1	2303	6	1	28	2292	0
23.026	1	1	2303	7	1	28	2292	0
23.027	2	2	2303	8	1	28	2292	0
23.028	2	2	2303	9	1	28	2292	0
23.029	2	2	2303	10	1	28	2292	0
23.032	1	1	2304	3	1	28	2292	0
23.035	1	1	2304	6	1	28	2292	0
23.036	1	1	2304	7	1	28	2292	0
23.037	2	2	2304	8	1	28	2292	0
23.038	2	2	2304	9	1	28	2292	0
23.039	2	2	2304	10	1	28	2292	0
23.042	1	1	2305	3	1	28	2292	0
23.045	1	1	2305	6	1	28	2292	0
23.046	1	1	2305	7	1	28	2292	0
23.047	2	2	2305	8	1	28	2292	0
23.048	2	2	2305	9	1	28	2292	0
23.049	2	2	2305	10	1	28	2292	0
23.052	1	1	2306	3	1	28	2292	0
23.055	1	1	2306	6	1	28	2292	0
23.056	1	1	2306	7	1	28	2292	0
23.057	2	2	2306	8	1	28	2292	0
23.058	2	2	2306	9	1	28	2292	0
23.059	2	2	2306	10	1	28	2292	0
23.062	1	1	2307	3	1	28	2292	0
23.065	1	1	2307	6	1	28	2292	0
23.066	1	1	2307	7	1	28	2292	0
23.067	2	2	2307	8	1	28	2292	0
23.068	2	2	2307	9	1	28	2292	0
23.069	2	2	2307	10	1	28	2292	0
23.072	1	1	2308	3	1	28	2292	0
23.075	1	1	2308	6	1	28	2292	0
23.076	1	1	2308	7	1	28	2292	0
23.077	2	2	2308	8	1	28	2292	0
23.078	2	2	2308	9	1	28	2292	0
23.079	2	2	2308	10	1	28	2292	0
23.082	1	1	2309	3	1	28	2292	0
23.085	1	1	2309	6	1	28	2292	0
23.086	1	1	2309	7	1	28	2292	0
23.087	2	2	2309	8	1	28	2292	0
23.088	2	2	2309	9	1	28	2292	0
23.089	2	2	2309	10	1	28	2292	0
23.092	1	1	2310	3	1	28	2292	0
23.095	1	1	2310	6	1	28	2292	0
23.096	1	1	2310	7	1	28	2292	0
23.097	2	2	2310	8	1	28	2292	0
23.098	2	2	2310	9	1	28	2292	0
23.099	2	2	2310	10	1	28	2292	0
23.102	1	1	2311	3	1	28	2292	0
23.105	1	1	2311	6	1	28	2292	0
23.106	1	1	2311	7	1	28	2292	0
23.107	2	2	2311	8	1	28	2292	0
23.108	2	2	2311	9	1	28	2292	0
23.109	2	2	2311	10	1	28	2292	0
23.112	1	1	2312	3	1	28	2292	0
23.115	1	1	2312	6	1	28	2292	0
23.116	1	1	2312	7	1	28	2292	0
23.117	2	2	2312	8	1	28	2292	0
23.118	2	2	2312	9	1	28	2292	0
23.119	2	2	2312	10	1	28	2292	0
23.122	1	1	2313	3	1	28	2292	0
23.125	1	1	2313	6	1	28	2292	0
23.126	1	1	2313	7	1	28	2292	0
23.127	2	2	2313	8	1	28	2292	0
23.128	2	2	2313	9	1	28	2292	0
23.129	2	2	2313	10	1	28	2292	0
23.132	1	1	2314	3	1	28	2292	0
23.135	1	1	2314	6	1	28	2292	0
23.136	1	1	2314	7	1	28	2292	0
23.137	2	2	2314	8	1	28	2292	0
23.138	2	2	2314	9	1	28	2292	0
23.139	2	2	2314	10	1	28	2292	0
23.142	1	1	2315	3	1	28	2292	0
23.145	1	1	2315	6	1	28	2292	0
23.146	1	1	2315	7	1	28	2292	0
23.147	2	2	2315	8	1	28	2292	0
23.148	2	2	2315	9	1	28	2292	0
23.149	2	2	2315	10	1	28	2292	0
23.152	1	1	2316	3	1	28	2292	0
23.155	1	1	2316	6	1	28	2292	0
23.156	1	1	2316	7	1	28	2292	0
23.157	2	2	2316	8	1	28	2292	0
23.158	2	2	2316	9	1	28	2292	0
23.159	2	2	2316	10	1	28	2292	0
23.162	1	1	2317	3	1	28	2292	0
23.165	1	1	2317	6	1	28	2292	0
23.166	1	1	2317	7	1	28	2292	0
23.167	2	2	2317	8	1	28	2292	0
23.168	2	2	2317	9	1	28	2292	0
23.169	2	2	2317	10	1	28	2292	0
23.172	1	1	2318	3	1	28	2292	0
23.175	1	1	2318	6	1	28	2292	0
23.176	1	1	2318	7	1	28	2292	0
23.177	2	2	2318	8	1	28	2292	0
23.178	2	2	2318	9	1	28	2292	0
23.179	2	2	2318	10	1	28	2292	0
23.182	1	1	2319	3	1	28	2292	0
23.185	1	1	2319	6	1	28	2292	0
23.186	1	1	2319	7	1	28	2292	0
23.187	2	2	2319	8	1	28	2292	0
23.188	2	2	2319	9	1	28	2292	0
23.189	2	2	2319	10	1	28	2292	0
23.192	1	1	2320	3	1	28	2292	0
23.195	1	1	2320	6	1	28	2292	0
23.196	1	1	2320	7	1	28	2292	0
23.197	2	2	2320	8	1	28	2292	0
23.198	2	2	2320	9	1	28	2292	0
23.199	2	2	2320	10	1	28	2292	0
23.202	1	1	2321	3	1	28	2292	0
23.205	1	1	2321	6	1	28	2292	0
23.206	1	1	2321	7	1	28	2292	0
23.207	2	2	2321	8	1	28	2292	0
23.208	2	2	2321	9	1	28	2292	0
23.209	2	2	2321	10	1	28	2292	0
23.212	1	1	2322	3	1	28	2292	0
23.215	1	1	2322	6	1	28	2292	0
23.216	1	1	2322	7	1	28	2292	0
23.217	2	2	2322	8	1	28	2292	0
23.218	2	2	2322	9	1	28	2292	0
23.219	2	2	2322	10	1	28	2292	0
23.222	1	1	2323	3	1	28	2292	0
23.225	1	1	2323	6	1	28	2292	0
23.226	1	1	2323	7	1	28	2292	0
23.227	2	2	2323	8	1	28	2292	0
23.228	2	2	2323	9	1	28	2292	0
23.229	2	2	2323	10	1	28	2292	0
23.232	1	1	2324	3	1	28	2292	0
23.235	1	1	2324	6	1	28	2292	0
23.236	1	1	2324	7	1	28	2292	0
23.237	2	2	2324	8	1	28	2292	0
23.238	2	2	2324	9	1	28	2292	0
23.239	2	2	2324	10	1	28	2292	0
23.242	1	1	2325	3	1	28	2292	0
23.245	1	1	2325	6	1	28	2292	0
23.246	1	1	2325	7	1	28	2292	0
23.247	2	2	2325	8	1	28	2292	0
23.248	2	2	2325	9	1	28	2292	0
23.249	2	2	2325	10	1	28	2292	0
23.252	1	1	2326	3	1	28	2292	0
23.255	1	1	2326	6	1	28	2292	0
23.256	1	1	2326	7	1	28	2292	0
23.257	2	2	2326	8	1	28	2292	0
23.258	2	2	2326	9	1	28	2292	0
23.259	2	2	2326	10	1	28	2292	0
23.262	1	1	2327	3	1	28	2292	0
23.265	1	1	2327	6	1	28	2292	0
23.266	1	1	2327	7	1	28	2292	0
23.267	2	2	2327	8	1	28	2292	0
23.268	2	2	2327	9	1	28	2292	0
23.269	2	2	2327	10	1	28	2292	0
23.272	1	1	2328	3	1	28	2292	0
23.275	1	1	2328	6	1	28	2292	0
23.276	1	1	2328	7	1	28	2292	0
23.277	2	2	2328	8	1	28	2292	0
23.278	2	2	2328	9	1	28	2292	0
23.279	2	2	2328	10	1	28	2292	0
23.282	1	1	2329	3	1	28	2292	0
23.285	1	1	2329	6	1	28	2292	0
23.286	1	1	2329	7	1	28	2292	0
23.287	2	2	2329	8	1	28	2292	0
23.288	2	2	2329	9	1	28	2292	0
23.289	2	2	2329	10	1	28	2292	0
23.292	1	1	2330	3	1	28	2292	0
23.295	1	1	2330	6	1	28	2292	0
23.296	1	1	2330	7	1	28	2292	0
23.297	2	2	2330	8	1	28	2292	0
23.298	2	2	2330	9	1	28	2292	0
23.299	2	2	2330	10	1	28	2292	0
23.302	1	1	2331	3	1	28	2292	0
23.305	1	1	2331	6	1	28	2292	0
23.306	1	1	2331	7	1	28	2292	0
23.307	2	2	2331	8	1	28	2292	0
23.308	2	2	2331	9	1	28	2292	0
23.309	2	2	2331	10	1	28	2292	0
23.312	1	1	2332	3	1	28	2292	0
23.315	1	1	2332	6	1	28	2292	0
23.316	1	1	2332	7	1	28	2292	0
23.317	2	2	2332	8	1	28	2292	0
23.318	2	2	2332	9	1	28	2292	0
23.319	2	2	2332	10	1	28	2292	0
23.322	1	1	2333	3	1	28	2292	0
23.325	1	1	2333	6	1	28	2292	0
23.326	1	1	2333	7	1	28	2292	0
23.327	2	2	2333	8	1	28	2292	0
23.328	2	2	2333	9	1	28	2292	0
23.329	2	2	2333	10	1	28	2292	0
23.332	1	1	2334	3	1	28	2292	0
23.335	1	1	2334	6	1	28	2292	0
23.336	1	1	2334	7	1	28	2292	0
23.337	2	2	2334	8	1	28	2292	0
23.338	2	2	2334	9	1	28	2292	0
23.339	2	2	2334	10	1	28	2292	0
23.342	1	1	2335	3	1	28	2292	0
23.345	1	1	2335	6	1	28	2292	0
23.346	1	1	2335	7	1	28	2292	0
23.347	2	2	2335	8	1	28	2292	0
23.348	2	2	2335	9	1	28	2292	0
23.349	2	2	2335	10	1	28	2292	0
23.352	1	1	2336	3	1	28	2292	0
23.355	1	1	2336	6	1	28	2292	0
23.356	1	1	2336	7	1	28	2292	0
23.357	2	2	2336	8	1	28	2292	0
23.358	2	2	2336	9	1	28	2292	0
23.359	2	2	2336	10	1	28	2292	0
23.362	1	1	2337	3	1	28	2292	0
23.365	1	1	2337	6	1	28	2292	0
23.366	1	1	2337	7	1	28	2292	0
23.367	2	2	2337	8	1	28	2292	0
23.368	2	2	2337	9	1	28	2292	0
23.369	2	2	2337	10	1	28	2292	0
23.372	1	1	2338	3	1	28	2292	0
23.375	1	1	2338	6	1	28	2292	0
23.376	1	1	2338	7	1	28	2292	0
23.377	2	2	2338	8	1	28	2292	0
23.378	2	2	2338	9	1	28	2292	0
23.379	2	2	2338	10	1	28	2292	0
23.382	1	1	2339	3	1	28	2292	0
23.385	1	1	2339	6	1	28	2292	0
23.386	1	1	2339	7	1	28	2292	0
23.387	2	2	2339	8	1	28	2292	0
23.388	2	2	2339	9	1	28	2292	0
23.389	2	2	2339	10	1	28	2292	0
23.392	1	1	2340	3	1	28	2292	0
23.395	1	1	2340	6	1	28	2292	0
23.396	1	1	2340	7	1	28	2292	0
23.397	2	2	2340	8	1	28	2292	0
23.398	2	2	2340	9	1	28	2292	0
23.399	2	2	2340	10	1	28	2292	0
23.402	1	1	2341	3	1	28	2292	0
23.405	1	1	2341	6	1	28	2292	0
23.406	1	1	2341	7	1	28	2292	0
23.407	2	2	2341	8	1	28	2292	0
23.408	2	2	2341	9	1	28	2292	0
23.409	2	2	2341	10	1	28	2292	0
23.412	1	1	2342	3	1	28	2292	0
23.415	1	1	2342	6	1	28	2292	0
23.416	1	1	2342	7	1	28	2292	0
23.417	2	2	2342	8	1	28	2292	0
23.418	2	2	2342	9	1	28	2292	0
23.419	2	2	2342	10	1	28	2292	0
23.422	1	1	2343	3	1	28	2292	0
23.425	1	1	2343	6	1	28	2292	0
23.426	1	1	2343	7	1	28	2292	0
23.427	2	2	2343	8	1	28	2292	0
23.428	2	2	2343	9	1	28	2292	0
23.429	2	2	2343	10	1	28	2292	0
23.432	1	1	2344	3	1	28	2292	0
23.435	1	1	2344	6	1	28	2292	0
23.436	1	1	2344	7	1	28	2292	0
23.437	2	2	2344	8	1	28	2292	0
23.438	2	2	2344	9	1	28	2292	0
23.439	2	2	2344	10	1	28	2292	0
23.442	1	1	2345	3	1	28	2292	0
23.445	1	1	2345	6	1	28	2292	0
23.446	1	1	2345	7	1	28	2292	0
23.447	2	2	2345	8	1	28	2292	0
23.448	2	2	2345	9	1	28	2292	0
23.449	2	2	2345	10	1	28	2292	0
23.452	1	1	2346	3	1	28	2292	0
23.455	1	1	2346	6	1	28	2292	0
23.456	1	1	2346	7	1	28	2292	0
23.457	2	2	2346	8	1	28	2292	0
23.458	2	2	2346	9	1	28	2292	0
23.459	2	2	2346	10	1	28	2292	0
23.462	1	1	2347	3	1	28	2292	0
23.465	1	1	2347	6	1	28	2292	0
23.466	1	1	2347	7	1	28	2292	0
23.467	2	2	2347	8	1	28	2292	0
23.468	2	2	2347	9	1	28	2292	0
23.469	2	2	2347	10	1	28	2292	0
23.472	1	1	2348	3	1	28	2292	0
23.475	1	1	2348	6	1	28	2292	0
23.476	1	1	2348	7	1	28	2292	0
23.477	2	2	2348	8	1	28	2292	0
23.478	2	2	2348	9	1	28	2292	0
23.479	2	2	2348	10	1	28	2292	0
23.482	1	1	2349	3	1	28	2292	0
23.485	1	1	2349	6	1	28	2292	0
23.486	1	1	2349	7	1	28	2292	0
23.487	2	2	2349	8	1	28	2292	0
23.488	2	2	2349	9	1	28	2292	0
