% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
9018	1	1	1	0	28	2292	0	1	0
9021	1	1	1	0	28	2292	0	1	0
9022	1	1	1	0	28	2292	0	1	0
9023	3	2	1	0	28	2292	0	1	0
9024	3	2	1	0	28	2292	0	1	0
9025	3	2	1	0	28	2292	0	1	0
9028	1	1	1	0	28	2292	0	1	0
9031	1	1	1	0	28	2292	0	1	0
9032	1	1	1	0	28	2292	0	1	0
9033	3	2	1	0	28	2292	0	1	0
9034	3	2	1	0	28	2292	0	1	0
9035	3	2	1	0	28	2292	0	1	0
9038	1	1	1	0	28	2292	0	1	0
9041	1	1	1	0	28	2292	0	1	0
9042	1	1	1	0	28	2292	0	1	0
9043	3	2	1	0	28	2292	0	1	0
9044	3	2	1	0	28	2292	0	1	0
9045	3	2	1	0	28	2292	0	1	0
9048	1	1	1	0	28	2292	0	1	0
9051	1	1	1	0	28	2292	0	1	0
9052	1	1	1	0	28	2292	0	1	0
9053	3	2	1	0	28	2292	0	1	0
9054	3	2	1	0	28	2292	0	1	0
9055	3	2	1	0	28	2292	0	1	0
9058	1	1	1	0	28	2292	0	1	0
9061	1	1	1	0	28	2292	0	1	0
9062	1	1	1	0	28	2292	0	1	0
9063	3	2	1	0	28	2292	0	1	0
9064	3	2	1	0	28	2292	0	1	0
9065	3	2	1	0	28	2292	0	1	0
9068	1	1	1	0	28	2292	0	1	0
9071	1	1	1	0	28	2292	0	1	0
9072	1	1	1	0	28	2292	0	1	0
9073	3	2	1	0	28	2292	0	1	0
9074	3	2	1	0	28	2292	0	1	0
9075	3	2	1	0	28	2292	0	1	0
9078	1	1	1	0	28	2292	0	1	0
9081	1	1	1	0	28	2292	0	1	0
9082	1	1	1	0	28	2292	0	1	0
9083	3	2	1	0	28	2292	0	1	0
9084	3	2	1	0	28	2292	0	1	0
9085	3	2	1	0	28	2292	0	1	0
9088	1	1	1	0	28	2292	0	1	0
9091	1	1	1	0	28	2292	0	1	0
9092	1	1	1	0	28	2292	0	1	0
9093	3	2	1	0	28	2292	0	1	0
9094	3	2	1	0	28	2292	0	1	0
9095	3	2	1	0	28	2292	0	1	0
9098	1	1	1	0	28	2292	0	1	0
9101	1	1	1	0	28	2292	0	1	0
9102	1	1	1	0	28	2292	0	1	0
9103	3	2	1	0	28	2292	0	1	0
9104	3	2	1	0	28	2292	0	1	0
9105	3	2	1	0	28	2292	0	1	0
9108	1	1	1	0	28	2292	0	1	0
9111	1	1	1	0	28	2292	0	1	0
9112	1	1	1	0	28	2292	0	1	0
9113	3	2	1	0	28	2292	0	1	0
9114	3	2	1	0	28	2292	0	1	0
9115	3	2	1	0	28	2292	0	1	0
9118	1	1	1	0	28	2292	0	1	0
9121	1	1	1	0	28	2292	0	1	0
9122	1	1	1	0	28	2292	0	1	0
9123	3	2	1	0	28	2292	0	1	0
9124	3	2	1	0	28	2292	0	1	0
9125	3	2	1	0	28	2292	0	1	0
9128	1	1	1	0	28	2292	0	1	0
9131	1	1	1	0	28	2292	0	1	0
9132	1	1	1	0	28	2292	0	1	0
9133	3	2	1	0	28	2292	0	1	0
9134	3	2	1	0	28	2292	0	1	0
9135	3	2	1	0	28	2292	0	1	0
9138	1	1	1	0	28	2292	0	1	0
9141	1	1	1	0	28	2292	0	1	0
9142	1	1	1	0	28	2292	0	1	0
9143	3	2	1	0	28	2292	0	1	0
9144	3	2	1	0	28	2292	0	1	0
9145	3	2	1	0	28	2292	0	1	0
9148	1	1	1	0	28	2292	0	1	0
9151	1	1	1	0	28	2292	0	1	0
9152	1	1	1	0	28	2292	0	1	0
9153	3	2	1	0	28	2292	0	1	0
9154	3	2	1	0	28	2292	0	1	0
9155	3	2	1	0	28	2292	0	1	0
9158	1	1	1	0	28	2292	0	1	0
9161	1	1	1	0	28	2292	0	1	0
9162	1	1	1	0	28	2292	0	1	0
9163	3	2	1	0	28	2292	0	1	0
9164	3	2	1	0	28	2292	0	1	0
9165	3	2	1	0	28	2292	0	1	0
9168	1	1	1	0	28	2292	0	1	0
9171	1	1	1	0	28	2292	0	1	0
9172	1	1	1	0	28	2292	0	1	0
9173	3	2	1	0	28	2292	0	1	0
9174	3	2	1	0	28	2292	0	1	0
9175	3	2	1	0	28	2292	0	1	0
9178	1	1	1	0	28	2292	0	1	0
9181	1	1	1	0	28	2292	0	1	0
9182	1	1	1	0	28	2292	0	1	0
9183	3	2	1	0	28	2292	0	1	0
