% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
2522	1	1	1	0	0	14	775	0	1	1	0
2523	1	1	1	0	0	14	775	0	1	1	0
2524	1	1	1	0	0	28	2196	0	1	0	0
2524	3	2	1	0	0	28	2196	0	1	0	0
2525	3	2	1	0	0	28	2196	0	1	1	0
2528	1	1	1	0	0	28	2196	2	0	1	0
2528	3	2	1	0	0	28	2196	2	0	1	0
2529	1	1	1	0	0	28	2196	0	1	1	0
2531	1	1	1	0	0	28	2196	1	0	0	0
2531	3	2	1	0	0	28	2196	1	0	0	0
2532	1	1	1	0	0	14	775	0	1	1	0
2533	1	1	1	0	0	14	775	0	1	1	0
2534	1	1	1	0	0	28	2196	0	1	0	0
2534	3	2	1	0	0	28	2196	0	1	0	0
2535	3	2	1	0	0	28	2196	0	1	1	0
2538	1	1	1	0	0	28	2196	2	0	1	0
2538	3	2	1	0	0	28	2196	2	0	1	0
2539	1	1	1	0	0	28	2196	0	1	1	0
2541	1	1	1	0	0	28	2196	1	0	0	0
2541	3	2	1	0	0	28	2196	1	0	0	0
2542	1	1	1	0	0	14	775	0	1	1	0
2543	1	1	1	0	0	14	775	0	1	1	0
2544	1	1	1	0	0	28	2196	0	1	0	0
2544	3	2	1	0	0	28	2196	0	1	0	0
2545	3	2	1	0	0	28	2196	0	1	1	0
2548	1	1	1	0	0	28	2196	2	0	1	0
2548	3	2	1	0	0	28	2196	2	0	1	0
2549	1	1	1	0	0	28	2196	0	1	1	0
2551	1	1	1	0	0	28	2196	1	0	0	0
2551	3	2	1	0	0	28	2196	1	0	0	0
2552	1	1	1	0	0	14	775	0	1	1	0
2553	1	1	1	0	0	14	775	0	1	1	0
2554	1	1	1	0	0	28	2196	0	1	0	0
2554	3	2	1	0	0	28	2196	0	1	0	0
2555	3	2	1	0	0	28	2196	0	1	1	0
2558	1	1	1	0	0	28	2196	2	0	1	0
2558	3	2	1	0	0	28	2196	2	0	1	0
2559	1	1	1	0	0	28	2196	0	1	1	0
2561	1	1	1	0	0	28	2196	1	0	0	0
2561	3	2	1	0	0	28	2196	1	0	0	0
2562	1	1	1	0	0	14	775	0	1	1	0
2563	1	1	1	0	0	14	775	0	1	1	0
2564	1	1	1	0	0	28	2196	0	1	0	0
2564	3	2	1	0	0	28	2196	0	1	0	0
2565	3	2	1	0	0	28	2196	0	1	1	0
2568	1	1	1	0	0	28	2196	2	0	1	0
2568	3	2	1	0	0	28	2196	2	0	1	0
2569	1	1	1	0	0	28	2196	0	1	1	0
2571	1	1	1	0	0	28	2196	1	0	0	0
2571	3	2	1	0	0	28	2196	1	0	0	0
2572	1	1	1	0	0	14	775	0	1	1	0
2573	1	1	1	0	0	14	775	0	1	1	0
2574	1	1	1	0	0	28	2196	0	1	0	0
2574	3	2	1	0	0	28	2196	0	1	0	0
2575	3	2	1	0	0	28	2196	0	1	1	0
2578	1	1	1	0	0	28	2196	2	0	1	0
2578	3	2	1	0	0	28	2196	2	0	1	0
2579	1	1	1	0	0	28	2196	0	1	1	0
2581	1	1	1	0	0	28	2196	1	0	0	0
2581	3	2	1	0	0	28	2196	1	0	0	0
2582	1	1	1	0	0	14	775	0	1	1	0
2583	1	1	1	0	0	14	775	0	1	1	0
2584	1	1	1	0	0	28	2196	0	1	0	0
2584	3	2	1	0	0	28	2196	0	1	0	0
2585	3	2	1	0	0	28	2196	0	1	1	0
2588	1	1	1	0	0	28	2196	2	0	1	0
2588	3	2	1	0	0	28	2196	2	0	1	0
2589	1	1	1	0	0	28	2196	0	1	1	0
2591	1	1	1	0	0	28	2196	1	0	0	0
2591	3	2	1	0	0	28	2196	1	0	0	0
2592	1	1	1	0	0	14	775	0	1	1	0
2593	1	1	1	0	0	14	775	0	1	1	0
2594	1	1	1	0	0	28	2196	0	1	0	0
2594	3	2	1	0	0	28	2196	0	1	0	0
2595	3	2	1	0	0	28	2196	0	1	1	0
2598	1	1	1	0	0	28	2196	2	0	1	0
2598	3	2	1	0	0	28	2196	2	0	1	0
2599	1	1	1	0	0	28	2196	0	1	1	0
2601	1	1	1	0	0	28	2196	1	0	0	0
2601	3	2	1	0	0	28	2196	1	0	0	0
2602	1	1	1	0	0	14	775	0	1	1	0
2603	1	1	1	0	0	14	775	0	1	1	0
2604	1	1	1	0	0	28	2196	0	1	0	0
2604	3	2	1	0	0	28	2196	0	1	0	0
2605	3	2	1	0	0	28	2196	0	1	1	0
2608	1	1	1	0	0	28	2196	2	0	1	0
2608	3	2	1	0	0	28	2196	2	0	1	0
2609	1	1	1	0	0	28	2196	0	1	1	0
2611	1	1	1	0	0	28	2196	1	0	0	0
2611	3	2	1	0	0	28	2196	1	0	0	0
2612	1	1	1	0	0	14	775	0	1	1	0
2613	1	1	1	0	0	14	775	0	1	1	0
2614	1	1	1	0	0	28	2196	0	1	0	0
2614	3	2	1	0	0	28	2196	0	1	0	0
2615	3	2	1	0	0	28	2196	0	1	1	0
2618	1	1	1	0	0	28	2196	2	0	1	0
2618	3	2	1	0	0	28	2196	2	0	1	0
2619	1	1	1	0	0	28	2196	0	1	1	0
2621	1	1	1	0	0	28	2196	1	0	0	0
2621	3	2	1	0	0	28	2196	1	0	0	0
2622	1	1	1	0	0	14	775	0	1	1	0
2623	1	1	1	0	0	14	775	0	1	1	0
2624	1	1	1	0	0	28	2196	0	1	0	0
2624	3	2	1	0	0	28	2196	0	1	0	0
2625	3	2	1	0	0	28	2196	0	1	1	0
2628	1	1	1	0	0	28	2196	2	0	1	0
2628	3	2	1	0	0	28	2196	2	0	1	0
2629	1	1	1	0	0	28	2196	0	1	1	0
2631	1	1	1	0	0	28	2196	1	0	0	0
2631	3	2	1	0	0	28	2196	1	0	0	0
2632	1	1	1	0	0	14	775	0	1	1	0
2633	1	1	1	0	0	14	775	0	1	1	0
2634	1	1	1	0	0	28	2196	0	1	0	0
2634	3	2	1	0	0	28	2196	0	1	0	0
2635	3	2	1	0	0	28	2196	0	1	1	0
2638	1	1	1	0	0	28	2196	2	0	1	0
2638	3	2	1	0	0	28	2196	2	0	1	0
2639	1	1	1	0	0	28	2196	0	1	1	0
2641	1	1	1	0	0	28	2196	1	0	0	0
2641	3	2	1	0	0	28	2196	1	0	0	0
2642	1	1	1	0	0	14	775	0	1	1	0
2643	1	1	1	0	0	14	775	0	1	1	0
2644	1	1	1	0	0	28	2196	0	1	0	0
2644	3	2	1	0	0	28	2196	0	1	0	0
2645	3	2	1	0	0	28	2196	0	1	1	0
2648	1	1	1	0	0	28	2196	2	0	1	0
2648	3	2	1	0	0	28	2196	2	0	1	0
2649	1	1	1	0	0	28	2196	0	1	1	0
2651	1	1	1	0	0	28	2196	1	0	0	0
2651	3	2	1	0	0	28	2196	1	0	0	0
2652	1	1	1	0	0	14	775	0	1	1	0
2653	1	1	1	0	0	14	775	0	1	1	0
2654	1	1	1	0	0	28	2196	0	1	0	0
2654	3	2	1	0	0	28	2196	0	1	0	0
2655	3	2	1	0	0	28	2196	0	1	1	0
2658	1	1	1	0	0	28	2196	2	0	1	0
2658	3	2	1	0	0	28	2196	2	0	1	0
2659	1	1	1	0	0	28	2196	0	1	1	0
2661	1	1	1	0	0	28	2196	1	0	0	0
2661	3	2	1	0	0	28	2196	1	0	0	0
2662	1	1	1	0	0	14	775	0	1	1	0
2663	1	1	1	0	0	14	775	0	1	1	0
2664	1	1	1	0	0	28	2196	0	1	0	0
2664	3	2	1	0	0	28	2196	0	1	0	0
2665	3	2	1	0	0	28	2196	0	1	1	0
2668	1	1	1	0	0	28	2196	2	0	1	0
2668	3	2	1	0	0	28	2196	2	0	1	0
2669	1	1	1	0	0	28	2196	0	1	1	0
2671	1	1	1	0	0	28	2196	1	0	0	0
2671	3	2	1	0	0	28	2196	1	0	0	0
2672	1	1	1	0	0	14	775	0	1	1	0
2673	1	1	1	0	0	14	775	0	1	1	0
2674	1	1	1	0	0	28	2196	0	1	0	0
2674	3	2	1	0	0	28	2196	0	1	0	0
2675	3	2	1	0	0	28	2196	0	1	1	0
2678	1	1	1	0	0	28	2196	2	0	1	0
2678	3	2	1	0	0	28	2196	2	0	1	0
2679	1	1	1	0	0	28	2196	0	1	1	0
2681	1	1	1	0	0	28	2196	1	0	0	0
2681	3	2	1	0	0	28	2196	1	0	0	0
2682	1	1	1	0	0	14	775	0	1	1	0
2683	1	1	1	0	0	14	775	0	1	1	0
2684	1	1	1	0	0	28	2196	0	1	0	0
2684	3	2	1	0	0	28	2196	0	1	0	0
2685	3	2	1	0	0	28	2196	0	1	1	0
2688	1	1	1	0	0	28	2196	2	0	1	0
2688	3	2	1	0	0	28	2196	2	0	1	0
2689	1	1	1	0	0	28	2196	0	1	1	0
2691	1	1	1	0	0	28	2196	1	0	0	0
2691	3	2	1	0	0	28	2196	1	0	0	0
2692	1	1	1	0	0	14	775	0	1	1	0
2693	1	1	1	0	0	14	775	0	1	1	0
2694	1	1	1	0	0	28	2196	0	1	0	0
2694	3	2	1	0	0	28	2196	0	1	0	0
2695	3	2	1	0	0	28	2196	0	1	1	0
2698	1	1	1	0	0	28	2196	2	0	1	0
2698	3	2	1	0	0	28	2196	2	0	1	0
2699	1	1	1	0	0	28	2196	0	1	1	0
2701	1	1	1	0	0	28	2196	1	0	0	0
2701	3	2	1	0	0	28	2196	1	0	0	0
2702	1	1	1	0	0	14	775	0	1	1	0
2703	1	1	1	0	0	14	775	0	1	1	0
2704	1	1	1	0	0	28	2196	0	1	0	0
2704	3	2	1	0	0	28	2196	0	1	0	0
2705	3	2	1	0	0	28	2196	0	1	1	0
2708	1	1	1	0	0	28	2196	2	0	1	0
2708	3	2	1	0	0	28	2196	2	0	1	0
2709	1	1	1	0	0	28	2196	0	1	1	0
2711	1	1	1	0	0	28	2196	1	0	0	0
2711	3	2	1	0	0	28	2196	1	0	0	0
2712	1	1	1	0	0	14	775	0	1	1	0
2713	1	1	1	0	0	14	775	0	1	1	0
2714	1	1	1	0	0	28	2196	0	1	0	0
2714	3	2	1	0	0	28	2196	0	1	0	0
2715	3	2	1	0	0	28	2196	0	1	1	0
2718	1	1	1	0	0	28	2196	2	0	1	0
2718	3	2	1	0	0	28	2196	2	0	1	0
2719	1	1	1	0	0	28	2196	0	1	1	0
2721	1	1	1	0	0	28	2196	1	0	0	0
2721	3	2	1	0	0	28	2196	1	0	0	0
2723	1	1	1	0	0	14	775	0	1	1	0
2724	1	1	1	0	0	28	2196	0	1	0	0
2724	3	2	1	0	0	28	2196	0	1	0	0
2725	3	2	1	0	0	28	2196	0	1	1	0
2728	1	1	1	0	0	28	2196	2	0	1	0
2728	3	2	1	0	0	28	2196	2	0	1	0
2729	1	1	1	0	0	28	2196	0	1	1	0
2731	1	1	1	0	0	28	2196	1	0	0	0
2731	3	2	1	0	0	28	2196	1	0	0	0
2732	1	1	1	0	0	14	775	0	1	1	0
2733	1	1	1	0	0	14	775	0	1	1	0
2734	1	1	1	0	0	28	2196	0	1	0	0
2734	3	2	1	0	0	28	2196	0	1	0	0
2735	3	2	1	0	0	28	2196	0	1	1	0
2738	1	1	1	0	0	28	2196	2	0	1	0
2738	3	2	1	0	0	28	2196	2	0	1	0
2739	1	1	1	0	0	28	2196	0	1	1	0
2741	1	1	1	0	0	28	2196	1	0	0	0
2741	3	2	1	0	0	28	2196	1	0	0	0
2742	1	1	1	0	0	14	775	0	1	1	0
2743	1	1	1	0	0	14	775	0	1	1	0
2744	1	1	1	0	0	28	2196	0	1	0	0
2744	3	2	1	0	0	28	2196	0	1	0	0
2745	3	2	1	0	0	28	2196	0	1	1	0
2748	1	1	1	0	0	28	2196	2	0	1	0
2748	3	2	1	0	0	28	2196	2	0	1	0
2749	1	1	1	0	0	28	2196	0	1	1	0
2751	1	1	1	0	0	28	2196	1	0	0	0
2751	3	2	1	0	0	28	2196	1	0	0	0
2752	1	1	1	0	0	14	775	0	1	1	0
2753	1	1	1	0	0	14	775	0	1	1	0
2754	1	1	1	0	0	28	2196	0	1	0	0
2754	3	2	1	0	0	28	2196	0	1	0	0
2755	3	2	1	0	0	28	2196	0	1	1	0
2758	1	1	1	0	0	28	2196	2	0	1	0
2758	3	2	1	0	0	28	2196	2	0	1	0
2759	1	1	1	0	0	28	2196	0	1	1	0
2761	1	1	1	0	0	28	2196	1	0	0	0
2761	3	2	1	0	0	28	2196	1	0	0	0
2762	1	1	1	0	0	14	775	0	1	1	0
2763	1	1	1	0	0	14	775	0	1	1	0
2764	1	1	1	0	0	28	2196	0	1	0	0
2764	3	2	1	0	0	28	2196	0	1	0	0
2765	3	2	1	0	0	28	2196	0	1	1	0
2768	1	1	1	0	0	28	2196	2	0	1	0
2768	3	2	1	0	0	28	2196	2	0	1	0
2769	1	1	1	0	0	28	2196	0	1	1	0
2771	1	1	1	0	0	28	2196	1	0	0	0
2771	3	2	1	0	0	28	2196	1	0	0	0
2772	1	1	1	0	0	14	775	0	1	1	0
2773	1	1	1	0	0	14	775	0	1	1	0
2774	1	1	1	0	0	28	2196	0	1	0	0
2774	3	2	1	0	0	28	2196	0	1	0	0
2775	3	2	1	0	0	28	2196	0	1	1	0
2778	1	1	1	0	0	28	2196	2	0	1	0
2778	3	2	1	0	0	28	2196	2	0	1	0
2779	1	1	1	0	0	28	2196	0	1	1	0
2781	1	1	1	0	0	28	2196	1	0	0	0
2781	3	2	1	0	0	28	2196	1	0	0	0
2782	1	1	1	0	0	14	775	0	1	1	0
2783	1	1	1	0	0	14	775	0	1	1	0
2784	1	1	1	0	0	28	2196	0	1	0	0
2784	3	2	1	0	0	28	2196	0	1	0	0
2785	3	2	1	0	0	28	2196	0	1	1	0
2788	1	1	1	0	0	28	2196	2	0	1	0
2788	3	2	1	0	0	28	2196	2	0	1	0
2789	1	1	1	0	0	28	2196	0	1	1	0
2791	1	1	1	0	0	28	2196	1	0	0	0
2791	3	2	1	0	0	28	2196	1	0	0	0
2792	1	1	1	0	0	14	775	0	1	1	0
2793	1	1	1	0	0	14	775	0	1	1	0
2794	1	1	1	0	0	28	2196	0	1	0	0
2794	3	2	1	0	0	28	2196	0	1	0	0
2795	3	2	1	0	0	28	2196	0	1	1	0
2798	1	1	1	0	0	28	2196	2	0	1	0
2798	3	2	1	0	0	28	2196	2	0	1	0
2799	1	1	1	0	0	28	2196	0	1	1	0
2801	1	1	1	0	0	28	2196	1	0	0	0
2801	3	2	1	0	0	28	2196	1	0	0	0
2802	1	1	1	0	0	14	775	0	1	1	0
2803	1	1	1	0	0	14	775	0	1	1	0
2804	1	1	1	0	0	28	2196	0	1	0	0
2804	3	2	1	0	0	28	2196	0	1	0	0
2805	3	2	1	0	0	28	2196	0	1	1	0
2808	1	1	1	0	0	28	2196	2	0	1	0
2808	3	2	1	0	0	28	2196	2	0	1	0
2809	1	1	1	0	0	28	2196	0	1	1	0
2811	1	1	1	0	0	28	2196	1	0	0	0
2811	3	2	1	0	0	28	2196	1	0	0	0
2812	1	1	1	0	0	14	775	0	1	1	0
2813	1	1	1	0	0	14	775	0	1	1	0
2814	1	1	1	0	0	28	2196	0	1	0	0
2814	3	2	1	0	0	28	2196	0	1	0	0
2815	3	2	1	0	0	28	2196	0	1	1	0
2818	1	1	1	0	0	28	2196	2	0	1	0
2818	3	2	1	0	0	28	2196	2	0	1	0
2819	1	1	1	0	0	28	2196	0	1	1	0
2821	1	1	1	0	0	28	2196	1	0	0	0
2821	3	2	1	0	0	28	2196	1	0	0	0
2822	1	1	1	0	0	14	775	0	1	1	0
2824	1	1	1	0	0	28	2196	0	1	0	0
2824	3	2	1	0	0	28	2196	0	1	0	0
2825	3	2	1	0	0	28	2196	0	1	1	0
2828	1	1	1	0	0	28	2196	2	0	1	0
2828	3	2	1	0	0	28	2196	2	0	1	0
2829	1	1	1	0	0	28	2196	0	1	1	0
2831	1	1	1	0	0	28	2196	1	0	0	0
2831	3	2	1	0	0	28	2196	1	0	0	0
2832	1	1	1	0	0	14	775	0	1	1	0
2833	1	1	1	0	0	14	775	0	1	1	0
2834	1	1	1	0	0	28	2196	0	1	0	0
2834	3	2	1	0	0	28	2196	0	1	0	0
2835	3	2	1	0	0	28	2196	0	1	1	0
2838	1	1	1	0	0	28	2196	2	0	1	0
2838	3	2	1	0	0	28	2196	2	0	1	0
2839	1	1	1	0	0	28	2196	0	1	1	0
2841	1	1	1	0	0	28	2196	1	0	0	0
2841	3	2	1	0	0	28	2196	1	0	0	0
2842	1	1	1	0	0	14	775	0	1	1	0
2843	1	1	1	0	0	14	775	0	1	1	0
2844	1	1	1	0	0	28	2196	0	1	0	0
2844	3	2	1	0	0	28	2196	0	1	0	0
2845	3	2	1	0	0	28	2196	0	1	1	0
2848	1	1	1	0	0	28	2196	2	0	1	0
2848	3	2	1	0	0	28	2196	2	0	1	0
2849	1	1	1	0	0	28	2196	0	1	1	0
2851	1	1	1	0	0	28	2196	1	0	0	0
2851	3	2	1	0	0	28	2196	1	0	0	0
2852	1	1	1	0	0	14	775	0	1	1	0
2853	1	1	1	0	0	14	775	0	1	1	0
2854	1	1	1	0	0	28	2196	0	1	0	0
2854	3	2	1	0	0	28	2196	0	1	0	0
2855	3	2	1	0	0	28	2196	0	1	1	0
2858	1	1	1	0	0	28	2196	2	0	1	0
2858	3	2	1	0	0	28	2196	2	0	1	0
2859	1	1	1	0	0	28	2196	0	1	1	0
2861	1	1	1	0	0	28	2196	1	0	0	0
2861	3	2	1	0	0	28	2196	1	0	0	0
2862	1	1	1	0	0	14	775	0	1	1	0
2863	1	1	1	0	0	14	775	0	1	1	0
2864	1	1	1	0	0	28	2196	0	1	0	0
2864	3	2	1	0	0	28	2196	0	1	0	0
2865	3	2	1	0	0	28	2196	0	1	1	0
2868	1	1	1	0	0	28	2196	2	0	1	0
2868	3	2	1	0	0	28	2196	2	0	1	0
2869	1	1	1	0	0	28	2196	0	1	1	0
2871	1	1	1	0	0	28	2196	1	0	0	0
2871	3	2	1	0	0	28	2196	1	0	0	0
2872	1	1	1	0	0	14	775	0	1	1	0
2873	1	1	1	0	0	14	775	0	1	1	0
2874	1	1	1	0	0	28	2196	0	1	0	0
2874	3	2	1	0	0	28	2196	0	1	0	0
2875	3	2	1	0	0	28	2196	0	1	1	0
2878	1	1	1	0	0	28	2196	2	0	1	0
2878	3	2	1	0	0	28	2196	2	0	1	0
2879	1	1	1	0	0	28	2196	0	1	1	0
2881	1	1	1	0	0	28	2196	1	0	0	0
2881	3	2	1	0	0	28	2196	1	0	0	0
2882	1	1	1	0	0	14	775	0	1	1	0
2883	1	1	1	0	0	14	775	0	1	1	0
2884	1	1	1	0	0	28	2196	0	1	0	0
2884	3	2	1	0	0	28	2196	0	1	0	0
2885	3	2	1	0	0	28	2196	0	1	1	0
2888	1	1	1	0	0	28	2196	2	0	1	0
2888	3	2	1	0	0	28	2196	2	0	1	0
2889	1	1	1	0	0	28	2196	0	1	1	0
2891	1	1	1	0	0	28	2196	1	0	0	0
2891	3	2	1	0	0	28	2196	1	0	0	0
2892	1	1	1	0	0	14	775	0	1	1	0
2893	1	1	1	0	0	14	775	0	1	1	0
2894	1	1	1	0	0	28	2196	0	1	0	0
2894	3	2	1	0	0	28	2196	0	1	0	0
2895	3	2	1	0	0	28	2196	0	1	1	0
2898	1	1	1	0	0	28	2196	2	0	1	0
2898	3	2	1	0	0	28	2196	2	0	1	0
2899	1	1	1	0	0	28	2196	0	1	1	0
2901	1	1	1	0	0	28	2196	1	0	0	0
2901	3	2	1	0	0	28	2196	1	0	0	0
2902	1	1	1	0	0	14	775	0	1	1	0
2903	1	1	1	0	0	14	775	0	1	1	0
2904	1	1	1	0	0	28	2196	0	1	0	0
2904	3	2	1	0	0	28	2196	0	1	0	0
2905	3	2	1	0	0	28	2196	0	1	1	0
2908	1	1	1	0	0	28	2196	2	0	1	0
2908	3	2	1	0	0	28	2196	2	0	1	0
2909	1	1	1	0	0	28	2196	0	1	1	0
2911	1	1	1	0	0	28	2196	1	0	0	0
2911	3	2	1	0	0	28	2196	1	0	0	0
2912	1	1	1	0	0	14	775	0	1	1	0
2913	1	1	1	0	0	14	775	0	1	1	0
2914	1	1	1	0	0	28	2196	0	1	0	0
2914	3	2	1	0	0	28	2196	0	1	0	0
2915	3	2	1	0	0	28	2196	0	1	1	0
2918	1	1	1	0	0	28	2196	2	0	1	0
2918	3	2	1	0	0	28	2196	2	0	1	0
2919	1	1	1	0	0	28	2196	0	1	1	0
2921	1	1	1	0	0	28	2196	1	0	0	0
2921	3	2	1	0	0	28	2196	1	0	0	0
2922	1	1	1	0	0	14	775	0	1	1	0
2923	1	1	1	0	0	14	775	0	1	1	0
2924	1	1	1	0	0	28	2196	0	1	0	0
2924	3	2	1	0	0	28	2196	0	1	0	0
2925	3	2	1	0	0	28	2196	0	1	1	0
2928	1	1	1	0	0	28	2196	2	0	1	0
2928	3	2	1	0	0	28	2196	2	0	1	0
2929	1	1	1	0	0	28	2196	0	1	1	0
2931	1	1	1	0	0	28	2196	1	0	0	0
2931	3	2	1	0	0	28	2196	1	0	0	0
2932	1	1	1	0	0	14	775	0	1	1	0
2933	1	1	1	0	0	14	775	0	1	1	0
2934	1	1	1	0	0	28	2196	0	1	0	0
2934	3	2	1	0	0	28	2196	0	1	0	0
2935	3	2	1	0	0	28	2196	0	1	1	0
2938	1	1	1	0	0	28	2196	2	0	1	0
2938	3	2	1	0	0	28	2196	2	0	1	0
2939	1	1	1	0	0	28	2196	0	1	1	0
2941	1	1	1	0	0	28	2196	1	0	0	0
2941	3	2	1	0	0	28	2196	1	0	0	0
2942	1	1	1	0	0	14	775	0	1	1	0
2943	1	1	1	0	0	14	775	0	1	1	0
2944	1	1	1	0	0	28	2196	0	1	0	0
2944	3	2	1	0	0	28	2196	0	1	0	0
2945	3	2	1	0	0	28	2196	0	1	1	0
2948	1	1	1	0	0	28	2196	2	0	1	0
2948	3	2	1	0	0	28	2196	2	0	1	0
2949	1	1	1	0	0	28	2196	0	1	1	0
2951	1	1	1	0	0	28	2196	1	0	0	0
2951	3	2	1	0	0	28	2196	1	0	0	0
2952	1	1	1	0	0	14	775	0	1	1	0
2953	1	1	1	0	0	14	775	0	1	1	0
2954	1	1	1	0	0	28	2196	0	1	0	0
2954	3	2	1	0	0	28	2196	0	1	0	0
2955	3	2	1	0	0	28	2196	0	1	1	0
2958	1	1	1	0	0	28	2196	2	0	1	0
2958	3	2	1	0	0	28	2196	2	0	1	0
2959	1	1	1	0	0	28	2196	0	1	1	0
2961	1	1	1	0	0	28	2196	1	0	0	0
2961	3	2	1	0	0	28	2196	1	0	0	0
2962	1	1	1	0	0	14	775	0	1	1	0
2963	1	1	1	0	0	14	775	0	1	1	0
2964	1	1	1	0	0	28	2196	0	1	0	0
2964	3	2	1	0	0	28	2196	0	1	0	0
2965	3	2	1	0	0	28	2196	0	1	1	0
2968	1	1	1	0	0	28	2196	2	0	1	0
2968	3	2	1	0	0	28	2196	2	0	1	0
2969	1	1	1	0	0	28	2196	0	1	1	0
2971	1	1	1	0	0	28	2196	1	0	0	0
2971	3	2	1	0	0	28	2196	1	0	0	0
2972	1	1	1	0	0	14	775	0	1	1	0
2973	1	1	1	0	0	14	775	0	1	1	0
2974	1	1	1	0	0	28	2196	0	1	0	0
2974	3	2	1	0	0	28	2196	0	1	0	0
2975	3	2	1	0	0	28	2196	0	1	1	0
2978	1	1	1	0	0	28	2196	2	0	1	0
2978	3	2	1	0	0	28	2196	2	0	1	0
2979	1	1	1	0	0	28	2196	0	1	1	0
2981	1	1	1	0	0	28	2196	1	0	0	0
2981	3	2	1	0	0	28	2196	1	0	0	0
2982	1	1	1	0	0	14	775	0	1	1	0
2983	1	1	1	0	0	14	775	0	1	1	0
2984	1	1	1	0	0	28	2196	0	1	0	0
2984	3	2	1	0	0	28	2196	0	1	0	0
2985	3	2	1	0	0	28	2196	0	1	1	0
2988	1	1	1	0	0	28	2196	2	0	1	0
2988	3	2	1	0	0	28	2196	2	0	1	0
2989	1	1	1	0	0	28	2196	0	1	1	0
2991	1	1	1	0	0	28	2196	1	0	0	0
2991	3	2	1	0	0	28	2196	1	0	0	0
2992	1	1	1	0	0	14	775	0	1	1	0
2993	1	1	1	0	0	14	775	0	1	1	0
2994	1	1	1	0	0	28	2196	0	1	0	0
2994	3	2	1	0	0	28	2196	0	1	0	0
2995	3	2	1	0	0	28	2196	0	1	1	0
2998	1	1	1	0	0	28	2196	2	0	1	0
2998	3	2	1	0	0	28	2196	2	0	1	0
2999	1	1	1	0	0	28	2196	0	1	1	0
3001	1	1	1	0	0	28	2196	1	0	0	0
3001	3	2	1	0	0	28	2196	1	0	0	0
3002	1	1	1	0	0	14	775	0	1	1	0
3003	1	1	1	0	0	14	775	0	1	1	0
3004	1	1	1	0	0	28	2196	0	1	0	0
3004	3	2	1	0	0	28	2196	0	1	0	0
3005	3	2	1	0	0	28	2196	0	1	1	0
3008	1	1	1	0	0	28	2196	2	0	1	0
3008	3	2	1	0	0	28	2196	2	0	1	0
3009	1	1	1	0	0	28	2196	0	1	1	0
3011	1	1	1	0	0	28	2196	1	0	0	0
3011	3	2	1	0	0	28	2196	1	0	0	0
3012	1	1	1	0	0	14	775	0	1	1	0
3013	1	1	1	0	0	14	775	0	1	1	0
3014	1	1	1	0	0	28	2196	0	1	0	0
3014	3	2	1	0	0	28	2196	0	1	0	0
3015	3	2	1	0	0	28	2196	0	1	1	0
3018	1	1	1	0	0	28	2196	2	0	1	0
3018	3	2	1	0	0	28	2196	2	0	1	0
3019	1	1	1	0	0	28	2196	0	1	1	0
3021	1	1	1	0	0	28	2196	1	0	0	0
3021	3	2	1	0	0	28	2196	1	0	0	0
3022	1	1	1	0	0	14	775	0	1	1	0
3023	1	1	1	0	0	14	775	0	1	1	0
3024	1	1	1	0	0	28	2196	0	1	0	0
3024	3	2	1	0	0	28	2196	0	1	0	0
3025	3	2	1	0	0	28	2196	0	1	1	0
3028	1	1	1	0	0	28	2196	2	0	1	0
3028	3	2	1	0	0	28	2196	2	0	1	0
3029	1	1	1	0	0	28	2196	0	1	1	0
3031	1	1	1	0	0	28	2196	1	0	0	0
3031	3	2	1	0	0	28	2196	1	0	0	0
3032	1	1	1	0	0	14	775	0	1	1	0
3033	1	1	1	0	0	14	775	0	1	1	0
3034	1	1	1	0	0	28	2196	0	1	0	0
3034	3	2	1	0	0	28	2196	0	1	0	0
3035	3	2	1	0	0	28	2196	0	1	1	0
3038	1	1	1	0	0	28	2196	2	0	1	0
3038	3	2	1	0	0	28	2196	2	0	1	0
3039	1	1	1	0	0	28	2196	0	1	1	0
3041	1	1	1	0	0	28	2196	1	0	0	0
3041	3	2	1	0	0	28	2196	1	0	0	0
3042	1	1	1	0	0	14	775	0	1	1	0
3043	1	1	1	0	0	14	775	0	1	1	0
3044	1	1	1	0	0	28	2196	0	1	0	0
3044	3	2	1	0	0	28	2196	0	1	0	0
3045	3	2	1	0	0	28	2196	0	1	1	0
3048	1	1	1	0	0	28	2196	2	0	1	0
3048	3	2	1	0	0	28	2196	2	0	1	0
3049	1	1	1	0	0	28	2196	0	1	1	0
3051	1	1	1	0	0	28	2196	1	0	0	0
3051	3	2	1	0	0	28	2196	1	0	0	0
3052	1	1	1	0	0	14	775	0	1	1	0
3053	1	1	1	0	0	14	775	0	1	1	0
3054	1	1	1	0	0	28	2196	0	1	0	0
3054	3	2	1	0	0	28	2196	0	1	0	0
3055	3	2	1	0	0	28	2196	0	1	1	0
3058	1	1	1	0	0	28	2196	2	0	1	0
3058	3	2	1	0	0	28	2196	2	0	1	0
3059	1	1	1	0	0	28	2196	0	1	1	0
3061	1	1	1	0	0	28	2196	1	0	0	0
3061	3	2	1	0	0	28	2196	1	0	0	0
3062	1	1	1	0	0	14	775	0	1	1	0
3063	1	1	1	0	0	14	775	0	1	1	0
