0	200	10	3	0	0	1.75	1
0	0	10	3	0	0	1.75	1
0	100	100	3	0	0	1.75	0
3.0001	200	10	3	27.601	0	1.75	1
3.0001	100	100	3	27.601	0	1.75	0
3.0001	0	10	3	27.601	0	1.75	1
6.0001	200	10	3	57.601	0	1.75	1
6.0001	100	100	3	57.601	0	1.75	0
6.0001	0	10	3	57.601	0	1.75	1
9.0001	200	10	3	87.601	0	1.75	1
9.0001	100	100	3	87.601	0	1.75	0
9.0001	0	10	3	87.601	0	1.75	1
12.0002	100	100	3	97.6	20.002	1.75	1
12.0002	0	10	3	97.6	20.002	1.75	1
12.0002	200	10	3	97.6	20.002	1.75	1
15.0002	0	10	3	97.6	50.002	1.75	0
15.0002	200	10	3	97.6	50.002	1.75	0
15.0002	100	100	3	97.6	50.002	1.75	1
18.0002	0	10	3	97.6	80.002	1.75	0
18.0002	200	10	3	97.6	80.002	1.75	0
18.0002	100	100	3	97.6	80.002	1.75	1
21.0002	0	10	3	97.6	69.998	1.75	0
21.0002	200	10	3	97.6	69.998	1.75	0
21.0002	100	100	3	97.6	69.998	1.75	1
24.0003	0	10	3	97.6	39.997	1.75	0
24.0003	200	10	3	97.6	39.997	1.75	0
24.0003	100	100	3	97.6	39.997	1.75	1
27.0003	200	10	3	97.6	9.997	1.75	1
27.0003	100	100	3	97.6	9.997	1.75	1
27.0003	0	10	3	97.6	9.997	1.75	1
30.0003	200	10	3	117.603	-1.20834e-14	1.75	1
30.0003	100	100	3	117.603	-1.20834e-14	1.75	0
30.0003	0	10	3	117.603	-1.20834e-14	1.75	1
33.0003	100	100	3	147.603	-1.20834e-14	1.75	0
33.0003	0	10	3	147.603	-1.20834e-14	1.75	1
33.0003	200	10	3	147.603	-1.20834e-14	1.75	1
36.0004	100	100	3	177.604	-1.20834e-14	1.75	0
36.0004	0	10	3	177.604	-1.20834e-14	1.75	1
36.0004	200	10	3	177.604	-1.20834e-14	1.75	1
