% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.405	1	1	41	6	1	28	2196	0	0	0
0.407	1	1	41	8	1	28	2196	0	0	0
0.415	1	1	42	6	1	28	2196	0	0	0
0.417	1	1	42	8	1	28	2196	0	0	0
0.425	1	1	43	6	1	28	2196	0	0	0
0.427	1	1	43	8	1	28	2196	0	0	0
0.435	1	1	44	6	1	28	2196	0	0	0
0.437	1	1	44	8	1	28	2196	0	0	0
0.445	1	1	45	6	1	28	2196	0	0	0
0.447	1	1	45	8	1	28	2196	0	0	0
0.455	1	1	46	6	1	28	2196	0	0	0
0.457	1	1	46	8	1	28	2196	0	0	0
0.465	1	1	47	6	1	28	2196	0	0	0
0.467	1	1	47	8	1	28	2196	0	0	0
0.475	1	1	48	6	1	28	2196	0	0	0
0.477	1	1	48	8	1	28	2196	0	0	0
0.485	1	1	49	6	1	28	2196	0	0	0
0.487	1	1	49	8	1	28	2196	0	0	0
0.495	1	1	50	6	1	28	2196	0	0	0
0.497	1	1	50	8	1	28	2196	0	0	0
0.505	1	1	51	6	1	28	2196	0	0	0
0.507	1	1	51	8	1	28	2196	0	0	0
0.515	1	1	52	6	1	28	2196	0	0	0
0.517	1	1	52	8	1	28	2196	0	0	0
0.525	1	1	53	6	1	28	2196	0	0	0
0.527	1	1	53	8	1	28	2196	0	0	0
0.535	1	1	54	6	1	28	2196	0	0	0
0.537	1	1	54	8	1	28	2196	0	0	0
0.545	1	1	55	6	1	28	2196	0	0	0
0.547	1	1	55	8	1	28	2196	0	0	0
0.555	1	1	56	6	1	28	2196	0	0	0
0.557	1	1	56	8	1	28	2196	0	0	0
0.565	1	1	57	6	1	28	2196	0	0	0
0.567	1	1	57	8	1	28	2196	0	0	0
0.575	1	1	58	6	1	28	2196	0	0	0
0.577	1	1	58	8	1	28	2196	0	0	0
0.585	1	1	59	6	1	28	2196	0	0	0
0.587	1	1	59	8	1	28	2196	0	0	0
0.595	1	1	60	6	1	28	2196	0	0	0
0.597	1	1	60	8	1	28	2196	0	0	0
0.605	1	1	61	6	1	28	2196	0	0	0
0.607	1	1	61	8	1	28	2196	0	0	0
0.615	1	1	62	6	1	28	2196	0	0	0
0.617	1	1	62	8	1	28	2196	0	0	0
0.625	1	1	63	6	1	28	2196	0	0	0
0.627	1	1	63	8	1	28	2196	0	0	0
0.635	1	1	64	6	1	28	2196	0	0	0
0.637	1	1	64	8	1	28	2196	0	0	0
0.645	1	1	65	6	1	28	2196	0	0	0
0.647	1	1	65	8	1	28	2196	0	0	0
0.655	1	1	66	6	1	28	2196	0	0	0
0.657	1	1	66	8	1	28	2196	0	0	0
0.665	1	1	67	6	1	28	2196	0	0	0
0.667	1	1	67	8	1	28	2196	0	0	0
0.675	1	1	68	6	1	28	2196	0	0	0
0.677	1	1	68	8	1	28	2196	0	0	0
0.685	1	1	69	6	1	28	2196	0	0	0
0.687	1	1	69	8	1	28	2196	0	0	0
0.695	1	1	70	6	1	28	2196	0	0	0
0.697	1	1	70	8	1	28	2196	0	0	0
0.705	1	1	71	6	1	28	2196	0	0	0
0.707	1	1	71	8	1	28	2196	0	0	0
0.715	1	1	72	6	1	28	2196	0	0	0
0.717	1	1	72	8	1	28	2196	0	0	0
0.725	1	1	73	6	1	28	2196	0	0	0
0.727	1	1	73	8	1	28	2196	0	0	0
0.735	1	1	74	6	1	28	2196	0	0	0
0.737	1	1	74	8	1	28	2196	0	0	0
0.745	1	1	75	6	1	28	2196	0	0	0
0.747	1	1	75	8	1	28	2196	0	0	0
0.755	1	1	76	6	1	28	2196	0	0	0
0.757	1	1	76	8	1	28	2196	0	0	0
0.765	1	1	77	6	1	28	2196	0	0	0
0.767	1	1	77	8	1	28	2196	0	0	0
0.775	1	1	78	6	1	28	2196	0	0	0
0.777	1	1	78	8	1	28	2196	0	0	0
0.785	1	1	79	6	1	28	2196	0	0	0
0.787	1	1	79	8	1	28	2196	0	0	0
0.795	1	1	80	6	1	28	2196	0	0	0
0.797	1	1	80	8	1	28	2196	0	0	0
0.805	1	1	81	6	1	28	2196	0	0	0
0.807	1	1	81	8	1	28	2196	0	0	0
0.815	1	1	82	6	1	28	2196	0	0	0
0.817	1	1	82	8	1	28	2196	0	0	0
0.825	1	1	83	6	1	28	2196	0	0	0
0.827	1	1	83	8	1	28	2196	0	0	0
0.835	1	1	84	6	1	28	2196	0	0	0
0.837	1	1	84	8	1	28	2196	0	0	0
0.845	1	1	85	6	1	28	2196	0	0	0
0.847	1	1	85	8	1	28	2196	0	0	0
0.855	1	1	86	6	1	28	2196	0	0	0
0.857	1	1	86	8	1	28	2196	0	0	0
0.865	1	1	87	6	1	28	2196	0	0	0
0.867	1	1	87	8	1	28	2196	0	0	0
0.875	1	1	88	6	1	28	2196	0	0	0
0.877	1	1	88	8	1	28	2196	0	0	0
0.885	1	1	89	6	1	28	2196	0	0	0
0.887	1	1	89	8	1	28	2196	0	0	0
0.895	1	1	90	6	1	28	2196	0	0	0
0.897	1	1	90	8	1	28	2196	0	0	0
0.905	1	1	91	6	1	28	2196	0	0	0
0.907	1	1	91	8	1	28	2196	0	0	0
0.915	1	1	92	6	1	28	2196	0	0	0
0.917	1	1	92	8	1	28	2196	0	0	0
0.925	1	1	93	6	1	28	2196	0	0	0
0.927	1	1	93	8	1	28	2196	0	0	0
0.935	1	1	94	6	1	28	2196	0	0	0
0.937	1	1	94	8	1	28	2196	0	0	0
0.945	1	1	95	6	1	28	2196	0	0	0
0.947	1	1	95	8	1	28	2196	0	0	0
0.955	1	1	96	6	1	28	2196	0	0	0
0.957	1	1	96	8	1	28	2196	0	0	0
0.965	1	1	97	6	1	28	2196	0	0	0
0.967	1	1	97	8	1	28	2196	0	0	0
0.975	1	1	98	6	1	28	2196	0	0	0
0.977	1	1	98	8	1	28	2196	0	0	0
0.985	1	1	99	6	1	28	2196	0	0	0
0.987	1	1	99	8	1	28	2196	0	0	0
0.995	1	1	100	6	1	28	2196	0	0	0
0.997	1	1	100	8	1	28	2196	0	0	0
1.005	1	1	101	6	1	28	2196	0	0	0
1.007	1	1	101	8	1	28	2196	0	0	0
1.015	1	1	102	6	1	28	2196	0	0	0
1.017	1	1	102	8	1	28	2196	0	0	0
1.025	1	1	103	6	1	28	2196	0	0	0
1.027	1	1	103	8	1	28	2196	0	0	0
1.035	1	1	104	6	1	28	2196	0	0	0
1.037	1	1	104	8	1	28	2196	0	0	0
1.045	1	1	105	6	1	28	2196	0	0	0
1.047	1	1	105	8	1	28	2196	0	0	0
1.055	1	1	106	6	1	28	2196	0	0	0
1.057	1	1	106	8	1	28	2196	0	0	0
1.065	1	1	107	6	1	28	2196	0	0	0
1.067	1	1	107	8	1	28	2196	0	0	0
1.075	1	1	108	6	1	28	2196	0	0	0
1.077	1	1	108	8	1	28	2196	0	0	0
1.085	1	1	109	6	1	28	2196	0	0	0
1.087	1	1	109	8	1	28	2196	0	0	0
1.095	1	1	110	6	1	28	2196	0	0	0
1.097	1	1	110	8	1	28	2196	0	0	0
1.105	1	1	111	6	1	28	2196	0	0	0
1.107	1	1	111	8	1	28	2196	0	0	0
1.115	1	1	112	6	1	28	2196	0	0	0
1.117	1	1	112	8	1	28	2196	0	0	0
1.125	1	1	113	6	1	28	2196	0	0	0
1.127	1	1	113	8	1	28	2196	0	0	0
1.135	1	1	114	6	1	28	2196	0	0	0
1.137	1	1	114	8	1	28	2196	0	0	0
1.145	1	1	115	6	1	28	2196	0	0	0
1.147	1	1	115	8	1	28	2196	0	0	0
1.155	1	1	116	6	1	28	2196	0	0	0
1.157	1	1	116	8	1	28	2196	0	0	0
1.165	1	1	117	6	1	28	2196	0	0	0
1.167	1	1	117	8	1	28	2196	0	0	0
1.175	1	1	118	6	1	28	2196	0	0	0
1.177	1	1	118	8	1	28	2196	0	0	0
1.185	1	1	119	6	1	28	2196	0	0	0
1.187	1	1	119	8	1	28	2196	0	0	0
1.195	1	1	120	6	1	28	2196	0	0	0
1.197	1	1	120	8	1	28	2196	0	0	0
1.205	1	1	121	6	1	28	2196	0	0	0
1.207	1	1	121	8	1	28	2196	0	0	0
1.215	1	1	122	6	1	28	2196	0	0	0
1.217	1	1	122	8	1	28	2196	0	0	0
1.225	1	1	123	6	1	28	2196	0	0	0
1.227	1	1	123	8	1	28	2196	0	0	0
1.235	1	1	124	6	1	28	2196	0	0	0
1.237	1	1	124	8	1	28	2196	0	0	0
1.245	1	1	125	6	1	28	2196	0	0	0
1.247	1	1	125	8	1	28	2196	0	0	0
1.255	1	1	126	6	1	28	2196	0	0	0
1.257	1	1	126	8	1	28	2196	0	0	0
1.265	1	1	127	6	1	28	2196	0	0	0
1.267	1	1	127	8	1	28	2196	0	0	0
1.275	1	1	128	6	1	28	2196	0	0	0
1.277	1	1	128	8	1	28	2196	0	0	0
1.285	1	1	129	6	1	28	2196	0	0	0
1.287	1	1	129	8	1	28	2196	0	0	0
1.295	1	1	130	6	1	28	2196	0	0	0
1.297	1	1	130	8	1	28	2196	0	0	0
1.305	1	1	131	6	1	28	2196	0	0	0
1.307	1	1	131	8	1	28	2196	0	0	0
1.315	1	1	132	6	1	28	2196	0	0	0
1.317	1	1	132	8	1	28	2196	0	0	0
1.325	1	1	133	6	1	28	2196	0	0	0
1.327	1	1	133	8	1	28	2196	0	0	0
1.335	1	1	134	6	1	28	2196	0	0	0
1.337	1	1	134	8	1	28	2196	0	0	0
1.345	1	1	135	6	1	28	2196	0	0	0
1.347	1	1	135	8	1	28	2196	0	0	0
1.355	1	1	136	6	1	28	2196	0	0	0
1.357	1	1	136	8	1	28	2196	0	0	0
1.365	1	1	137	6	1	28	2196	0	0	0
1.367	1	1	137	8	1	28	2196	0	0	0
1.375	1	1	138	6	1	28	2196	0	0	0
1.377	1	1	138	8	1	28	2196	0	0	0
1.385	1	1	139	6	1	28	2196	0	0	0
1.387	1	1	139	8	1	28	2196	0	0	0
1.395	1	1	140	6	1	28	2196	0	0	0
1.397	1	1	140	8	1	28	2196	0	0	0
1.405	1	1	141	6	1	28	2196	0	0	0
1.407	1	1	141	8	1	28	2196	0	0	0
1.415	1	1	142	6	1	28	2196	0	0	0
1.417	1	1	142	8	1	28	2196	0	0	0
1.425	1	1	143	6	1	28	2196	0	0	0
1.427	1	1	143	8	1	28	2196	0	0	0
1.435	1	1	144	6	1	28	2196	0	0	0
1.437	1	1	144	8	1	28	2196	0	0	0
1.445	1	1	145	6	1	28	2196	0	0	0
1.447	1	1	145	8	1	28	2196	0	0	0
1.455	1	1	146	6	1	28	2196	0	0	0
1.457	1	1	146	8	1	28	2196	0	0	0
1.465	1	1	147	6	1	28	2196	0	0	0
1.467	1	1	147	8	1	28	2196	0	0	0
1.475	1	1	148	6	1	28	2196	0	0	0
1.477	1	1	148	8	1	28	2196	0	0	0
1.485	1	1	149	6	1	28	2196	0	0	0
1.487	1	1	149	8	1	28	2196	0	0	0
1.495	1	1	150	6	1	28	2196	0	0	0
1.497	1	1	150	8	1	28	2196	0	0	0
1.505	1	1	151	6	1	28	2196	0	0	0
1.507	1	1	151	8	1	28	2196	0	0	0
1.515	1	1	152	6	1	28	2196	0	0	0
1.517	1	1	152	8	1	28	2196	0	0	0
1.525	1	1	153	6	1	28	2196	0	0	0
1.527	1	1	153	8	1	28	2196	0	0	0
1.535	1	1	154	6	1	28	2196	0	0	0
1.537	1	1	154	8	1	28	2196	0	0	0
1.545	1	1	155	6	1	28	2196	0	0	0
1.547	1	1	155	8	1	28	2196	0	0	0
1.555	1	1	156	6	1	28	2196	0	0	0
1.557	1	1	156	8	1	28	2196	0	0	0
1.565	1	1	157	6	1	28	2196	0	0	0
1.567	1	1	157	8	1	28	2196	0	0	0
1.575	1	1	158	6	1	28	2196	0	0	0
1.577	1	1	158	8	1	28	2196	0	0	0
1.585	1	1	159	6	1	28	2196	0	0	0
1.587	1	1	159	8	1	28	2196	0	0	0
1.595	1	1	160	6	1	28	2196	0	0	0
1.597	1	1	160	8	1	28	2196	0	0	0
1.605	1	1	161	6	1	28	2196	0	0	0
1.607	1	1	161	8	1	28	2196	0	0	0
1.615	1	1	162	6	1	28	2196	0	0	0
1.617	1	1	162	8	1	28	2196	0	0	0
1.625	1	1	163	6	1	28	2196	0	0	0
1.627	1	1	163	8	1	28	2196	0	0	0
1.635	1	1	164	6	1	28	2196	0	0	0
1.637	1	1	164	8	1	28	2196	0	0	0
1.645	1	1	165	6	1	28	2196	0	0	0
1.647	1	1	165	8	1	28	2196	0	0	0
1.655	1	1	166	6	1	28	2196	0	0	0
1.657	1	1	166	8	1	28	2196	0	0	0
1.665	1	1	167	6	1	28	2196	0	0	0
1.667	1	1	167	8	1	28	2196	0	0	0
1.675	1	1	168	6	1	28	2196	0	0	0
1.677	1	1	168	8	1	28	2196	0	0	0
1.685	1	1	169	6	1	28	2196	0	0	0
1.687	1	1	169	8	1	28	2196	0	0	0
1.695	1	1	170	6	1	28	2196	0	0	0
1.697	1	1	170	8	1	28	2196	0	0	0
1.705	1	1	171	6	1	28	2196	0	0	0
1.707	1	1	171	8	1	28	2196	0	0	0
1.715	1	1	172	6	1	28	2196	0	0	0
1.717	1	1	172	8	1	28	2196	0	0	0
1.725	1	1	173	6	1	28	2196	0	0	0
1.727	1	1	173	8	1	28	2196	0	0	0
1.735	1	1	174	6	1	28	2196	0	0	0
1.737	1	1	174	8	1	28	2196	0	0	0
1.745	1	1	175	6	1	28	2196	0	0	0
1.747	1	1	175	8	1	28	2196	0	0	0
1.755	1	1	176	6	1	28	2196	0	0	0
1.757	1	1	176	8	1	28	2196	0	0	0
1.765	1	1	177	6	1	28	2196	0	0	0
1.767	1	1	177	8	1	28	2196	0	0	0
1.775	1	1	178	6	1	28	2196	0	0	0
1.777	1	1	178	8	1	28	2196	0	0	0
1.785	1	1	179	6	1	28	2196	0	0	0
1.787	1	1	179	8	1	28	2196	0	0	0
1.795	1	1	180	6	1	28	2196	0	0	0
1.797	1	1	180	8	1	28	2196	0	0	0
1.805	1	1	181	6	1	28	2196	0	0	0
1.807	1	1	181	8	1	28	2196	0	0	0
1.815	1	1	182	6	1	28	2196	0	0	0
1.817	1	1	182	8	1	28	2196	0	0	0
1.825	1	1	183	6	1	28	2196	0	0	0
1.827	1	1	183	8	1	28	2196	0	0	0
1.835	1	1	184	6	1	28	2196	0	0	0
1.837	1	1	184	8	1	28	2196	0	0	0
1.845	1	1	185	6	1	28	2196	0	0	0
1.847	1	1	185	8	1	28	2196	0	0	0
1.855	1	1	186	6	1	28	2196	0	0	0
1.857	1	1	186	8	1	28	2196	0	0	0
1.865	1	1	187	6	1	28	2196	0	0	0
1.867	1	1	187	8	1	28	2196	0	0	0
1.875	1	1	188	6	1	28	2196	0	0	0
1.877	1	1	188	8	1	28	2196	0	0	0
1.885	1	1	189	6	1	28	2196	0	0	0
1.887	1	1	189	8	1	28	2196	0	0	0
1.895	1	1	190	6	1	28	2196	0	0	0
1.897	1	1	190	8	1	28	2196	0	0	0
1.905	1	1	191	6	1	28	2196	0	0	0
1.907	1	1	191	8	1	28	2196	0	0	0
1.915	1	1	192	6	1	28	2196	0	0	0
1.917	1	1	192	8	1	28	2196	0	0	0
1.925	1	1	193	6	1	28	2196	0	0	0
1.927	1	1	193	8	1	28	2196	0	0	0
1.935	1	1	194	6	1	28	2196	0	0	0
1.937	1	1	194	8	1	28	2196	0	0	0
1.945	1	1	195	6	1	28	2196	0	0	0
1.947	1	1	195	8	1	28	2196	0	0	0
1.955	1	1	196	6	1	28	2196	0	0	0
1.957	1	1	196	8	1	28	2196	0	0	0
1.965	1	1	197	6	1	28	2196	0	0	0
1.967	1	1	197	8	1	28	2196	0	0	0
1.975	1	1	198	6	1	28	2196	0	0	0
1.977	1	1	198	8	1	28	2196	0	0	0
1.985	1	1	199	6	1	28	2196	0	0	0
1.987	1	1	199	8	1	28	2196	0	0	0
1.995	1	1	200	6	1	28	2196	0	0	0
1.997	1	1	200	8	1	28	2196	0	0	0
2.005	1	1	201	6	1	28	2196	0	0	0
2.007	1	1	201	8	1	28	2196	0	0	0
2.015	1	1	202	6	1	28	2196	0	0	0
2.017	1	1	202	8	1	28	2196	0	0	0
2.025	1	1	203	6	1	28	2196	0	0	0
2.027	1	1	203	8	1	28	2196	0	0	0
2.035	1	1	204	6	1	28	2196	0	0	0
2.037	1	1	204	8	1	28	2196	0	0	0
2.045	1	1	205	6	1	28	2196	0	0	0
2.047	1	1	205	8	1	28	2196	0	0	0
2.055	1	1	206	6	1	28	2196	0	0	0
2.057	1	1	206	8	1	28	2196	0	0	0
2.065	1	1	207	6	1	28	2196	0	0	0
2.067	1	1	207	8	1	28	2196	0	0	0
2.075	1	1	208	6	1	28	2196	0	0	0
2.077	1	1	208	8	1	28	2196	0	0	0
2.085	1	1	209	6	1	28	2196	0	0	0
2.087	1	1	209	8	1	28	2196	0	0	0
2.095	1	1	210	6	1	28	2196	0	0	0
2.097	1	1	210	8	1	28	2196	0	0	0
2.105	1	1	211	6	1	28	2196	0	0	0
2.107	1	1	211	8	1	28	2196	0	0	0
2.115	1	1	212	6	1	28	2196	0	0	0
2.117	1	1	212	8	1	28	2196	0	0	0
2.125	1	1	213	6	1	28	2196	0	0	0
2.127	1	1	213	8	1	28	2196	0	0	0
2.135	1	1	214	6	1	28	2196	0	0	0
2.137	1	1	214	8	1	28	2196	0	0	0
2.145	1	1	215	6	1	28	2196	0	0	0
2.147	1	1	215	8	1	28	2196	0	0	0
2.155	1	1	216	6	1	28	2196	0	0	0
2.157	1	1	216	8	1	28	2196	0	0	0
2.165	1	1	217	6	1	28	2196	0	0	0
2.167	1	1	217	8	1	28	2196	0	0	0
2.175	1	1	218	6	1	28	2196	0	0	0
2.177	1	1	218	8	1	28	2196	0	0	0
2.185	1	1	219	6	1	28	2196	0	0	0
2.187	1	1	219	8	1	28	2196	0	0	0
2.195	1	1	220	6	1	28	2196	0	0	0
2.197	1	1	220	8	1	28	2196	0	0	0
2.205	1	1	221	6	1	28	2196	0	0	0
2.207	1	1	221	8	1	28	2196	0	0	0
2.215	1	1	222	6	1	28	2196	0	0	0
2.217	1	1	222	8	1	28	2196	0	0	0
2.225	1	1	223	6	1	28	2196	0	0	0
2.227	1	1	223	8	1	28	2196	0	0	0
2.235	1	1	224	6	1	28	2196	0	0	0
2.237	1	1	224	8	1	28	2196	0	0	0
2.245	1	1	225	6	1	28	2196	0	0	0
2.247	1	1	225	8	1	28	2196	0	0	0
2.255	1	1	226	6	1	28	2196	0	0	0
2.257	1	1	226	8	1	28	2196	0	0	0
2.265	1	1	227	6	1	28	2196	0	0	0
2.267	1	1	227	8	1	28	2196	0	0	0
2.275	1	1	228	6	1	28	2196	0	0	0
2.277	1	1	228	8	1	28	2196	0	0	0
2.285	1	1	229	6	1	28	2196	0	0	0
2.287	1	1	229	8	1	28	2196	0	0	0
2.295	1	1	230	6	1	28	2196	0	0	0
2.297	1	1	230	8	1	28	2196	0	0	0
2.305	1	1	231	6	1	28	2196	0	0	0
2.307	1	1	231	8	1	28	2196	0	0	0
2.315	1	1	232	6	1	28	2196	0	0	0
2.317	1	1	232	8	1	28	2196	0	0	0
2.325	1	1	233	6	1	28	2196	0	0	0
2.327	1	1	233	8	1	28	2196	0	0	0
2.335	1	1	234	6	1	28	2196	0	0	0
2.337	1	1	234	8	1	28	2196	0	0	0
2.345	1	1	235	6	1	28	2196	0	0	0
2.347	1	1	235	8	1	28	2196	0	0	0
2.355	1	1	236	6	1	28	2196	0	0	0
2.357	1	1	236	8	1	28	2196	0	0	0
2.365	1	1	237	6	1	28	2196	0	0	0
2.367	1	1	237	8	1	28	2196	0	0	0
2.375	1	1	238	6	1	28	2196	0	0	0
2.377	1	1	238	8	1	28	2196	0	0	0
2.385	1	1	239	6	1	28	2196	0	0	0
2.387	1	1	239	8	1	28	2196	0	0	0
2.395	1	1	240	6	1	28	2196	0	0	0
2.397	1	1	240	8	1	28	2196	0	0	0
2.405	1	1	241	6	1	28	2196	0	0	0
2.407	1	1	241	8	1	28	2196	0	0	0
2.415	1	1	242	6	1	28	2196	0	0	0
2.417	1	1	242	8	1	28	2196	0	0	0
2.425	1	1	243	6	1	28	2196	0	0	0
2.427	1	1	243	8	1	28	2196	0	0	0
2.435	1	1	244	6	1	28	2196	0	0	0
2.437	1	1	244	8	1	28	2196	0	0	0
2.445	1	1	245	6	1	28	2196	0	0	0
2.447	1	1	245	8	1	28	2196	0	0	0
2.455	1	1	246	6	1	28	2196	0	0	0
2.457	1	1	246	8	1	28	2196	0	0	0
2.465	1	1	247	6	1	28	2196	0	0	0
2.467	1	1	247	8	1	28	2196	0	0	0
2.475	1	1	248	6	1	28	2196	0	0	0
2.477	1	1	248	8	1	28	2196	0	0	0
2.485	1	1	249	6	1	28	2196	0	0	0
2.487	1	1	249	8	1	28	2196	0	0	0
2.495	1	1	250	6	1	28	2196	0	0	0
2.497	1	1	250	8	1	28	2196	0	0	0
2.505	1	1	251	6	1	28	2196	0	0	0
2.507	1	1	251	8	1	28	2196	0	0	0
2.515	1	1	252	6	1	28	2196	0	0	0
2.517	1	1	252	8	1	28	2196	0	0	0
2.525	1	1	253	6	1	28	2196	0	0	0
2.527	1	1	253	8	1	28	2196	0	0	0
2.535	1	1	254	6	1	28	2196	0	0	0
2.537	1	1	254	8	1	28	2196	0	0	0
2.545	1	1	255	6	1	28	2196	0	0	0
2.547	1	1	255	8	1	28	2196	0	0	0
2.555	1	1	256	6	1	28	2196	0	0	0
2.557	1	1	256	8	1	28	2196	0	0	0
2.565	1	1	257	6	1	28	2196	0	0	0
2.567	1	1	257	8	1	28	2196	0	0	0
2.575	1	1	258	6	1	28	2196	0	0	0
2.577	1	1	258	8	1	28	2196	0	0	0
2.585	1	1	259	6	1	28	2196	0	0	0
2.587	1	1	259	8	1	28	2196	0	0	0
2.595	1	1	260	6	1	28	2196	0	0	0
2.597	1	1	260	8	1	28	2196	0	0	0
2.605	1	1	261	6	1	28	2196	0	0	0
2.607	1	1	261	8	1	28	2196	0	0	0
2.615	1	1	262	6	1	28	2196	0	0	0
2.617	1	1	262	8	1	28	2196	0	0	0
2.625	1	1	263	6	1	28	2196	0	0	0
2.627	1	1	263	8	1	28	2196	0	0	0
2.635	1	1	264	6	1	28	2196	0	0	0
2.637	1	1	264	8	1	28	2196	0	0	0
2.645	1	1	265	6	1	28	2196	0	0	0
2.647	1	1	265	8	1	28	2196	0	0	0
2.655	1	1	266	6	1	28	2196	0	0	0
2.657	1	1	266	8	1	28	2196	0	0	0
2.665	1	1	267	6	1	28	2196	0	0	0
2.667	1	1	267	8	1	28	2196	0	0	0
2.675	1	1	268	6	1	28	2196	0	0	0
2.677	1	1	268	8	1	28	2196	0	0	0
2.685	1	1	269	6	1	28	2196	0	0	0
2.687	1	1	269	8	1	28	2196	0	0	0
2.695	1	1	270	6	1	28	2196	0	0	0
2.697	1	1	270	8	1	28	2196	0	0	0
2.705	1	1	271	6	1	28	2196	0	0	0
2.707	1	1	271	8	1	28	2196	0	0	0
2.715	1	1	272	6	1	28	2196	0	0	0
2.717	1	1	272	8	1	28	2196	0	0	0
2.725	1	1	273	6	1	28	2196	0	0	0
2.727	1	1	273	8	1	28	2196	0	0	0
2.735	1	1	274	6	1	28	2196	0	0	0
2.737	1	1	274	8	1	28	2196	0	0	0
2.745	1	1	275	6	1	28	2196	0	0	0
2.747	1	1	275	8	1	28	2196	0	0	0
2.755	1	1	276	6	1	28	2196	0	0	0
2.757	1	1	276	8	1	28	2196	0	0	0
2.765	1	1	277	6	1	28	2196	0	0	0
2.767	1	1	277	8	1	28	2196	0	0	0
2.775	1	1	278	6	1	28	2196	0	0	0
2.777	1	1	278	8	1	28	2196	0	0	0
2.785	1	1	279	6	1	28	2196	0	0	0
2.787	1	1	279	8	1	28	2196	0	0	0
