% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
19606	1	1	1	0	28	2292	0	1	1	0
19616	1	1	1	0	28	2292	0	1	1	0
19626	1	1	1	0	28	2292	0	1	1	0
19636	1	1	1	0	28	2292	0	1	1	0
19646	1	1	1	0	28	2292	0	1	1	0
19656	1	1	1	0	28	2292	0	1	1	0
19666	1	1	1	0	28	2292	0	1	1	0
19676	1	1	1	0	28	2292	0	1	1	0
19686	1	1	1	0	28	2292	0	1	1	0
19696	1	1	1	0	28	2292	0	1	1	0
19706	1	1	1	0	28	2292	0	1	1	0
19716	1	1	1	0	28	2292	0	1	1	0
19726	1	1	1	0	28	2292	0	1	1	0
19736	1	1	1	0	28	2292	0	1	1	0
19746	1	1	1	0	28	2292	0	1	1	0
19756	1	1	1	0	28	2292	0	1	1	0
19766	1	1	1	0	28	2292	0	1	1	0
19776	1	1	1	0	28	2292	0	1	1	0
19786	1	1	1	0	28	2292	0	1	1	0
19796	1	1	1	0	28	2292	0	1	1	0
19806	1	1	1	0	28	2292	0	1	1	0
19816	1	1	1	0	28	2292	0	1	1	0
19826	1	1	1	0	28	2292	0	1	1	0
19836	1	1	1	0	28	2292	0	1	1	0
19846	1	1	1	0	28	2292	0	1	1	0
19856	1	1	1	0	28	2292	0	1	1	0
19866	1	1	1	0	28	2292	0	1	1	0
19876	1	1	1	0	28	2292	0	1	1	0
19886	1	1	1	0	28	2292	0	1	1	0
19896	1	1	1	0	28	2292	0	1	1	0
19906	1	1	1	0	28	2292	0	1	1	0
19916	1	1	1	0	28	2292	0	1	1	0
19926	1	1	1	0	28	2292	0	1	1	0
19936	1	1	1	0	28	2292	0	1	1	0
19946	1	1	1	0	28	2292	0	1	1	0
19956	1	1	1	0	28	2292	0	1	1	0
19966	1	1	1	0	28	2292	0	1	1	0
19976	1	1	1	0	28	2292	0	1	1	0
19986	1	1	1	0	28	2292	0	1	1	0
19996	1	1	1	0	28	2292	0	1	1	0
20006	1	1	1	0	28	2292	0	1	1	0
20016	1	1	1	0	28	2292	0	1	1	0
20026	1	1	1	0	28	2292	0	1	1	0
20036	1	1	1	0	28	2292	0	1	1	0
20046	1	1	1	0	28	2292	0	1	1	0
20056	1	1	1	0	28	2292	0	1	1	0
20066	1	1	1	0	28	2292	0	1	1	0
20076	1	1	1	0	28	2292	0	1	1	0
20086	1	1	1	0	28	2292	0	1	1	0
20096	1	1	1	0	28	2292	0	1	1	0
20106	1	1	1	0	28	2292	0	1	1	0
20116	1	1	1	0	28	2292	0	1	1	0
20126	1	1	1	0	28	2292	0	1	1	0
20136	1	1	1	0	28	2292	0	1	1	0
20146	1	1	1	0	28	2292	0	1	1	0
20156	1	1	1	0	28	2292	0	1	1	0
20166	1	1	1	0	28	2292	0	1	1	0
20176	1	1	1	0	28	2292	0	1	1	0
20186	1	1	1	0	28	2292	0	1	1	0
20196	1	1	1	0	28	2292	0	1	1	0
20206	1	1	1	0	28	2292	0	1	1	0
20216	1	1	1	0	28	2292	0	1	1	0
20226	1	1	1	0	28	2292	0	1	1	0
20236	1	1	1	0	28	2292	0	1	1	0
20246	1	1	1	0	28	2292	0	1	1	0
20256	1	1	1	0	28	2292	0	1	1	0
20266	1	1	1	0	28	2292	0	1	1	0
20276	1	1	1	0	28	2292	0	1	1	0
20286	1	1	1	0	28	2292	0	1	1	0
20296	1	1	1	0	28	2292	0	1	1	0
20306	1	1	1	0	28	2292	0	1	1	0
20316	1	1	1	0	28	2292	0	1	1	0
20326	1	1	1	0	28	2292	0	1	1	0
20336	1	1	1	0	28	2292	0	1	1	0
20346	1	1	1	0	28	2292	0	1	1	0
20356	1	1	1	0	28	2292	0	1	1	0
20366	1	1	1	0	28	2292	0	1	1	0
20376	1	1	1	0	28	2292	0	1	1	0
20386	1	1	1	0	28	2292	0	1	1	0
20396	1	1	1	0	28	2292	0	1	1	0
20406	1	1	1	0	28	2292	0	1	1	0
20416	1	1	1	0	28	2292	0	1	1	0
20426	1	1	1	0	28	2292	0	1	1	0
20436	1	1	1	0	28	2292	0	1	1	0
20446	1	1	1	0	28	2292	0	1	1	0
20456	1	1	1	0	28	2292	0	1	1	0
20466	1	1	1	0	28	2292	0	1	1	0
20476	1	1	1	0	28	2292	0	1	1	0
20486	1	1	1	0	28	2292	0	1	1	0
20496	1	1	1	0	28	2292	0	1	1	0
20506	1	1	1	0	28	2292	0	1	1	0
20516	1	1	1	0	28	2292	0	1	1	0
20526	1	1	1	0	28	2292	0	1	1	0
20536	1	1	1	0	28	2292	0	1	1	0
20546	1	1	1	0	28	2292	0	1	1	0
20556	1	1	1	0	28	2292	0	1	1	0
20566	1	1	1	0	28	2292	0	1	1	0
20576	1	1	1	0	28	2292	0	1	1	0
20586	1	1	1	0	28	2292	0	1	1	0
20596	1	1	1	0	28	2292	0	1	1	0
20606	1	1	1	0	28	2292	0	1	1	0
20616	1	1	1	0	28	2292	0	1	1	0
20626	1	1	1	0	28	2292	0	1	1	0
20636	1	1	1	0	28	2292	0	1	1	0
20646	1	1	1	0	28	2292	0	1	1	0
20656	1	1	1	0	28	2292	0	1	1	0
20666	1	1	1	0	28	2292	0	1	1	0
20676	1	1	1	0	28	2292	0	1	1	0
20686	1	1	1	0	28	2292	0	1	1	0
20696	1	1	1	0	28	2292	0	1	1	0
20706	1	1	1	0	28	2292	0	1	1	0
20716	1	1	1	0	28	2292	0	1	1	0
20726	1	1	1	0	28	2292	0	1	1	0
20736	1	1	1	0	28	2292	0	1	1	0
20746	1	1	1	0	28	2292	0	1	1	0
20756	1	1	1	0	28	2292	0	1	1	0
20766	1	1	1	0	28	2292	0	1	1	0
20776	1	1	1	0	28	2292	0	1	1	0
20786	1	1	1	0	28	2292	0	1	1	0
20796	1	1	1	0	28	2292	0	1	1	0
20806	1	1	1	0	28	2292	0	1	1	0
20816	1	1	1	0	28	2292	0	1	1	0
20826	1	1	1	0	28	2292	0	1	1	0
20836	1	1	1	0	28	2292	0	1	1	0
20846	1	1	1	0	28	2292	0	1	1	0
20856	1	1	1	0	28	2292	0	1	1	0
20866	1	1	1	0	28	2292	0	1	1	0
20876	1	1	1	0	28	2292	0	1	1	0
20886	1	1	1	0	28	2292	0	1	1	0
20896	1	1	1	0	28	2292	0	1	1	0
20906	1	1	1	0	28	2292	0	1	1	0
20916	1	1	1	0	28	2292	0	1	1	0
20926	1	1	1	0	28	2292	0	1	1	0
20936	1	1	1	0	28	2292	0	1	1	0
20946	1	1	1	0	28	2292	0	1	1	0
20956	1	1	1	0	28	2292	0	1	1	0
20966	1	1	1	0	28	2292	0	1	1	0
20976	1	1	1	0	28	2292	0	1	1	0
20986	1	1	1	0	28	2292	0	1	1	0
20996	1	1	1	0	28	2292	0	1	1	0
21006	1	1	1	0	28	2292	0	1	1	0
21016	1	1	1	0	28	2292	0	1	1	0
21026	1	1	1	0	28	2292	0	1	1	0
21036	1	1	1	0	28	2292	0	1	1	0
21046	1	1	1	0	28	2292	0	1	1	0
21056	1	1	1	0	28	2292	0	1	1	0
21066	1	1	1	0	28	2292	0	1	1	0
21076	1	1	1	0	28	2292	0	1	1	0
21086	1	1	1	0	28	2292	0	1	1	0
21096	1	1	1	0	28	2292	0	1	1	0
21106	1	1	1	0	28	2292	0	1	1	0
21116	1	1	1	0	28	2292	0	1	1	0
21126	1	1	1	0	28	2292	0	1	1	0
21136	1	1	1	0	28	2292	0	1	1	0
21146	1	1	1	0	28	2292	0	1	1	0
21156	1	1	1	0	28	2292	0	1	1	0
21166	1	1	1	0	28	2292	0	1	1	0
21176	1	1	1	0	28	2292	0	1	1	0
21186	1	1	1	0	28	2292	0	1	1	0
21196	1	1	1	0	28	2292	0	1	1	0
21206	1	1	1	0	28	2292	0	1	1	0
21216	1	1	1	0	28	2292	0	1	1	0
21226	1	1	1	0	28	2292	0	1	1	0
21236	1	1	1	0	28	2292	0	1	1	0
21246	1	1	1	0	28	2292	0	1	1	0
21256	1	1	1	0	28	2292	0	1	1	0
21266	1	1	1	0	28	2292	0	1	1	0
21276	1	1	1	0	28	2292	0	1	1	0
21286	1	1	1	0	28	2292	0	1	1	0
21296	1	1	1	0	28	2292	0	1	1	0
21306	1	1	1	0	28	2292	0	1	1	0
21316	1	1	1	0	28	2292	0	1	1	0
21326	1	1	1	0	28	2292	0	1	1	0
21336	1	1	1	0	28	2292	0	1	1	0
21346	1	1	1	0	28	2292	0	1	1	0
21356	1	1	1	0	28	2292	0	1	1	0
21366	1	1	1	0	28	2292	0	1	1	0
21376	1	1	1	0	28	2292	0	1	1	0
21386	1	1	1	0	28	2292	0	1	1	0
21396	1	1	1	0	28	2292	0	1	1	0
21406	1	1	1	0	28	2292	0	1	1	0
21416	1	1	1	0	28	2292	0	1	1	0
21426	1	1	1	0	28	2292	0	1	1	0
21436	1	1	1	0	28	2292	0	1	1	0
21446	1	1	1	0	28	2292	0	1	1	0
21456	1	1	1	0	28	2292	0	1	1	0
21466	1	1	1	0	28	2292	0	1	1	0
21476	1	1	1	0	28	2292	0	1	1	0
21486	1	1	1	0	28	2292	0	1	1	0
21496	1	1	1	0	28	2292	0	1	1	0
21506	1	1	1	0	28	2292	0	1	1	0
21516	1	1	1	0	28	2292	0	1	1	0
21526	1	1	1	0	28	2292	0	1	1	0
21536	1	1	1	0	28	2292	0	1	1	0
21546	1	1	1	0	28	2292	0	1	1	0
21556	1	1	1	0	28	2292	0	1	1	0
21566	1	1	1	0	28	2292	0	1	1	0
21576	1	1	1	0	28	2292	0	1	1	0
21586	1	1	1	0	28	2292	0	1	1	0
21596	1	1	1	0	28	2292	0	1	1	0
21606	1	1	1	0	28	2292	0	1	1	0
21616	1	1	1	0	28	2292	0	1	1	0
21626	1	1	1	0	28	2292	0	1	1	0
21636	1	1	1	0	28	2292	0	1	1	0
21646	1	1	1	0	28	2292	0	1	1	0
21656	1	1	1	0	28	2292	0	1	1	0
21666	1	1	1	0	28	2292	0	1	1	0
21676	1	1	1	0	28	2292	0	1	1	0
21686	1	1	1	0	28	2292	0	1	1	0
21696	1	1	1	0	28	2292	0	1	1	0
21706	1	1	1	0	28	2292	0	1	1	0
21716	1	1	1	0	28	2292	0	1	1	0
21726	1	1	1	0	28	2292	0	1	1	0
21736	1	1	1	0	28	2292	0	1	1	0
21746	1	1	1	0	28	2292	0	1	1	0
21756	1	1	1	0	28	2292	0	1	1	0
21766	1	1	1	0	28	2292	0	1	1	0
21776	1	1	1	0	28	2292	0	1	1	0
21786	1	1	1	0	28	2292	0	1	1	0
21796	1	1	1	0	28	2292	0	1	1	0
21806	1	1	1	0	28	2292	0	1	1	0
21816	1	1	1	0	28	2292	0	1	1	0
21826	1	1	1	0	28	2292	0	1	1	0
21836	1	1	1	0	28	2292	0	1	1	0
21846	1	1	1	0	28	2292	0	1	1	0
21856	1	1	1	0	28	2292	0	1	1	0
21866	1	1	1	0	28	2292	0	1	1	0
21876	1	1	1	0	28	2292	0	1	1	0
21886	1	1	1	0	28	2292	0	1	1	0
21896	1	1	1	0	28	2292	0	1	1	0
21906	1	1	1	0	28	2292	0	1	1	0
21916	1	1	1	0	28	2292	0	1	1	0
21926	1	1	1	0	28	2292	0	1	1	0
21936	1	1	1	0	28	2292	0	1	1	0
21946	1	1	1	0	28	2292	0	1	1	0
21956	1	1	1	0	28	2292	0	1	1	0
21966	1	1	1	0	28	2292	0	1	1	0
21976	1	1	1	0	28	2292	0	1	1	0
21986	1	1	1	0	28	2292	0	1	1	0
21996	1	1	1	0	28	2292	0	1	1	0
22006	1	1	1	0	28	2292	0	1	1	0
22016	1	1	1	0	28	2292	0	1	1	0
22026	1	1	1	0	28	2292	0	1	1	0
22036	1	1	1	0	28	2292	0	1	1	0
22046	1	1	1	0	28	2292	0	1	1	0
22056	1	1	1	0	28	2292	0	1	1	0
22066	1	1	1	0	28	2292	0	1	1	0
22076	1	1	1	0	28	2292	0	1	1	0
22086	1	1	1	0	28	2292	0	1	1	0
22096	1	1	1	0	28	2292	0	1	1	0
22106	1	1	1	0	28	2292	0	1	1	0
22116	1	1	1	0	28	2292	0	1	1	0
22126	1	1	1	0	28	2292	0	1	1	0
22136	1	1	1	0	28	2292	0	1	1	0
22146	1	1	1	0	28	2292	0	1	1	0
22156	1	1	1	0	28	2292	0	1	1	0
22166	1	1	1	0	28	2292	0	1	1	0
22176	1	1	1	0	28	2292	0	1	1	0
22186	1	1	1	0	28	2292	0	1	1	0
22196	1	1	1	0	28	2292	0	1	1	0
22206	1	1	1	0	28	2292	0	1	1	0
22216	1	1	1	0	28	2292	0	1	1	0
22226	1	1	1	0	28	2292	0	1	1	0
22236	1	1	1	0	28	2292	0	1	1	0
22246	1	1	1	0	28	2292	0	1	1	0
22256	1	1	1	0	28	2292	0	1	1	0
22266	1	1	1	0	28	2292	0	1	1	0
22276	1	1	1	0	28	2292	0	1	1	0
22286	1	1	1	0	28	2292	0	1	1	0
22296	1	1	1	0	28	2292	0	1	1	0
22306	1	1	1	0	28	2292	0	1	1	0
22316	1	1	1	0	28	2292	0	1	1	0
22326	1	1	1	0	28	2292	0	1	1	0
22336	1	1	1	0	28	2292	0	1	1	0
22346	1	1	1	0	28	2292	0	1	1	0
22356	1	1	1	0	28	2292	0	1	1	0
22366	1	1	1	0	28	2292	0	1	1	0
22376	1	1	1	0	28	2292	0	1	1	0
22386	1	1	1	0	28	2292	0	1	1	0
22396	1	1	1	0	28	2292	0	1	1	0
22406	1	1	1	0	28	2292	0	1	1	0
22416	1	1	1	0	28	2292	0	1	1	0
22426	1	1	1	0	28	2292	0	1	1	0
22436	1	1	1	0	28	2292	0	1	1	0
22446	1	1	1	0	28	2292	0	1	1	0
22456	1	1	1	0	28	2292	0	1	1	0
22466	1	1	1	0	28	2292	0	1	1	0
22476	1	1	1	0	28	2292	0	1	1	0
22486	1	1	1	0	28	2292	0	1	1	0
22496	1	1	1	0	28	2292	0	1	1	0
22506	1	1	1	0	28	2292	0	1	1	0
22516	1	1	1	0	28	2292	0	1	1	0
22526	1	1	1	0	28	2292	0	1	1	0
22536	1	1	1	0	28	2292	0	1	1	0
22546	1	1	1	0	28	2292	0	1	1	0
22556	1	1	1	0	28	2292	0	1	1	0
22566	1	1	1	0	28	2292	0	1	1	0
22576	1	1	1	0	28	2292	0	1	1	0
22586	1	1	1	0	28	2292	0	1	1	0
22596	1	1	1	0	28	2292	0	1	1	0
22606	1	1	1	0	28	2292	0	1	1	0
22616	1	1	1	0	28	2292	0	1	1	0
22626	1	1	1	0	28	2292	0	1	1	0
22636	1	1	1	0	28	2292	0	1	1	0
22646	1	1	1	0	28	2292	0	1	1	0
22656	1	1	1	0	28	2292	0	1	1	0
22666	1	1	1	0	28	2292	0	1	1	0
22676	1	1	1	0	28	2292	0	1	1	0
22686	1	1	1	0	28	2292	0	1	1	0
22696	1	1	1	0	28	2292	0	1	1	0
22706	1	1	1	0	28	2292	0	1	1	0
22716	1	1	1	0	28	2292	0	1	1	0
22726	1	1	1	0	28	2292	0	1	1	0
22736	1	1	1	0	28	2292	0	1	1	0
22746	1	1	1	0	28	2292	0	1	1	0
22756	1	1	1	0	28	2292	0	1	1	0
22766	1	1	1	0	28	2292	0	1	1	0
22776	1	1	1	0	28	2292	0	1	1	0
22786	1	1	1	0	28	2292	0	1	1	0
22796	1	1	1	0	28	2292	0	1	1	0
22806	1	1	1	0	28	2292	0	1	1	0
22816	1	1	1	0	28	2292	0	1	1	0
22826	1	1	1	0	28	2292	0	1	1	0
22836	1	1	1	0	28	2292	0	1	1	0
22846	1	1	1	0	28	2292	0	1	1	0
22856	1	1	1	0	28	2292	0	1	1	0
22866	1	1	1	0	28	2292	0	1	1	0
22876	1	1	1	0	28	2292	0	1	1	0
22886	1	1	1	0	28	2292	0	1	1	0
22896	1	1	1	0	28	2292	0	1	1	0
22906	1	1	1	0	28	2292	0	1	1	0
22916	1	1	1	0	28	2292	0	1	1	0
22926	1	1	1	0	28	2292	0	1	1	0
22936	1	1	1	0	28	2292	0	1	1	0
22946	1	1	1	0	28	2292	0	1	1	0
22956	1	1	1	0	28	2292	0	1	1	0
22966	1	1	1	0	28	2292	0	1	1	0
22976	1	1	1	0	28	2292	0	1	1	0
22986	1	1	1	0	28	2292	0	1	1	0
22996	1	1	1	0	28	2292	0	1	1	0
23006	1	1	1	0	28	2292	0	1	1	0
23016	1	1	1	0	28	2292	0	1	1	0
23026	1	1	1	0	28	2292	0	1	1	0
23036	1	1	1	0	28	2292	0	1	1	0
23046	1	1	1	0	28	2292	0	1	1	0
23056	1	1	1	0	28	2292	0	1	1	0
23066	1	1	1	0	28	2292	0	1	1	0
23076	1	1	1	0	28	2292	0	1	1	0
23086	1	1	1	0	28	2292	0	1	1	0
23096	1	1	1	0	28	2292	0	1	1	0
23106	1	1	1	0	28	2292	0	1	1	0
23116	1	1	1	0	28	2292	0	1	1	0
23126	1	1	1	0	28	2292	0	1	1	0
23136	1	1	1	0	28	2292	0	1	1	0
23146	1	1	1	0	28	2292	0	1	1	0
23156	1	1	1	0	28	2292	0	1	1	0
23166	1	1	1	0	28	2292	0	1	1	0
23176	1	1	1	0	28	2292	0	1	1	0
23186	1	1	1	0	28	2292	0	1	1	0
23196	1	1	1	0	28	2292	0	1	1	0
23206	1	1	1	0	28	2292	0	1	1	0
23216	1	1	1	0	28	2292	0	1	1	0
23226	1	1	1	0	28	2292	0	1	1	0
23236	1	1	1	0	28	2292	0	1	1	0
23246	1	1	1	0	28	2292	0	1	1	0
23256	1	1	1	0	28	2292	0	1	1	0
23266	1	1	1	0	28	2292	0	1	1	0
23276	1	1	1	0	28	2292	0	1	1	0
23286	1	1	1	0	28	2292	0	1	1	0
23296	1	1	1	0	28	2292	0	1	1	0
23306	1	1	1	0	28	2292	0	1	1	0
23316	1	1	1	0	28	2292	0	1	1	0
23326	1	1	1	0	28	2292	0	1	1	0
23336	1	1	1	0	28	2292	0	1	1	0
23346	1	1	1	0	28	2292	0	1	1	0
23356	1	1	1	0	28	2292	0	1	1	0
23366	1	1	1	0	28	2292	0	1	1	0
23376	1	1	1	0	28	2292	0	1	1	0
23386	1	1	1	0	28	2292	0	1	1	0
23396	1	1	1	0	28	2292	0	1	1	0
23406	1	1	1	0	28	2292	0	1	1	0
23416	1	1	1	0	28	2292	0	1	1	0
23426	1	1	1	0	28	2292	0	1	1	0
23436	1	1	1	0	28	2292	0	1	1	0
23446	1	1	1	0	28	2292	0	1	1	0
23456	1	1	1	0	28	2292	0	1	1	0
23466	1	1	1	0	28	2292	0	1	1	0
23476	1	1	1	0	28	2292	0	1	1	0
23486	1	1	1	0	28	2292	0	1	1	0
23496	1	1	1	0	28	2292	0	1	1	0
23506	1	1	1	0	28	2292	0	1	1	0
23516	1	1	1	0	28	2292	0	1	1	0
23526	1	1	1	0	28	2292	0	1	1	0
23536	1	1	1	0	28	2292	0	1	1	0
23546	1	1	1	0	28	2292	0	1	1	0
23556	1	1	1	0	28	2292	0	1	1	0
23566	1	1	1	0	28	2292	0	1	1	0
23576	1	1	1	0	28	2292	0	1	1	0
23586	1	1	1	0	28	2292	0	1	1	0
23596	1	1	1	0	28	2292	0	1	1	0
23606	1	1	1	0	28	2292	0	1	1	0
23616	1	1	1	0	28	2292	0	1	1	0
23626	1	1	1	0	28	2292	0	1	1	0
23636	1	1	1	0	28	2292	0	1	1	0
23646	1	1	1	0	28	2292	0	1	1	0
23656	1	1	1	0	28	2292	0	1	1	0
23666	1	1	1	0	28	2292	0	1	1	0
23676	1	1	1	0	28	2292	0	1	1	0
23686	1	1	1	0	28	2292	0	1	1	0
23696	1	1	1	0	28	2292	0	1	1	0
23706	1	1	1	0	28	2292	0	1	1	0
23716	1	1	1	0	28	2292	0	1	1	0
23726	1	1	1	0	28	2292	0	1	1	0
23736	1	1	1	0	28	2292	0	1	1	0
23746	1	1	1	0	28	2292	0	1	1	0
23756	1	1	1	0	28	2292	0	1	1	0
23766	1	1	1	0	28	2292	0	1	1	0
23776	1	1	1	0	28	2292	0	1	1	0
23786	1	1	1	0	28	2292	0	1	1	0
23796	1	1	1	0	28	2292	0	1	1	0
23806	1	1	1	0	28	2292	0	1	1	0
23816	1	1	1	0	28	2292	0	1	1	0
23826	1	1	1	0	28	2292	0	1	1	0
23836	1	1	1	0	28	2292	0	1	1	0
23846	1	1	1	0	28	2292	0	1	1	0
23856	1	1	1	0	28	2292	0	1	1	0
23866	1	1	1	0	28	2292	0	1	1	0
23876	1	1	1	0	28	2292	0	1	1	0
23886	1	1	1	0	28	2292	0	1	1	0
23896	1	1	1	0	28	2292	0	1	1	0
23906	1	1	1	0	28	2292	0	1	1	0
23916	1	1	1	0	28	2292	0	1	1	0
23926	1	1	1	0	28	2292	0	1	1	0
23936	1	1	1	0	28	2292	0	1	1	0
23946	1	1	1	0	28	2292	0	1	1	0
23956	1	1	1	0	28	2292	0	1	1	0
23966	1	1	1	0	28	2292	0	1	1	0
23976	1	1	1	0	28	2292	0	1	1	0
23986	1	1	1	0	28	2292	0	1	1	0
23996	1	1	1	0	28	2292	0	1	1	0
24006	1	1	1	0	28	2292	0	1	1	0
24016	1	1	1	0	28	2292	0	1	1	0
24026	1	1	1	0	28	2292	0	1	1	0
24036	1	1	1	0	28	2292	0	1	1	0
24046	1	1	1	0	28	2292	0	1	1	0
24056	1	1	1	0	28	2292	0	1	1	0
24066	1	1	1	0	28	2292	0	1	1	0
24076	1	1	1	0	28	2292	0	1	1	0
24086	1	1	1	0	28	2292	0	1	1	0
24096	1	1	1	0	28	2292	0	1	1	0
24106	1	1	1	0	28	2292	0	1	1	0
24116	1	1	1	0	28	2292	0	1	1	0
24126	1	1	1	0	28	2292	0	1	1	0
24136	1	1	1	0	28	2292	0	1	1	0
24146	1	1	1	0	28	2292	0	1	1	0
24156	1	1	1	0	28	2292	0	1	1	0
24166	1	1	1	0	28	2292	0	1	1	0
24176	1	1	1	0	28	2292	0	1	1	0
24186	1	1	1	0	28	2292	0	1	1	0
24196	1	1	1	0	28	2292	0	1	1	0
24206	1	1	1	0	28	2292	0	1	1	0
24216	1	1	1	0	28	2292	0	1	1	0
24226	1	1	1	0	28	2292	0	1	1	0
24236	1	1	1	0	28	2292	0	1	1	0
24246	1	1	1	0	28	2292	0	1	1	0
24256	1	1	1	0	28	2292	0	1	1	0
24266	1	1	1	0	28	2292	0	1	1	0
24276	1	1	1	0	28	2292	0	1	1	0
24286	1	1	1	0	28	2292	0	1	1	0
24296	1	1	1	0	28	2292	0	1	1	0
24306	1	1	1	0	28	2292	0	1	1	0
24316	1	1	1	0	28	2292	0	1	1	0
24326	1	1	1	0	28	2292	0	1	1	0
24336	1	1	1	0	28	2292	0	1	1	0
24346	1	1	1	0	28	2292	0	1	1	0
24356	1	1	1	0	28	2292	0	1	1	0
24366	1	1	1	0	28	2292	0	1	1	0
24376	1	1	1	0	28	2292	0	1	1	0
24386	1	1	1	0	28	2292	0	1	1	0
24396	1	1	1	0	28	2292	0	1	1	0
24406	1	1	1	0	28	2292	0	1	1	0
24416	1	1	1	0	28	2292	0	1	1	0
24426	1	1	1	0	28	2292	0	1	1	0
24436	1	1	1	0	28	2292	0	1	1	0
24446	1	1	1	0	28	2292	0	1	1	0
24456	1	1	1	0	28	2292	0	1	1	0
24466	1	1	1	0	28	2292	0	1	1	0
24476	1	1	1	0	28	2292	0	1	1	0
24486	1	1	1	0	28	2292	0	1	1	0
24496	1	1	1	0	28	2292	0	1	1	0
24506	1	1	1	0	28	2292	0	1	1	0
24516	1	1	1	0	28	2292	0	1	1	0
24526	1	1	1	0	28	2292	0	1	1	0
24536	1	1	1	0	28	2292	0	1	1	0
24546	1	1	1	0	28	2292	0	1	1	0
24556	1	1	1	0	28	2292	0	1	1	0
24566	1	1	1	0	28	2292	0	1	1	0
24576	1	1	1	0	28	2292	0	1	1	0
24586	1	1	1	0	28	2292	0	1	1	0
24596	1	1	1	0	28	2292	0	1	1	0
24606	1	1	1	0	28	2292	0	1	1	0
24616	1	1	1	0	28	2292	0	1	1	0
24626	1	1	1	0	28	2292	0	1	1	0
24636	1	1	1	0	28	2292	0	1	1	0
24646	1	1	1	0	28	2292	0	1	1	0
24656	1	1	1	0	28	2292	0	1	1	0
24666	1	1	1	0	28	2292	0	1	1	0
24676	1	1	1	0	28	2292	0	1	1	0
24686	1	1	1	0	28	2292	0	1	1	0
24696	1	1	1	0	28	2292	0	1	1	0
24706	1	1	1	0	28	2292	0	1	1	0
24716	1	1	1	0	28	2292	0	1	1	0
24726	1	1	1	0	28	2292	0	1	1	0
24736	1	1	1	0	28	2292	0	1	1	0
24746	1	1	1	0	28	2292	0	1	1	0
24756	1	1	1	0	28	2292	0	1	1	0
24766	1	1	1	0	28	2292	0	1	1	0
24776	1	1	1	0	28	2292	0	1	1	0
24786	1	1	1	0	28	2292	0	1	1	0
24796	1	1	1	0	28	2292	0	1	1	0
24806	1	1	1	0	28	2292	0	1	1	0
24816	1	1	1	0	28	2292	0	1	1	0
24826	1	1	1	0	28	2292	0	1	1	0
24836	1	1	1	0	28	2292	0	1	1	0
24846	1	1	1	0	28	2292	0	1	1	0
24856	1	1	1	0	28	2292	0	1	1	0
24866	1	1	1	0	28	2292	0	1	1	0
24876	1	1	1	0	28	2292	0	1	1	0
24886	1	1	1	0	28	2292	0	1	1	0
24896	1	1	1	0	28	2292	0	1	1	0
24906	1	1	1	0	28	2292	0	1	1	0
24916	1	1	1	0	28	2292	0	1	1	0
24926	1	1	1	0	28	2292	0	1	1	0
24936	1	1	1	0	28	2292	0	1	1	0
24946	1	1	1	0	28	2292	0	1	1	0
24956	1	1	1	0	28	2292	0	1	1	0
24966	1	1	1	0	28	2292	0	1	1	0
24976	1	1	1	0	28	2292	0	1	1	0
24986	1	1	1	0	28	2292	0	1	1	0
24996	1	1	1	0	28	2292	0	1	1	0
25006	1	1	1	0	28	2292	0	1	1	0
25016	1	1	1	0	28	2292	0	1	1	0
25026	1	1	1	0	28	2292	0	1	1	0
25036	1	1	1	0	28	2292	0	1	1	0
25046	1	1	1	0	28	2292	0	1	1	0
25056	1	1	1	0	28	2292	0	1	1	0
25066	1	1	1	0	28	2292	0	1	1	0
25076	1	1	1	0	28	2292	0	1	1	0
25086	1	1	1	0	28	2292	0	1	1	0
25096	1	1	1	0	28	2292	0	1	1	0
25106	1	1	1	0	28	2292	0	1	1	0
25116	1	1	1	0	28	2292	0	1	1	0
25126	1	1	1	0	28	2292	0	1	1	0
25136	1	1	1	0	28	2292	0	1	1	0
25146	1	1	1	0	28	2292	0	1	1	0
25156	1	1	1	0	28	2292	0	1	1	0
25166	1	1	1	0	28	2292	0	1	1	0
25176	1	1	1	0	28	2292	0	1	1	0
25186	1	1	1	0	28	2292	0	1	1	0
25196	1	1	1	0	28	2292	0	1	1	0
25206	1	1	1	0	28	2292	0	1	1	0
25216	1	1	1	0	28	2292	0	1	1	0
25226	1	1	1	0	28	2292	0	1	1	0
25236	1	1	1	0	28	2292	0	1	1	0
25246	1	1	1	0	28	2292	0	1	1	0
25256	1	1	1	0	28	2292	0	1	1	0
25266	1	1	1	0	28	2292	0	1	1	0
25276	1	1	1	0	28	2292	0	1	1	0
25286	1	1	1	0	28	2292	0	1	1	0
25296	1	1	1	0	28	2292	0	1	1	0
25306	1	1	1	0	28	2292	0	1	1	0
25316	1	1	1	0	28	2292	0	1	1	0
25326	1	1	1	0	28	2292	0	1	1	0
25336	1	1	1	0	28	2292	0	1	1	0
25346	1	1	1	0	28	2292	0	1	1	0
25356	1	1	1	0	28	2292	0	1	1	0
25366	1	1	1	0	28	2292	0	1	1	0
25376	1	1	1	0	28	2292	0	1	1	0
25386	1	1	1	0	28	2292	0	1	1	0
25396	1	1	1	0	28	2292	0	1	1	0
25406	1	1	1	0	28	2292	0	1	1	0
