% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
48146	5	1	1	0	28	2292	0	1	1	0
48156	5	1	1	0	28	2292	0	1	1	0
48166	5	1	1	0	28	2292	0	1	1	0
48176	5	1	1	0	28	2292	0	1	1	0
48186	5	1	1	0	28	2292	0	1	1	0
48196	5	1	1	0	28	2292	0	1	1	0
48206	5	1	1	0	28	2292	0	1	1	0
48216	5	1	1	0	28	2292	0	1	1	0
48226	5	1	1	0	28	2292	0	1	1	0
48236	5	1	1	0	28	2292	0	1	1	0
48246	5	1	1	0	28	2292	0	1	1	0
48256	5	1	1	0	28	2292	0	1	1	0
48266	5	1	1	0	28	2292	0	1	1	0
48276	5	1	1	0	28	2292	0	1	1	0
48286	5	1	1	0	28	2292	0	1	1	0
48296	5	1	1	0	28	2292	0	1	1	0
48306	5	1	1	0	28	2292	0	1	1	0
48316	5	1	1	0	28	2292	0	1	1	0
48326	5	1	1	0	28	2292	0	1	1	0
48336	5	1	1	0	28	2292	0	1	1	0
48346	5	1	1	0	28	2292	0	1	1	0
48356	5	1	1	0	28	2292	0	1	1	0
48366	5	1	1	0	28	2292	0	1	1	0
48376	5	1	1	0	28	2292	0	1	1	0
48386	5	1	1	0	28	2292	0	1	1	0
48396	5	1	1	0	28	2292	0	1	1	0
48406	5	1	1	0	28	2292	0	1	1	0
48416	5	1	1	0	28	2292	0	1	1	0
48426	5	1	1	0	28	2292	0	1	1	0
48436	5	1	1	0	28	2292	0	1	1	0
48446	5	1	1	0	28	2292	0	1	1	0
48456	5	1	1	0	28	2292	0	1	1	0
48466	5	1	1	0	28	2292	0	1	1	0
48476	5	1	1	0	28	2292	0	1	1	0
48486	5	1	1	0	28	2292	0	1	1	0
48496	5	1	1	0	28	2292	0	1	1	0
48506	5	1	1	0	28	2292	0	1	1	0
48516	5	1	1	0	28	2292	0	1	1	0
48526	5	1	1	0	28	2292	0	1	1	0
48536	5	1	1	0	28	2292	0	1	1	0
48546	5	1	1	0	28	2292	0	1	1	0
48556	5	1	1	0	28	2292	0	1	1	0
48566	5	1	1	0	28	2292	0	1	1	0
48576	5	1	1	0	28	2292	0	1	1	0
48586	5	1	1	0	28	2292	0	1	1	0
48596	5	1	1	0	28	2292	0	1	1	0
48606	5	1	1	0	28	2292	0	1	1	0
48616	5	1	1	0	28	2292	0	1	1	0
48626	5	1	1	0	28	2292	0	1	1	0
48636	5	1	1	0	28	2292	0	1	1	0
48646	5	1	1	0	28	2292	0	1	1	0
48656	5	1	1	0	28	2292	0	1	1	0
48666	5	1	1	0	28	2292	0	1	1	0
48676	5	1	1	0	28	2292	0	1	1	0
48686	5	1	1	0	28	2292	0	1	1	0
48696	5	1	1	0	28	2292	0	1	1	0
48706	5	1	1	0	28	2292	0	1	1	0
48716	5	1	1	0	28	2292	0	1	1	0
48726	5	1	1	0	28	2292	0	1	1	0
48736	5	1	1	0	28	2292	0	1	1	0
48746	5	1	1	0	28	2292	0	1	1	0
48756	5	1	1	0	28	2292	0	1	1	0
48766	5	1	1	0	28	2292	0	1	1	0
48776	5	1	1	0	28	2292	0	1	1	0
48786	5	1	1	0	28	2292	0	1	1	0
48796	5	1	1	0	28	2292	0	1	1	0
48806	5	1	1	0	28	2292	0	1	1	0
48816	5	1	1	0	28	2292	0	1	1	0
48826	5	1	1	0	28	2292	0	1	1	0
48836	5	1	1	0	28	2292	0	1	1	0
48846	5	1	1	0	28	2292	0	1	1	0
48856	5	1	1	0	28	2292	0	1	1	0
48866	5	1	1	0	28	2292	0	1	1	0
48876	5	1	1	0	28	2292	0	1	1	0
48886	5	1	1	0	28	2292	0	1	1	0
48898	5	1	1	0	28	2292	0	1	1	0
48906	5	1	1	0	28	2292	0	1	1	0
48916	5	1	1	0	28	2292	0	1	1	0
48926	5	1	1	0	28	2292	0	1	1	0
48936	5	1	1	0	28	2292	0	1	1	0
48946	5	1	1	0	28	2292	0	1	1	0
48956	5	1	1	0	28	2292	0	1	1	0
48966	5	1	1	0	28	2292	0	1	1	0
48976	5	1	1	0	28	2292	0	1	1	0
48986	5	1	1	0	28	2292	0	1	1	0
48996	5	1	1	0	28	2292	0	1	1	0
49006	5	1	1	0	28	2292	0	1	1	0
49016	5	1	1	0	28	2292	0	1	1	0
49026	5	1	1	0	28	2292	0	1	1	0
49036	5	1	1	0	28	2292	0	1	1	0
49046	5	1	1	0	28	2292	0	1	1	0
49056	5	1	1	0	28	2292	0	1	1	0
49066	5	1	1	0	28	2292	0	1	1	0
49076	5	1	1	0	28	2292	0	1	1	0
49086	5	1	1	0	28	2292	0	1	1	0
49096	5	1	1	0	28	2292	0	1	1	0
49106	5	1	1	0	28	2292	0	1	1	0
49116	5	1	1	0	28	2292	0	1	1	0
49126	5	1	1	0	28	2292	0	1	1	0
49136	5	1	1	0	28	2292	0	1	1	0
49146	5	1	1	0	28	2292	0	1	1	0
49156	5	1	1	0	28	2292	0	1	1	0
49166	5	1	1	0	28	2292	0	1	1	0
49176	5	1	1	0	28	2292	0	1	1	0
49186	5	1	1	0	28	2292	0	1	1	0
49196	5	1	1	0	28	2292	0	1	1	0
49206	5	1	1	0	28	2292	0	1	1	0
49216	5	1	1	0	28	2292	0	1	1	0
49226	5	1	1	0	28	2292	0	1	1	0
49236	5	1	1	0	28	2292	0	1	1	0
49246	5	1	1	0	28	2292	0	1	1	0
49256	5	1	1	0	28	2292	0	1	1	0
49266	5	1	1	0	28	2292	0	1	1	0
49276	5	1	1	0	28	2292	0	1	1	0
49286	5	1	1	0	28	2292	0	1	1	0
49296	5	1	1	0	28	2292	0	1	1	0
49306	5	1	1	0	28	2292	0	1	1	0
49316	5	1	1	0	28	2292	0	1	1	0
49326	5	1	1	0	28	2292	0	1	1	0
49336	5	1	1	0	28	2292	0	1	1	0
49346	5	1	1	0	28	2292	0	1	1	0
49356	5	1	1	0	28	2292	0	1	1	0
49366	5	1	1	0	28	2292	0	1	1	0
49376	5	1	1	0	28	2292	0	1	1	0
49386	5	1	1	0	28	2292	0	1	1	0
49396	5	1	1	0	28	2292	0	1	1	0
49406	5	1	1	0	28	2292	0	1	1	0
49416	5	1	1	0	28	2292	0	1	1	0
49426	5	1	1	0	28	2292	0	1	1	0
49436	5	1	1	0	28	2292	0	1	1	0
49446	5	1	1	0	28	2292	0	1	1	0
49456	5	1	1	0	28	2292	0	1	1	0
49466	5	1	1	0	28	2292	0	1	1	0
49476	5	1	1	0	28	2292	0	1	1	0
49486	5	1	1	0	28	2292	0	1	1	0
49496	5	1	1	0	28	2292	0	1	1	0
49506	5	1	1	0	28	2292	0	1	1	0
49516	5	1	1	0	28	2292	0	1	1	0
49526	5	1	1	0	28	2292	0	1	1	0
49536	5	1	1	0	28	2292	0	1	1	0
49546	5	1	1	0	28	2292	0	1	1	0
49556	5	1	1	0	28	2292	0	1	1	0
49566	5	1	1	0	28	2292	0	1	1	0
49576	5	1	1	0	28	2292	0	1	1	0
49586	5	1	1	0	28	2292	0	1	1	0
49596	5	1	1	0	28	2292	0	1	1	0
49606	5	1	1	0	28	2292	0	1	1	0
49616	5	1	1	0	28	2292	0	1	1	0
49626	5	1	1	0	28	2292	0	1	1	0
49636	5	1	1	0	28	2292	0	1	1	0
49646	5	1	1	0	28	2292	0	1	1	0
49656	5	1	1	0	28	2292	0	1	1	0
49666	5	1	1	0	28	2292	0	1	1	0
49676	5	1	1	0	28	2292	0	1	1	0
49686	5	1	1	0	28	2292	0	1	1	0
49696	5	1	1	0	28	2292	0	1	1	0
49706	5	1	1	0	28	2292	0	1	1	0
49716	5	1	1	0	28	2292	0	1	1	0
49726	5	1	1	0	28	2292	0	1	1	0
49736	5	1	1	0	28	2292	0	1	1	0
49746	5	1	1	0	28	2292	0	1	1	0
49756	5	1	1	0	28	2292	0	1	1	0
49766	5	1	1	0	28	2292	0	1	1	0
49776	5	1	1	0	28	2292	0	1	1	0
49786	5	1	1	0	28	2292	0	1	1	0
49796	5	1	1	0	28	2292	0	1	1	0
49806	5	1	1	0	28	2292	0	1	1	0
49816	5	1	1	0	28	2292	0	1	1	0
49826	5	1	1	0	28	2292	0	1	1	0
49836	5	1	1	0	28	2292	0	1	1	0
49846	5	1	1	0	28	2292	0	1	1	0
49856	5	1	1	0	28	2292	0	1	1	0
49866	5	1	1	0	28	2292	0	1	1	0
49876	5	1	1	0	28	2292	0	1	1	0
49886	5	1	1	0	28	2292	0	1	1	0
49896	5	1	1	0	28	2292	0	1	1	0
49906	5	1	1	0	28	2292	0	1	1	0
49916	5	1	1	0	28	2292	0	1	1	0
49926	5	1	1	0	28	2292	0	1	1	0
49938	5	1	1	0	28	2292	0	1	1	0
49946	5	1	1	0	28	2292	0	1	1	0
49956	5	1	1	0	28	2292	0	1	1	0
49966	5	1	1	0	28	2292	0	1	1	0
49976	5	1	1	0	28	2292	0	1	1	0
49986	5	1	1	0	28	2292	0	1	1	0
49996	5	1	1	0	28	2292	0	1	1	0
50006	5	1	1	0	28	2292	0	1	1	0
50016	5	1	1	0	28	2292	0	1	1	0
50026	5	1	1	0	28	2292	0	1	1	0
50036	5	1	1	0	28	2292	0	1	1	0
50046	5	1	1	0	28	2292	0	1	1	0
50056	5	1	1	0	28	2292	0	1	1	0
50066	5	1	1	0	28	2292	0	1	1	0
50076	5	1	1	0	28	2292	0	1	1	0
50086	5	1	1	0	28	2292	0	1	1	0
50096	5	1	1	0	28	2292	0	1	1	0
50106	5	1	1	0	28	2292	0	1	1	0
50116	5	1	1	0	28	2292	0	1	1	0
50126	5	1	1	0	28	2292	0	1	1	0
50136	5	1	1	0	28	2292	0	1	1	0
50146	5	1	1	0	28	2292	0	1	1	0
50156	5	1	1	0	28	2292	0	1	1	0
50166	5	1	1	0	28	2292	0	1	1	0
50176	5	1	1	0	28	2292	0	1	1	0
50186	5	1	1	0	28	2292	0	1	1	0
50196	5	1	1	0	28	2292	0	1	1	0
50206	5	1	1	0	28	2292	0	1	1	0
50216	5	1	1	0	28	2292	0	1	1	0
50226	5	1	1	0	28	2292	0	1	1	0
50236	5	1	1	0	28	2292	0	1	1	0
50246	5	1	1	0	28	2292	0	1	1	0
50256	5	1	1	0	28	2292	0	1	1	0
50266	5	1	1	0	28	2292	0	1	1	0
50276	5	1	1	0	28	2292	0	1	1	0
50288	5	1	1	0	28	2292	0	1	1	0
50296	5	1	1	0	28	2292	0	1	1	0
50306	5	1	1	0	28	2292	0	1	1	0
50316	5	1	1	0	28	2292	0	1	1	0
50326	5	1	1	0	28	2292	0	1	1	0
50336	5	1	1	0	28	2292	0	1	1	0
50346	5	1	1	0	28	2292	0	1	1	0
50356	5	1	1	0	28	2292	0	1	1	0
50366	5	1	1	0	28	2292	0	1	1	0
50376	5	1	1	0	28	2292	0	1	1	0
50386	5	1	1	0	28	2292	0	1	1	0
50396	5	1	1	0	28	2292	0	1	1	0
50406	5	1	1	0	28	2292	0	1	1	0
50416	5	1	1	0	28	2292	0	1	1	0
50426	5	1	1	0	28	2292	0	1	1	0
50436	5	1	1	0	28	2292	0	1	1	0
50446	5	1	1	0	28	2292	0	1	1	0
50456	5	1	1	0	28	2292	0	1	1	0
50466	5	1	1	0	28	2292	0	1	1	0
50476	5	1	1	0	28	2292	0	1	1	0
50486	5	1	1	0	28	2292	0	1	1	0
50496	5	1	1	0	28	2292	0	1	1	0
50506	5	1	1	0	28	2292	0	1	1	0
50516	5	1	1	0	28	2292	0	1	1	0
50526	5	1	1	0	28	2292	0	1	1	0
50536	5	1	1	0	28	2292	0	1	1	0
50546	5	1	1	0	28	2292	0	1	1	0
50556	5	1	1	0	28	2292	0	1	1	0
50566	5	1	1	0	28	2292	0	1	1	0
50576	5	1	1	0	28	2292	0	1	1	0
50586	5	1	1	0	28	2292	0	1	1	0
50596	5	1	1	0	28	2292	0	1	1	0
50606	5	1	1	0	28	2292	0	1	1	0
50616	5	1	1	0	28	2292	0	1	1	0
50626	5	1	1	0	28	2292	0	1	1	0
50636	5	1	1	0	28	2292	0	1	1	0
50646	5	1	1	0	28	2292	0	1	1	0
50656	5	1	1	0	28	2292	0	1	1	0
50666	5	1	1	0	28	2292	0	1	1	0
50676	5	1	1	0	28	2292	0	1	1	0
50696	8	1	1	0	0	85	0	1	1	0
50697	8	1	1	0	0	85	0	1	1	0
50698	8	1	1	0	0	85	0	1	1	0
50699	8	1	1	0	0	85	0	1	1	0
50700	8	1	1	0	0	85	0	1	1	0
50701	8	1	1	0	0	85	0	1	1	0
50702	8	1	1	0	0	85	0	1	1	0
50703	8	1	1	0	28	2292	0	1	1	0
50706	8	1	1	0	28	2292	0	1	1	0
50709	8	1	1	0	28	2292	0	1	1	0
50716	8	1	1	0	28	2292	0	1	1	0
50726	8	1	1	0	28	2292	0	1	1	0
50736	8	1	1	0	28	2292	0	1	1	0
50746	8	1	1	0	28	2292	0	1	1	0
50756	8	1	1	0	28	2292	0	1	1	0
50766	8	1	1	0	28	2292	0	1	1	0
50776	8	1	1	0	28	2292	0	1	1	0
50786	8	1	1	0	28	2292	0	1	1	0
50796	8	1	1	0	28	2292	0	1	1	0
50806	8	1	1	0	28	2292	0	1	1	0
50816	8	1	1	0	28	2292	0	1	1	0
50826	8	1	1	0	28	2292	0	1	1	0
50836	8	1	1	0	28	2292	0	1	1	0
50846	8	1	1	0	28	2292	0	1	1	0
50856	8	1	1	0	28	2292	0	1	1	0
50866	8	1	1	0	28	2292	0	1	1	0
50876	8	1	1	0	28	2292	0	1	1	0
50886	8	1	1	0	28	2292	0	1	1	0
50896	8	1	1	0	28	2292	0	1	1	0
50906	8	1	1	0	28	2292	0	1	1	0
50916	8	1	1	0	28	2292	0	1	1	0
50926	8	1	1	0	28	2292	0	1	1	0
50936	8	1	1	0	28	2292	0	1	1	0
50946	8	1	1	0	28	2292	0	1	1	0
50956	8	1	1	0	28	2292	0	1	1	0
50966	8	1	1	0	28	2292	0	1	1	0
50976	8	1	1	0	28	2292	0	1	1	0
50986	8	1	1	0	28	2292	0	1	1	0
50996	8	1	1	0	28	2292	0	1	1	0
51006	8	1	1	0	28	2292	0	1	1	0
51016	8	1	1	0	28	2292	0	1	1	0
51026	8	1	1	0	28	2292	0	1	1	0
51036	8	1	1	0	28	2292	0	1	1	0
51046	8	1	1	0	28	2292	0	1	1	0
51056	8	1	1	0	28	2292	0	1	1	0
51066	8	1	1	0	28	2292	0	1	1	0
51076	8	1	1	0	28	2292	0	1	1	0
51086	8	1	1	0	28	2292	0	1	1	0
51096	8	1	1	0	28	2292	0	1	1	0
51106	8	1	1	0	28	2292	0	1	1	0
51116	8	1	1	0	28	2292	0	1	1	0
51126	8	1	1	0	28	2292	0	1	1	0
51136	8	1	1	0	28	2292	0	1	1	0
51146	8	1	1	0	28	2292	0	1	1	0
51156	8	1	1	0	28	2292	0	1	1	0
51166	8	1	1	0	28	2292	0	1	1	0
51176	8	1	1	0	28	2292	0	1	1	0
51186	8	1	1	0	28	2292	0	1	1	0
51196	8	1	1	0	28	2292	0	1	1	0
51206	8	1	1	0	28	2292	0	1	1	0
51216	8	1	1	0	28	2292	0	1	1	0
51226	8	1	1	0	28	2292	0	1	1	0
51236	8	1	1	0	28	2292	0	1	1	0
51246	8	1	1	0	28	2292	0	1	1	0
51256	8	1	1	0	28	2292	0	1	1	0
51266	8	1	1	0	28	2292	0	1	1	0
51276	8	1	1	0	28	2292	0	1	1	0
51286	8	1	1	0	28	2292	0	1	1	0
51296	8	1	1	0	28	2292	0	1	1	0
51306	8	1	1	0	28	2292	0	1	1	0
51316	8	1	1	0	28	2292	0	1	1	0
51326	8	1	1	0	28	2292	0	1	1	0
51336	8	1	1	0	28	2292	0	1	1	0
51346	8	1	1	0	28	2292	0	1	1	0
51356	8	1	1	0	28	2292	0	1	1	0
51366	8	1	1	0	28	2292	0	1	1	0
51376	8	1	1	0	28	2292	0	1	1	0
51386	8	1	1	0	28	2292	0	1	1	0
51396	8	1	1	0	28	2292	0	1	1	0
51406	8	1	1	0	28	2292	0	1	1	0
51416	8	1	1	0	28	2292	0	1	1	0
51426	8	1	1	0	28	2292	0	1	1	0
51436	8	1	1	0	28	2292	0	1	1	0
51446	8	1	1	0	28	2292	0	1	1	0
51456	8	1	1	0	28	2292	0	1	1	0
51466	8	1	1	0	28	2292	0	1	1	0
51476	8	1	1	0	28	2292	0	1	1	0
51486	8	1	1	0	28	2292	0	1	1	0
51496	8	1	1	0	28	2292	0	1	1	0
51506	8	1	1	0	28	2292	0	1	1	0
51516	8	1	1	0	28	2292	0	1	1	0
51526	8	1	1	0	28	2292	0	1	1	0
51536	8	1	1	0	28	2292	0	1	1	0
51546	8	1	1	0	28	2292	0	1	1	0
51556	8	1	1	0	28	2292	0	1	1	0
51566	8	1	1	0	28	2292	0	1	1	0
51576	8	1	1	0	28	2292	0	1	1	0
51586	8	1	1	0	28	2292	0	1	1	0
51596	8	1	1	0	28	2292	0	1	1	0
51606	8	1	1	0	28	2292	0	1	1	0
51616	8	1	1	0	28	2292	0	1	1	0
51626	8	1	1	0	28	2292	0	1	1	0
51636	8	1	1	0	28	2292	0	1	1	0
51646	8	1	1	0	28	2292	0	1	1	0
51656	8	1	1	0	28	2292	0	1	1	0
51666	8	1	1	0	28	2292	0	1	1	0
51676	8	1	1	0	28	2292	0	1	1	0
51686	8	1	1	0	28	2292	0	1	1	0
51696	8	1	1	0	28	2292	0	1	1	0
51706	8	1	1	0	28	2292	0	1	1	0
51716	8	1	1	0	28	2292	0	1	1	0
51726	8	1	1	0	28	2292	0	1	1	0
51736	8	1	1	0	28	2292	0	1	1	0
51746	8	1	1	0	28	2292	0	1	1	0
51756	8	1	1	0	28	2292	0	1	1	0
51766	8	1	1	0	28	2292	0	1	1	0
51776	8	1	1	0	28	2292	0	1	1	0
51786	8	1	1	0	28	2292	0	1	1	0
51796	8	1	1	0	28	2292	0	1	1	0
51806	8	1	1	0	28	2292	0	1	1	0
51816	8	1	1	0	28	2292	0	1	1	0
51826	8	1	1	0	28	2292	0	1	1	0
51836	8	1	1	0	28	2292	0	1	1	0
51846	8	1	1	0	28	2292	0	1	1	0
51856	8	1	1	0	28	2292	0	1	1	0
51866	8	1	1	0	28	2292	0	1	1	0
51876	8	1	1	0	28	2292	0	1	1	0
51886	8	1	1	0	28	2292	0	1	1	0
51896	8	1	1	0	28	2292	0	1	1	0
51906	8	1	1	0	28	2292	0	1	1	0
51916	8	1	1	0	28	2292	0	1	1	0
51926	8	1	1	0	28	2292	0	1	1	0
51936	8	1	1	0	28	2292	0	1	1	0
51946	8	1	1	0	28	2292	0	1	1	0
51956	8	1	1	0	28	2292	0	1	1	0
51966	8	1	1	0	28	2292	0	1	1	0
51976	8	1	1	0	28	2292	0	1	1	0
51986	8	1	1	0	28	2292	0	1	1	0
51996	8	1	1	0	28	2292	0	1	1	0
52006	8	1	1	0	28	2292	0	1	1	0
52016	8	1	1	0	28	2292	0	1	1	0
52026	8	1	1	0	28	2292	0	1	1	0
52036	8	1	1	0	28	2292	0	1	1	0
52046	8	1	1	0	28	2292	0	1	1	0
52056	8	1	1	0	28	2292	0	1	1	0
52066	8	1	1	0	28	2292	0	1	1	0
52076	8	1	1	0	28	2292	0	1	1	0
52086	8	1	1	0	28	2292	0	1	1	0
52096	8	1	1	0	28	2292	0	1	1	0
52106	8	1	1	0	28	2292	0	1	1	0
52116	8	1	1	0	28	2292	0	1	1	0
52126	8	1	1	0	28	2292	0	1	1	0
52136	8	1	1	0	28	2292	0	1	1	0
52146	8	1	1	0	28	2292	0	1	1	0
52156	8	1	1	0	28	2292	0	1	1	0
52166	8	1	1	0	28	2292	0	1	1	0
52176	8	1	1	0	28	2292	0	1	1	0
52186	8	1	1	0	28	2292	0	1	1	0
52196	8	1	1	0	28	2292	0	1	1	0
52206	8	1	1	0	28	2292	0	1	1	0
52216	8	1	1	0	28	2292	0	1	1	0
52226	8	1	1	0	28	2292	0	1	1	0
52236	8	1	1	0	28	2292	0	1	1	0
52246	8	1	1	0	28	2292	0	1	1	0
52256	8	1	1	0	28	2292	0	1	1	0
52266	8	1	1	0	28	2292	0	1	1	0
52276	8	1	1	0	28	2292	0	1	1	0
52286	8	1	1	0	28	2292	0	1	1	0
52296	8	1	1	0	28	2292	0	1	1	0
52306	8	1	1	0	28	2292	0	1	1	0
52316	8	1	1	0	28	2292	0	1	1	0
52326	8	1	1	0	28	2292	0	1	1	0
52336	8	1	1	0	28	2292	0	1	1	0
52346	8	1	1	0	28	2292	0	1	1	0
52356	8	1	1	0	28	2292	0	1	1	0
52366	8	1	1	0	28	2292	0	1	1	0
52376	8	1	1	0	28	2292	0	1	1	0
52386	8	1	1	0	28	2292	0	1	1	0
52396	8	1	1	0	28	2292	0	1	1	0
52406	8	1	1	0	28	2292	0	1	1	0
52416	8	1	1	0	28	2292	0	1	1	0
52426	8	1	1	0	28	2292	0	1	1	0
52436	8	1	1	0	28	2292	0	1	1	0
52446	8	1	1	0	28	2292	0	1	1	0
52456	8	1	1	0	28	2292	0	1	1	0
52466	8	1	1	0	28	2292	0	1	1	0
52476	8	1	1	0	28	2292	0	1	1	0
52486	8	1	1	0	28	2292	0	1	1	0
52496	8	1	1	0	28	2292	0	1	1	0
52506	8	1	1	0	28	2292	0	1	1	0
52516	8	1	1	0	28	2292	0	1	1	0
52526	8	1	1	0	28	2292	0	1	1	0
52536	8	1	1	0	28	2292	0	1	1	0
52546	8	1	1	0	28	2292	0	1	1	0
52556	8	1	1	0	28	2292	0	1	1	0
52566	8	1	1	0	28	2292	0	1	1	0
52576	8	1	1	0	28	2292	0	1	1	0
52586	8	1	1	0	28	2292	0	1	1	0
52596	8	1	1	0	28	2292	0	1	1	0
52606	8	1	1	0	28	2292	0	1	1	0
52616	8	1	1	0	28	2292	0	1	1	0
52626	8	1	1	0	28	2292	0	1	1	0
52636	8	1	1	0	28	2292	0	1	1	0
52646	8	1	1	0	28	2292	0	1	1	0
52656	8	1	1	0	28	2292	0	1	1	0
52666	8	1	1	0	28	2292	0	1	1	0
52676	8	1	1	0	28	2292	0	1	1	0
52686	8	1	1	0	28	2292	0	1	1	0
52696	8	1	1	0	28	2292	0	1	1	0
52706	8	1	1	0	28	2292	0	1	1	0
52716	8	1	1	0	28	2292	0	1	1	0
52726	8	1	1	0	28	2292	0	1	1	0
52736	8	1	1	0	28	2292	0	1	1	0
52746	8	1	1	0	28	2292	0	1	1	0
52756	8	1	1	0	28	2292	0	1	1	0
52766	8	1	1	0	28	2292	0	1	1	0
52776	8	1	1	0	28	2292	0	1	1	0
52786	8	1	1	0	28	2292	0	1	1	0
52796	8	1	1	0	28	2292	0	1	1	0
52806	8	1	1	0	28	2292	0	1	1	0
52816	8	1	1	0	28	2292	0	1	1	0
52826	8	1	1	0	28	2292	0	1	1	0
52836	8	1	1	0	28	2292	0	1	1	0
52846	8	1	1	0	28	2292	0	1	1	0
52856	8	1	1	0	28	2292	0	1	1	0
52866	8	1	1	0	28	2292	0	1	1	0
52876	8	1	1	0	28	2292	0	1	1	0
52886	8	1	1	0	28	2292	0	1	1	0
52896	8	1	1	0	28	2292	0	1	1	0
52906	8	1	1	0	28	2292	0	1	1	0
52916	8	1	1	0	28	2292	0	1	1	0
52926	8	1	1	0	28	2292	0	1	1	0
52936	8	1	1	0	28	2292	0	1	1	0
52946	8	1	1	0	28	2292	0	1	1	0
52956	8	1	1	0	28	2292	0	1	1	0
52966	8	1	1	0	28	2292	0	1	1	0
52976	8	1	1	0	28	2292	0	1	1	0
52986	8	1	1	0	28	2292	0	1	1	0
52996	8	1	1	0	28	2292	0	1	1	0
53006	8	1	1	0	28	2292	0	1	1	0
53016	8	1	1	0	28	2292	0	1	1	0
53026	8	1	1	0	28	2292	0	1	1	0
53036	8	1	1	0	28	2292	0	1	1	0
53046	8	1	1	0	28	2292	0	1	1	0
53056	8	1	1	0	28	2292	0	1	1	0
53066	8	1	1	0	28	2292	0	1	1	0
53076	8	1	1	0	28	2292	0	1	1	0
53086	8	1	1	0	28	2292	0	1	1	0
53096	8	1	1	0	28	2292	0	1	1	0
53106	8	1	1	0	28	2292	0	1	1	0
53116	8	1	1	0	28	2292	0	1	1	0
53126	8	1	1	0	28	2292	0	1	1	0
53136	8	1	1	0	28	2292	0	1	1	0
53146	8	1	1	0	28	2292	0	1	1	0
53156	8	1	1	0	28	2292	0	1	1	0
53166	8	1	1	0	28	2292	0	1	1	0
53176	8	1	1	0	28	2292	0	1	1	0
53186	8	1	1	0	28	2292	0	1	1	0
53196	8	1	1	0	28	2292	0	1	1	0
53206	8	1	1	0	28	2292	0	1	1	0
53216	8	1	1	0	28	2292	0	1	1	0
53226	8	1	1	0	28	2292	0	1	1	0
53236	8	1	1	0	28	2292	0	1	1	0
53246	8	1	1	0	28	2292	0	1	1	0
53256	8	1	1	0	28	2292	0	1	1	0
53266	8	1	1	0	28	2292	0	1	1	0
53276	8	1	1	0	28	2292	0	1	1	0
53286	8	1	1	0	28	2292	0	1	1	0
53296	8	1	1	0	28	2292	0	1	1	0
53306	8	1	1	0	28	2292	0	1	1	0
53316	8	1	1	0	28	2292	0	1	1	0
53326	8	1	1	0	28	2292	0	1	1	0
53336	8	1	1	0	28	2292	0	1	1	0
53346	8	1	1	0	28	2292	0	1	1	0
53356	8	1	1	0	28	2292	0	1	1	0
53366	8	1	1	0	28	2292	0	1	1	0
53376	8	1	1	0	28	2292	0	1	1	0
53386	8	1	1	0	28	2292	0	1	1	0
53396	8	1	1	0	28	2292	0	1	1	0
53406	8	1	1	0	28	2292	0	1	1	0
53416	8	1	1	0	28	2292	0	1	1	0
53426	8	1	1	0	28	2292	0	1	1	0
53436	8	1	1	0	28	2292	0	1	1	0
53446	8	1	1	0	28	2292	0	1	1	0
53456	8	1	1	0	28	2292	0	1	1	0
53466	8	1	1	0	28	2292	0	1	1	0
53476	8	1	1	0	28	2292	0	1	1	0
53486	8	1	1	0	28	2292	0	1	1	0
53496	8	1	1	0	28	2292	0	1	1	0
53506	8	1	1	0	28	2292	0	1	1	0
53516	8	1	1	0	28	2292	0	1	1	0
53526	8	1	1	0	28	2292	0	1	1	0
53536	8	1	1	0	28	2292	0	1	1	0
53546	8	1	1	0	28	2292	0	1	1	0
53556	8	1	1	0	28	2292	0	1	1	0
53566	8	1	1	0	28	2292	0	1	1	0
53576	8	1	1	0	28	2292	0	1	1	0
53586	8	1	1	0	28	2292	0	1	1	0
53596	8	1	1	0	28	2292	0	1	1	0
53606	8	1	1	0	28	2292	0	1	1	0
53616	8	1	1	0	28	2292	0	1	1	0
53626	8	1	1	0	28	2292	0	1	1	0
53636	8	1	1	0	28	2292	0	1	1	0
53646	8	1	1	0	28	2292	0	1	1	0
53656	8	1	1	0	28	2292	0	1	1	0
53666	8	1	1	0	28	2292	0	1	1	0
53676	8	1	1	0	28	2292	0	1	1	0
53686	8	1	1	0	28	2292	0	1	1	0
53696	8	1	1	0	28	2292	0	1	1	0
53706	8	1	1	0	28	2292	0	1	1	0
53716	8	1	1	0	28	2292	0	1	1	0
53726	8	1	1	0	28	2292	0	1	1	0
53736	8	1	1	0	28	2292	0	1	1	0
53746	8	1	1	0	28	2292	0	1	1	0
53756	8	1	1	0	28	2292	0	1	1	0
53766	8	1	1	0	28	2292	0	1	1	0
53776	8	1	1	0	28	2292	0	1	1	0
53786	8	1	1	0	28	2292	0	1	1	0
53796	8	1	1	0	28	2292	0	1	1	0
53806	8	1	1	0	28	2292	0	1	1	0
53816	8	1	1	0	28	2292	0	1	1	0
53826	8	1	1	0	28	2292	0	1	1	0
53836	8	1	1	0	28	2292	0	1	1	0
53846	8	1	1	0	28	2292	0	1	1	0
53856	8	1	1	0	28	2292	0	1	1	0
53866	8	1	1	0	28	2292	0	1	1	0
53876	8	1	1	0	28	2292	0	1	1	0
