% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
14.94	1	1	1495	1	1	28	2292	0
14.942	1	1	1495	3	1	28	2292	0
14.95	1	1	1496	1	1	28	2292	0
14.952	1	1	1496	3	1	28	2292	0
14.96	1	1	1497	1	1	28	2292	0
14.962	1	1	1497	3	1	28	2292	0
14.97	1	1	1498	1	1	28	2292	0
14.972	1	1	1498	3	1	28	2292	0
14.98	1	1	1499	1	1	28	2292	0
14.982	1	1	1499	3	1	28	2292	0
14.99	1	1	1500	1	1	28	2292	0
14.992	1	1	1500	3	1	28	2292	0
15	1	1	1501	1	1	28	2292	0
15.002	1	1	1501	3	1	28	2292	0
15.01	1	1	1502	1	1	28	2292	0
15.012	1	1	1502	3	1	28	2292	0
15.02	1	1	1503	1	1	28	2292	0
15.022	1	1	1503	3	1	28	2292	0
15.03	1	1	1504	1	1	28	2292	0
15.032	1	1	1504	3	1	28	2292	0
15.04	1	1	1505	1	1	28	2292	0
15.042	1	1	1505	3	1	28	2292	0
15.05	1	1	1506	1	1	28	2292	0
15.052	1	1	1506	3	1	28	2292	0
15.06	1	1	1507	1	1	28	2292	0
15.062	1	1	1507	3	1	28	2292	0
15.07	1	1	1508	1	1	28	2292	0
15.072	1	1	1508	3	1	28	2292	0
15.08	1	1	1509	1	1	28	2292	0
15.082	1	1	1509	3	1	28	2292	0
15.09	1	1	1510	1	1	28	2292	0
15.092	1	1	1510	3	1	28	2292	0
15.1	1	1	1511	1	1	28	2292	0
15.102	1	1	1511	3	1	28	2292	0
15.11	1	1	1512	1	1	28	2292	0
15.112	1	1	1512	3	1	28	2292	0
15.12	1	1	1513	1	1	28	2292	0
15.122	1	1	1513	3	1	28	2292	0
15.13	1	1	1514	1	1	28	2292	0
15.132	1	1	1514	3	1	28	2292	0
15.14	1	1	1515	1	1	28	2292	0
15.142	1	1	1515	3	1	28	2292	0
15.15	1	1	1516	1	1	28	2292	0
15.152	1	1	1516	3	1	28	2292	0
15.16	1	1	1517	1	1	28	2292	0
15.162	1	1	1517	3	1	28	2292	0
15.17	1	1	1518	1	1	28	2292	0
15.172	1	1	1518	3	1	28	2292	0
15.18	1	1	1519	1	1	28	2292	0
15.182	1	1	1519	3	1	28	2292	0
15.19	1	1	1520	1	1	28	2292	0
15.192	1	1	1520	3	1	28	2292	0
15.2	1	1	1521	1	1	28	2292	0
15.202	1	1	1521	3	1	28	2292	0
15.21	1	1	1522	1	1	28	2292	0
15.212	1	1	1522	3	1	28	2292	0
15.22	1	1	1523	1	1	28	2292	0
15.222	1	1	1523	3	1	28	2292	0
15.23	1	1	1524	1	1	28	2292	0
15.232	1	1	1524	3	1	28	2292	0
15.24	1	1	1525	1	1	28	2292	0
15.242	1	1	1525	3	1	28	2292	0
15.25	1	1	1526	1	1	28	2292	0
15.252	1	1	1526	3	1	28	2292	0
15.26	1	1	1527	1	1	28	2292	0
15.262	1	1	1527	3	1	28	2292	0
15.27	1	1	1528	1	1	28	2292	0
15.272	1	1	1528	3	1	28	2292	0
15.28	1	1	1529	1	1	28	2292	0
15.282	1	1	1529	3	1	28	2292	0
15.29	1	1	1530	1	1	28	2292	0
15.292	1	1	1530	3	1	28	2292	0
15.3	1	1	1531	1	1	28	2292	0
15.302	1	1	1531	3	1	28	2292	0
15.31	1	1	1532	1	1	28	2292	0
15.312	1	1	1532	3	1	28	2292	0
15.32	1	1	1533	1	1	28	2292	0
15.322	1	1	1533	3	1	28	2292	0
15.33	1	1	1534	1	1	28	2292	0
15.332	1	1	1534	3	1	28	2292	0
15.34	1	1	1535	1	1	28	2292	0
15.342	1	1	1535	3	1	28	2292	0
15.35	1	1	1536	1	1	28	2292	0
15.352	1	1	1536	3	1	28	2292	0
15.36	1	1	1537	1	1	28	2292	0
15.362	1	1	1537	3	1	28	2292	0
15.37	1	1	1538	1	1	28	2292	0
15.372	1	1	1538	3	1	28	2292	0
15.38	1	1	1539	1	1	28	2292	0
15.382	1	1	1539	3	1	28	2292	0
15.39	1	1	1540	1	1	28	2292	0
15.392	1	1	1540	3	1	28	2292	0
15.4	1	1	1541	1	1	28	2292	0
15.402	1	1	1541	3	1	28	2292	0
15.41	1	1	1542	1	1	28	2292	0
15.412	1	1	1542	3	1	28	2292	0
15.42	1	1	1543	1	1	28	2292	0
15.422	1	1	1543	3	1	28	2292	0
15.43	1	1	1544	1	1	28	2292	0
15.432	1	1	1544	3	1	28	2292	0
15.44	1	1	1545	1	1	28	2292	0
15.442	1	1	1545	3	1	28	2292	0
15.45	1	1	1546	1	1	28	2292	0
15.452	1	1	1546	3	1	28	2292	0
15.46	1	1	1547	1	1	28	2292	0
15.462	1	1	1547	3	1	28	2292	0
15.47	1	1	1548	1	1	28	2292	0
15.472	1	1	1548	3	1	28	2292	0
15.48	1	1	1549	1	1	28	2292	0
15.482	1	1	1549	3	1	28	2292	0
15.49	1	1	1550	1	1	28	2292	0
15.492	1	1	1550	3	1	28	2292	0
15.5	1	1	1551	1	1	28	2292	0
15.502	1	1	1551	3	1	28	2292	0
15.51	1	1	1552	1	1	28	2292	0
15.512	1	1	1552	3	1	28	2292	0
15.52	1	1	1553	1	1	28	2292	0
15.522	1	1	1553	3	1	28	2292	0
15.53	1	1	1554	1	1	28	2292	0
15.532	1	1	1554	3	1	28	2292	0
15.54	1	1	1555	1	1	28	2292	0
15.542	1	1	1555	3	1	28	2292	0
15.55	1	1	1556	1	1	28	2292	0
15.552	1	1	1556	3	1	28	2292	0
15.56	1	1	1557	1	1	28	2292	0
15.562	1	1	1557	3	1	28	2292	0
15.57	1	1	1558	1	1	28	2292	0
15.572	1	1	1558	3	1	28	2292	0
15.58	1	1	1559	1	1	28	2292	0
15.582	1	1	1559	3	1	28	2292	0
15.59	1	1	1560	1	1	28	2292	0
15.592	1	1	1560	3	1	28	2292	0
15.6	1	1	1561	1	1	28	2292	0
15.602	1	1	1561	3	1	28	2292	0
15.61	1	1	1562	1	1	28	2292	0
15.612	1	1	1562	3	1	28	2292	0
15.62	1	1	1563	1	1	28	2292	0
15.622	1	1	1563	3	1	28	2292	0
15.63	1	1	1564	1	1	28	2292	0
15.632	1	1	1564	3	1	28	2292	0
15.64	1	1	1565	1	1	28	2292	0
15.642	1	1	1565	3	1	28	2292	0
15.65	1	1	1566	1	1	28	2292	0
15.652	1	1	1566	3	1	28	2292	0
15.66	1	1	1567	1	1	28	2292	0
15.662	1	1	1567	3	1	28	2292	0
15.67	1	1	1568	1	1	28	2292	0
15.672	1	1	1568	3	1	28	2292	0
15.68	1	1	1569	1	1	28	2292	0
15.682	1	1	1569	3	1	28	2292	0
15.69	1	1	1570	1	1	28	2292	0
15.692	1	1	1570	3	1	28	2292	0
15.7	1	1	1571	1	1	28	2292	0
15.702	1	1	1571	3	1	28	2292	0
15.71	1	1	1572	1	1	28	2292	0
15.712	1	1	1572	3	1	28	2292	0
15.72	1	1	1573	1	1	28	2292	0
15.722	1	1	1573	3	1	28	2292	0
15.73	1	1	1574	1	1	28	2292	0
15.732	1	1	1574	3	1	28	2292	0
15.74	1	1	1575	1	1	28	2292	0
15.742	1	1	1575	3	1	28	2292	0
15.75	1	1	1576	1	1	28	2292	0
15.752	1	1	1576	3	1	28	2292	0
15.76	1	1	1577	1	1	28	2292	0
15.762	1	1	1577	3	1	28	2292	0
15.77	1	1	1578	1	1	28	2292	0
15.772	1	1	1578	3	1	28	2292	0
15.78	1	1	1579	1	1	28	2292	0
15.782	1	1	1579	3	1	28	2292	0
15.79	1	1	1580	1	1	28	2292	0
15.792	1	1	1580	3	1	28	2292	0
15.8	1	1	1581	1	1	28	2292	0
15.802	1	1	1581	3	1	28	2292	0
15.81	1	1	1582	1	1	28	2292	0
15.812	1	1	1582	3	1	28	2292	0
15.82	1	1	1583	1	1	28	2292	0
15.822	1	1	1583	3	1	28	2292	0
15.83	1	1	1584	1	1	28	2292	0
15.832	1	1	1584	3	1	28	2292	0
15.84	1	1	1585	1	1	28	2292	0
15.842	1	1	1585	3	1	28	2292	0
15.85	1	1	1586	1	1	28	2292	0
15.852	1	1	1586	3	1	28	2292	0
15.86	1	1	1587	1	1	28	2292	0
15.862	1	1	1587	3	1	28	2292	0
15.87	1	1	1588	1	1	28	2292	0
15.872	1	1	1588	3	1	28	2292	0
15.88	1	1	1589	1	1	28	2292	0
15.882	1	1	1589	3	1	28	2292	0
15.89	1	1	1590	1	1	28	2292	0
15.892	1	1	1590	3	1	28	2292	0
15.9	1	1	1591	1	1	28	2292	0
15.902	1	1	1591	3	1	28	2292	0
15.91	1	1	1592	1	1	28	2292	0
15.912	1	1	1592	3	1	28	2292	0
15.92	1	1	1593	1	1	28	2292	0
15.922	1	1	1593	3	1	28	2292	0
15.93	1	1	1594	1	1	28	2292	0
15.932	1	1	1594	3	1	28	2292	0
15.94	1	1	1595	1	1	28	2292	0
15.942	1	1	1595	3	1	28	2292	0
15.95	1	1	1596	1	1	28	2292	0
15.952	1	1	1596	3	1	28	2292	0
15.96	1	1	1597	1	1	28	2292	0
15.962	1	1	1597	3	1	28	2292	0
15.97	1	1	1598	1	1	28	2292	0
15.972	1	1	1598	3	1	28	2292	0
15.98	1	1	1599	1	1	28	2292	0
15.982	1	1	1599	3	1	28	2292	0
15.99	1	1	1600	1	1	28	2292	0
15.992	1	1	1600	3	1	28	2292	0
16	1	1	1601	1	1	28	2292	0
16.002	1	1	1601	3	1	28	2292	0
16.01	1	1	1602	1	1	28	2292	0
16.012	1	1	1602	3	1	28	2292	0
16.02	1	1	1603	1	1	28	2292	0
16.022	1	1	1603	3	1	28	2292	0
16.03	1	1	1604	1	1	28	2292	0
16.032	1	1	1604	3	1	28	2292	0
16.04	1	1	1605	1	1	28	2292	0
16.042	1	1	1605	3	1	28	2292	0
16.05	1	1	1606	1	1	28	2292	0
16.052	1	1	1606	3	1	28	2292	0
16.06	1	1	1607	1	1	28	2292	0
16.062	1	1	1607	3	1	28	2292	0
16.07	1	1	1608	1	1	28	2292	0
16.072	1	1	1608	3	1	28	2292	0
16.08	1	1	1609	1	1	28	2292	0
16.082	1	1	1609	3	1	28	2292	0
16.09	1	1	1610	1	1	28	2292	0
16.092	1	1	1610	3	1	28	2292	0
16.1	1	1	1611	1	1	28	2292	0
16.102	1	1	1611	3	1	28	2292	0
16.11	1	1	1612	1	1	28	2292	0
16.112	1	1	1612	3	1	28	2292	0
16.12	1	1	1613	1	1	28	2292	0
16.122	1	1	1613	3	1	28	2292	0
16.13	1	1	1614	1	1	28	2292	0
16.132	1	1	1614	3	1	28	2292	0
16.14	1	1	1615	1	1	28	2292	0
16.142	1	1	1615	3	1	28	2292	0
16.15	1	1	1616	1	1	28	2292	0
16.152	1	1	1616	3	1	28	2292	0
16.16	1	1	1617	1	1	28	2292	0
16.162	1	1	1617	3	1	28	2292	0
16.17	1	1	1618	1	1	28	2292	0
16.172	1	1	1618	3	1	28	2292	0
16.18	1	1	1619	1	1	28	2292	0
16.182	1	1	1619	3	1	28	2292	0
16.19	1	1	1620	1	1	28	2292	0
16.192	1	1	1620	3	1	28	2292	0
16.2	1	1	1621	1	1	28	2292	0
16.202	1	1	1621	3	1	28	2292	0
16.21	1	1	1622	1	1	28	2292	0
16.212	1	1	1622	3	1	28	2292	0
16.22	1	1	1623	1	1	28	2292	0
16.222	1	1	1623	3	1	28	2292	0
16.23	1	1	1624	1	1	28	2292	0
16.232	1	1	1624	3	1	28	2292	0
16.24	1	1	1625	1	1	28	2292	0
16.242	1	1	1625	3	1	28	2292	0
16.25	1	1	1626	1	1	28	2292	0
16.252	1	1	1626	3	1	28	2292	0
16.26	1	1	1627	1	1	28	2292	0
16.262	1	1	1627	3	1	28	2292	0
16.27	1	1	1628	1	1	28	2292	0
16.272	1	1	1628	3	1	28	2292	0
16.28	1	1	1629	1	1	28	2292	0
16.282	1	1	1629	3	1	28	2292	0
16.29	1	1	1630	1	1	28	2292	0
16.292	1	1	1630	3	1	28	2292	0
16.3	1	1	1631	1	1	28	2292	0
16.302	1	1	1631	3	1	28	2292	0
16.31	1	1	1632	1	1	28	2292	0
16.312	1	1	1632	3	1	28	2292	0
16.32	1	1	1633	1	1	28	2292	0
16.322	1	1	1633	3	1	28	2292	0
16.33	1	1	1634	1	1	28	2292	0
16.332	1	1	1634	3	1	28	2292	0
16.34	1	1	1635	1	1	28	2292	0
16.342	1	1	1635	3	1	28	2292	0
16.35	1	1	1636	1	1	28	2292	0
16.352	1	1	1636	3	1	28	2292	0
16.36	1	1	1637	1	1	28	2292	0
16.362	1	1	1637	3	1	28	2292	0
16.37	1	1	1638	1	1	28	2292	0
16.372	1	1	1638	3	1	28	2292	0
16.38	1	1	1639	1	1	28	2292	0
16.382	1	1	1639	3	1	28	2292	0
16.39	1	1	1640	1	1	28	2292	0
16.392	1	1	1640	3	1	28	2292	0
16.4	1	1	1641	1	1	28	2292	0
16.402	1	1	1641	3	1	28	2292	0
16.41	1	1	1642	1	1	28	2292	0
16.412	1	1	1642	3	1	28	2292	0
16.42	1	1	1643	1	1	28	2292	0
16.422	1	1	1643	3	1	28	2292	0
16.43	1	1	1644	1	1	28	2292	0
16.432	1	1	1644	3	1	28	2292	0
16.44	1	1	1645	1	1	28	2292	0
16.442	1	1	1645	3	1	28	2292	0
16.45	1	1	1646	1	1	28	2292	0
16.452	1	1	1646	3	1	28	2292	0
16.46	1	1	1647	1	1	28	2292	0
16.462	1	1	1647	3	1	28	2292	0
16.47	1	1	1648	1	1	28	2292	0
16.472	1	1	1648	3	1	28	2292	0
16.48	1	1	1649	1	1	28	2292	0
16.482	1	1	1649	3	1	28	2292	0
16.49	1	1	1650	1	1	28	2292	0
16.492	1	1	1650	3	1	28	2292	0
16.5	1	1	1651	1	1	28	2292	0
16.502	1	1	1651	3	1	28	2292	0
16.51	1	1	1652	1	1	28	2292	0
16.512	1	1	1652	3	1	28	2292	0
16.52	1	1	1653	1	1	28	2292	0
16.522	1	1	1653	3	1	28	2292	0
16.53	1	1	1654	1	1	28	2292	0
16.532	1	1	1654	3	1	28	2292	0
16.54	1	1	1655	1	1	28	2292	0
16.542	1	1	1655	3	1	28	2292	0
16.55	1	1	1656	1	1	28	2292	0
16.552	1	1	1656	3	1	28	2292	0
16.56	1	1	1657	1	1	28	2292	0
16.562	1	1	1657	3	1	28	2292	0
16.57	1	1	1658	1	1	28	2292	0
16.572	1	1	1658	3	1	28	2292	0
16.58	1	1	1659	1	1	28	2292	0
16.582	1	1	1659	3	1	28	2292	0
16.59	1	1	1660	1	1	28	2292	0
16.592	1	1	1660	3	1	28	2292	0
16.6	1	1	1661	1	1	28	2292	0
16.602	1	1	1661	3	1	28	2292	0
16.61	1	1	1662	1	1	28	2292	0
16.612	1	1	1662	3	1	28	2292	0
16.62	1	1	1663	1	1	28	2292	0
16.622	1	1	1663	3	1	28	2292	0
16.63	1	1	1664	1	1	28	2292	0
16.632	1	1	1664	3	1	28	2292	0
16.64	1	1	1665	1	1	28	2292	0
16.642	1	1	1665	3	1	28	2292	0
16.65	1	1	1666	1	1	28	2292	0
16.652	1	1	1666	3	1	28	2292	0
16.66	1	1	1667	1	1	28	2292	0
16.662	1	1	1667	3	1	28	2292	0
16.67	1	1	1668	1	1	28	2292	0
16.672	1	1	1668	3	1	28	2292	0
16.68	1	1	1669	1	1	28	2292	0
16.682	1	1	1669	3	1	28	2292	0
16.69	1	1	1670	1	1	28	2292	0
16.692	1	1	1670	3	1	28	2292	0
16.7	1	1	1671	1	1	28	2292	0
16.702	1	1	1671	3	1	28	2292	0
16.71	1	1	1672	1	1	28	2292	0
16.712	1	1	1672	3	1	28	2292	0
16.72	1	1	1673	1	1	28	2292	0
16.722	1	1	1673	3	1	28	2292	0
16.73	1	1	1674	1	1	28	2292	0
16.732	1	1	1674	3	1	28	2292	0
16.74	1	1	1675	1	1	28	2292	0
16.742	1	1	1675	3	1	28	2292	0
16.75	1	1	1676	1	1	28	2292	0
16.752	1	1	1676	3	1	28	2292	0
16.76	1	1	1677	1	1	28	2292	0
16.762	1	1	1677	3	1	28	2292	0
16.77	1	1	1678	1	1	28	2292	0
16.772	1	1	1678	3	1	28	2292	0
16.78	1	1	1679	1	1	28	2292	0
16.782	1	1	1679	3	1	28	2292	0
16.79	1	1	1680	1	1	28	2292	0
16.792	1	1	1680	3	1	28	2292	0
16.8	1	1	1681	1	1	28	2292	0
16.802	1	1	1681	3	1	28	2292	0
16.81	1	1	1682	1	1	28	2292	0
16.812	1	1	1682	3	1	28	2292	0
16.82	1	1	1683	1	1	28	2292	0
16.822	1	1	1683	3	1	28	2292	0
16.83	1	1	1684	1	1	28	2292	0
16.832	1	1	1684	3	1	28	2292	0
16.84	1	1	1685	1	1	28	2292	0
16.842	1	1	1685	3	1	28	2292	0
16.85	1	1	1686	1	1	28	2292	0
16.852	1	1	1686	3	1	28	2292	0
16.86	1	1	1687	1	1	28	2292	0
16.862	1	1	1687	3	1	28	2292	0
16.87	1	1	1688	1	1	28	2292	0
16.872	1	1	1688	3	1	28	2292	0
16.88	1	1	1689	1	1	28	2292	0
16.882	1	1	1689	3	1	28	2292	0
16.89	1	1	1690	1	1	28	2292	0
16.892	1	1	1690	3	1	28	2292	0
16.9	1	1	1691	1	1	28	2292	0
16.902	1	1	1691	3	1	28	2292	0
16.91	1	1	1692	1	1	28	2292	0
16.912	1	1	1692	3	1	28	2292	0
16.92	1	1	1693	1	1	28	2292	0
16.922	1	1	1693	3	1	28	2292	0
16.93	1	1	1694	1	1	28	2292	0
16.932	1	1	1694	3	1	28	2292	0
16.94	1	1	1695	1	1	28	2292	0
16.942	1	1	1695	3	1	28	2292	0
16.95	1	1	1696	1	1	28	2292	0
16.952	1	1	1696	3	1	28	2292	0
16.96	1	1	1697	1	1	28	2292	0
16.962	1	1	1697	3	1	28	2292	0
16.97	1	1	1698	1	1	28	2292	0
16.972	1	1	1698	3	1	28	2292	0
16.98	1	1	1699	1	1	28	2292	0
16.982	1	1	1699	3	1	28	2292	0
16.99	1	1	1700	1	1	28	2292	0
16.992	1	1	1700	3	1	28	2292	0
17	1	1	1701	1	1	28	2292	0
17.002	1	1	1701	3	1	28	2292	0
17.01	1	1	1702	1	1	28	2292	0
17.012	1	1	1702	3	1	28	2292	0
17.02	1	1	1703	1	1	28	2292	0
17.022	1	1	1703	3	1	28	2292	0
17.03	1	1	1704	1	1	28	2292	0
17.032	1	1	1704	3	1	28	2292	0
17.04	1	1	1705	1	1	28	2292	0
17.042	1	1	1705	3	1	28	2292	0
17.05	1	1	1706	1	1	28	2292	0
17.052	1	1	1706	3	1	28	2292	0
17.06	1	1	1707	1	1	28	2292	0
17.062	1	1	1707	3	1	28	2292	0
17.07	1	1	1708	1	1	28	2292	0
17.072	1	1	1708	3	1	28	2292	0
17.08	1	1	1709	1	1	28	2292	0
17.082	1	1	1709	3	1	28	2292	0
17.09	1	1	1710	1	1	28	2292	0
17.092	1	1	1710	3	1	28	2292	0
17.1	1	1	1711	1	1	28	2292	0
17.102	1	1	1711	3	1	28	2292	0
17.11	1	1	1712	1	1	28	2292	0
17.112	1	1	1712	3	1	28	2292	0
17.12	1	1	1713	1	1	28	2292	0
17.122	1	1	1713	3	1	28	2292	0
17.13	1	1	1714	1	1	28	2292	0
17.132	1	1	1714	3	1	28	2292	0
17.14	1	1	1715	1	1	28	2292	0
17.142	1	1	1715	3	1	28	2292	0
17.15	1	1	1716	1	1	28	2292	0
17.152	1	1	1716	3	1	28	2292	0
17.16	1	1	1717	1	1	28	2292	0
17.162	1	1	1717	3	1	28	2292	0
17.17	1	1	1718	1	1	28	2292	0
17.172	1	1	1718	3	1	28	2292	0
17.18	1	1	1719	1	1	28	2292	0
17.182	1	1	1719	3	1	28	2292	0
17.19	1	1	1720	1	1	28	2292	0
17.192	1	1	1720	3	1	28	2292	0
17.2	1	1	1721	1	1	28	2292	0
17.202	1	1	1721	3	1	28	2292	0
17.21	1	1	1722	1	1	28	2292	0
17.212	1	1	1722	3	1	28	2292	0
17.22	1	1	1723	1	1	28	2292	0
17.222	1	1	1723	3	1	28	2292	0
17.23	1	1	1724	1	1	28	2292	0
17.232	1	1	1724	3	1	28	2292	0
17.24	1	1	1725	1	1	28	2292	0
17.242	1	1	1725	3	1	28	2292	0
17.25	1	1	1726	1	1	28	2292	0
17.252	1	1	1726	3	1	28	2292	0
17.26	1	1	1727	1	1	28	2292	0
17.262	1	1	1727	3	1	28	2292	0
17.27	1	1	1728	1	1	28	2292	0
17.272	1	1	1728	3	1	28	2292	0
17.28	1	1	1729	1	1	28	2292	0
17.282	1	1	1729	3	1	28	2292	0
17.29	1	1	1730	1	1	28	2292	0
17.292	1	1	1730	3	1	28	2292	0
17.3	1	1	1731	1	1	28	2292	0
17.302	1	1	1731	3	1	28	2292	0
17.31	1	1	1732	1	1	28	2292	0
17.312	1	1	1732	3	1	28	2292	0
17.32	1	1	1733	1	1	28	2292	0
17.322	1	1	1733	3	1	28	2292	0
17.33	1	1	1734	1	1	28	2292	0
17.332	1	1	1734	3	1	28	2292	0
17.34	1	1	1735	1	1	28	2292	0
17.342	1	1	1735	3	1	28	2292	0
17.35	1	1	1736	1	1	28	2292	0
17.352	1	1	1736	3	1	28	2292	0
17.36	1	1	1737	1	1	28	2292	0
17.362	1	1	1737	3	1	28	2292	0
17.37	1	1	1738	1	1	28	2292	0
17.372	1	1	1738	3	1	28	2292	0
17.38	1	1	1739	1	1	28	2292	0
17.382	1	1	1739	3	1	28	2292	0
17.39	1	1	1740	1	1	28	2292	0
17.392	1	1	1740	3	1	28	2292	0
17.4	1	1	1741	1	1	28	2292	0
17.402	1	1	1741	3	1	28	2292	0
17.41	1	1	1742	1	1	28	2292	0
17.412	1	1	1742	3	1	28	2292	0
17.42	1	1	1743	1	1	28	2292	0
17.422	1	1	1743	3	1	28	2292	0
17.43	1	1	1744	1	1	28	2292	0
17.432	1	1	1744	3	1	28	2292	0
17.44	1	1	1745	1	1	28	2292	0
17.442	1	1	1745	3	1	28	2292	0
17.45	1	1	1746	1	1	28	2292	0
17.452	1	1	1746	3	1	28	2292	0
17.46	1	1	1747	1	1	28	2292	0
17.462	1	1	1747	3	1	28	2292	0
17.47	1	1	1748	1	1	28	2292	0
17.472	1	1	1748	3	1	28	2292	0
17.48	1	1	1749	1	1	28	2292	0
17.482	1	1	1749	3	1	28	2292	0
17.49	1	1	1750	1	1	28	2292	0
17.492	1	1	1750	3	1	28	2292	0
17.5	1	1	1751	1	1	28	2292	0
17.502	1	1	1751	3	1	28	2292	0
17.51	1	1	1752	1	1	28	2292	0
17.512	1	1	1752	3	1	28	2292	0
17.52	1	1	1753	1	1	28	2292	0
17.522	1	1	1753	3	1	28	2292	0
17.53	1	1	1754	1	1	28	2292	0
17.532	1	1	1754	3	1	28	2292	0
17.54	1	1	1755	1	1	28	2292	0
17.542	1	1	1755	3	1	28	2292	0
17.55	1	1	1756	1	1	28	2292	0
17.552	1	1	1756	3	1	28	2292	0
17.56	1	1	1757	1	1	28	2292	0
17.562	1	1	1757	3	1	28	2292	0
17.57	1	1	1758	1	1	28	2292	0
17.572	1	1	1758	3	1	28	2292	0
17.58	1	1	1759	1	1	28	2292	0
17.582	1	1	1759	3	1	28	2292	0
17.59	1	1	1760	1	1	28	2292	0
17.592	1	1	1760	3	1	28	2292	0
17.6	1	1	1761	1	1	28	2292	0
17.602	1	1	1761	3	1	28	2292	0
17.61	1	1	1762	1	1	28	2292	0
17.612	1	1	1762	3	1	28	2292	0
17.62	1	1	1763	1	1	28	2292	0
17.622	1	1	1763	3	1	28	2292	0
17.63	1	1	1764	1	1	28	2292	0
17.632	1	1	1764	3	1	28	2292	0
17.64	1	1	1765	1	1	28	2292	0
17.642	1	1	1765	3	1	28	2292	0
17.65	1	1	1766	1	1	28	2292	0
17.652	1	1	1766	3	1	28	2292	0
17.66	1	1	1767	1	1	28	2292	0
17.662	1	1	1767	3	1	28	2292	0
17.67	1	1	1768	1	1	28	2292	0
17.672	1	1	1768	3	1	28	2292	0
17.68	1	1	1769	1	1	28	2292	0
17.682	1	1	1769	3	1	28	2292	0
17.69	1	1	1770	1	1	28	2292	0
17.692	1	1	1770	3	1	28	2292	0
17.7	1	1	1771	1	1	28	2292	0
17.702	1	1	1771	3	1	28	2292	0
17.71	1	1	1772	1	1	28	2292	0
17.712	1	1	1772	3	1	28	2292	0
17.72	1	1	1773	1	1	28	2292	0
17.722	1	1	1773	3	1	28	2292	0
17.73	1	1	1774	1	1	28	2292	0
17.732	1	1	1774	3	1	28	2292	0
17.74	1	1	1775	1	1	28	2292	0
17.742	1	1	1775	3	1	28	2292	0
17.75	1	1	1776	1	1	28	2292	0
17.752	1	1	1776	3	1	28	2292	0
17.76	1	1	1777	1	1	28	2292	0
17.762	1	1	1777	3	1	28	2292	0
17.77	1	1	1778	1	1	28	2292	0
17.772	1	1	1778	3	1	28	2292	0
17.78	1	1	1779	1	1	28	2292	0
17.782	1	1	1779	3	1	28	2292	0
17.79	1	1	1780	1	1	28	2292	0
17.792	1	1	1780	3	1	28	2292	0
17.8	1	1	1781	1	1	28	2292	0
17.802	1	1	1781	3	1	28	2292	0
17.81	1	1	1782	1	1	28	2292	0
17.812	1	1	1782	3	1	28	2292	0
17.82	1	1	1783	1	1	28	2292	0
17.822	1	1	1783	3	1	28	2292	0
17.83	1	1	1784	1	1	28	2292	0
17.832	1	1	1784	3	1	28	2292	0
17.84	1	1	1785	1	1	28	2292	0
17.842	1	1	1785	3	1	28	2292	0
17.85	1	1	1786	1	1	28	2292	0
17.852	1	1	1786	3	1	28	2292	0
17.86	1	1	1787	1	1	28	2292	0
17.862	1	1	1787	3	1	28	2292	0
17.87	1	1	1788	1	1	28	2292	0
17.872	1	1	1788	3	1	28	2292	0
17.88	1	1	1789	1	1	28	2292	0
17.882	1	1	1789	3	1	28	2292	0
17.89	1	1	1790	1	1	28	2292	0
17.892	1	1	1790	3	1	28	2292	0
17.9	1	1	1791	1	1	28	2292	0
17.902	1	1	1791	3	1	28	2292	0
17.91	1	1	1792	1	1	28	2292	0
17.912	1	1	1792	3	1	28	2292	0
17.92	1	1	1793	1	1	28	2292	0
17.922	1	1	1793	3	1	28	2292	0
17.93	1	1	1794	1	1	28	2292	0
17.932	1	1	1794	3	1	28	2292	0
17.94	1	1	1795	1	1	28	2292	0
17.942	1	1	1795	3	1	28	2292	0
17.95	1	1	1796	1	1	28	2292	0
17.952	1	1	1796	3	1	28	2292	0
17.96	1	1	1797	1	1	28	2292	0
17.962	1	1	1797	3	1	28	2292	0
17.97	1	1	1798	1	1	28	2292	0
17.972	1	1	1798	3	1	28	2292	0
17.98	1	1	1799	1	1	28	2292	0
17.982	1	1	1799	3	1	28	2292	0
17.99	1	1	1800	1	1	28	2292	0
17.992	1	1	1800	3	1	28	2292	0
18	1	1	1801	1	1	28	2292	0
18.002	1	1	1801	3	1	28	2292	0
18.01	1	1	1802	1	1	28	2292	0
18.012	1	1	1802	3	1	28	2292	0
18.02	1	1	1803	1	1	28	2292	0
18.022	1	1	1803	3	1	28	2292	0
18.03	1	1	1804	1	1	28	2292	0
18.032	1	1	1804	3	1	28	2292	0
18.04	1	1	1805	1	1	28	2292	0
18.042	1	1	1805	3	1	28	2292	0
18.05	1	1	1806	1	1	28	2292	0
18.052	1	1	1806	3	1	28	2292	0
18.06	1	1	1807	1	1	28	2292	0
18.062	1	1	1807	3	1	28	2292	0
18.07	1	1	1808	1	1	28	2292	0
18.072	1	1	1808	3	1	28	2292	0
18.08	1	1	1809	1	1	28	2292	0
18.082	1	1	1809	3	1	28	2292	0
18.09	1	1	1810	1	1	28	2292	0
18.092	1	1	1810	3	1	28	2292	0
18.1	1	1	1811	1	1	28	2292	0
18.102	1	1	1811	3	1	28	2292	0
18.11	1	1	1812	1	1	28	2292	0
