% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.82	1	1	83	1	1	28	2292	0
0.822	1	1	83	3	1	28	2292	0
0.83	1	1	84	1	1	28	2292	0
0.832	1	1	84	3	1	28	2292	0
0.84	1	1	85	1	1	28	2292	0
0.842	1	1	85	3	1	28	2292	0
0.85	1	1	86	1	1	28	2292	0
0.852	1	1	86	3	1	28	2292	0
0.86	1	1	87	1	1	28	2292	0
0.862	1	1	87	3	1	28	2292	0
0.87	1	1	88	1	1	28	2292	0
0.872	1	1	88	3	1	28	2292	0
0.88	1	1	89	1	1	28	2292	0
0.882	1	1	89	3	1	28	2292	0
0.89	1	1	90	1	1	28	2292	0
0.892	1	1	90	3	1	28	2292	0
0.9	1	1	91	1	1	28	2292	0
0.902	1	1	91	3	1	28	2292	0
0.91	1	1	92	1	1	28	2292	0
0.912	1	1	92	3	1	28	2292	0
0.92	1	1	93	1	1	28	2292	0
0.922	1	1	93	3	1	28	2292	0
0.93	1	1	94	1	1	28	2292	0
0.932	1	1	94	3	1	28	2292	0
0.94	1	1	95	1	1	28	2292	0
0.942	1	1	95	3	1	28	2292	0
0.95	1	1	96	1	1	28	2292	0
0.952	1	1	96	3	1	28	2292	0
0.96	1	1	97	1	1	28	2292	0
0.962	1	1	97	3	1	28	2292	0
0.97	1	1	98	1	1	28	2292	0
0.972	1	1	98	3	1	28	2292	0
0.98	1	1	99	1	1	28	2292	0
0.982	1	1	99	3	1	28	2292	0
0.99	1	1	100	1	1	28	2292	0
0.992	1	1	100	3	1	28	2292	0
1	1	1	101	1	1	28	2292	0
1.002	1	1	101	3	1	28	2292	0
1.01	1	1	102	1	1	28	2292	0
1.012	1	1	102	3	1	28	2292	0
1.02	1	1	103	1	1	28	2292	0
1.022	1	1	103	3	1	28	2292	0
1.03	1	1	104	1	1	28	2292	0
1.032	1	1	104	3	1	28	2292	0
1.04	1	1	105	1	1	28	2292	0
1.042	1	1	105	3	1	28	2292	0
1.05	1	1	106	1	1	28	2292	0
1.052	1	1	106	3	1	28	2292	0
1.06	1	1	107	1	1	28	2292	0
1.062	1	1	107	3	1	28	2292	0
1.07	1	1	108	1	1	28	2292	0
1.072	1	1	108	3	1	28	2292	0
1.08	1	1	109	1	1	28	2292	0
1.082	1	1	109	3	1	28	2292	0
1.09	1	1	110	1	1	28	2292	0
1.092	1	1	110	3	1	28	2292	0
1.1	1	1	111	1	1	28	2292	0
1.102	1	1	111	3	1	28	2292	0
1.11	1	1	112	1	1	28	2292	0
1.112	1	1	112	3	1	28	2292	0
1.12	1	1	113	1	1	28	2292	0
1.122	1	1	113	3	1	28	2292	0
1.13	1	1	114	1	1	28	2292	0
1.132	1	1	114	3	1	28	2292	0
1.14	1	1	115	1	1	28	2292	0
1.142	1	1	115	3	1	28	2292	0
1.15	1	1	116	1	1	28	2292	0
1.152	1	1	116	3	1	28	2292	0
1.16	1	1	117	1	1	28	2292	0
1.162	1	1	117	3	1	28	2292	0
1.17	1	1	118	1	1	28	2292	0
1.172	1	1	118	3	1	28	2292	0
1.18	1	1	119	1	1	28	2292	0
1.182	1	1	119	3	1	28	2292	0
1.19	1	1	120	1	1	28	2292	0
1.192	1	1	120	3	1	28	2292	0
1.2	1	1	121	1	1	28	2292	0
1.202	1	1	121	3	1	28	2292	0
1.21	1	1	122	1	1	28	2292	0
1.212	1	1	122	3	1	28	2292	0
1.22	1	1	123	1	1	28	2292	0
1.222	1	1	123	3	1	28	2292	0
1.23	1	1	124	1	1	28	2292	0
1.232	1	1	124	3	1	28	2292	0
1.24	1	1	125	1	1	28	2292	0
1.242	1	1	125	3	1	28	2292	0
1.25	1	1	126	1	1	28	2292	0
1.252	1	1	126	3	1	28	2292	0
1.26	1	1	127	1	1	28	2292	0
1.262	1	1	127	3	1	28	2292	0
1.27	1	1	128	1	1	28	2292	0
1.272	1	1	128	3	1	28	2292	0
1.28	1	1	129	1	1	28	2292	0
1.282	1	1	129	3	1	28	2292	0
1.29	1	1	130	1	1	28	2292	0
1.292	1	1	130	3	1	28	2292	0
1.3	1	1	131	1	1	28	2292	0
1.302	1	1	131	3	1	28	2292	0
1.31	1	1	132	1	1	28	2292	0
1.312	1	1	132	3	1	28	2292	0
1.32	1	1	133	1	1	28	2292	0
1.322	1	1	133	3	1	28	2292	0
1.33	1	1	134	1	1	28	2292	0
1.332	1	1	134	3	1	28	2292	0
1.34	1	1	135	1	1	28	2292	0
1.342	1	1	135	3	1	28	2292	0
1.35	1	1	136	1	1	28	2292	0
1.352	1	1	136	3	1	28	2292	0
1.36	1	1	137	1	1	28	2292	0
1.362	1	1	137	3	1	28	2292	0
1.37	1	1	138	1	1	28	2292	0
1.372	1	1	138	3	1	28	2292	0
1.38	1	1	139	1	1	28	2292	0
1.382	1	1	139	3	1	28	2292	0
1.39	1	1	140	1	1	28	2292	0
1.392	1	1	140	3	1	28	2292	0
1.4	1	1	141	1	1	28	2292	0
1.402	1	1	141	3	1	28	2292	0
1.41	1	1	142	1	1	28	2292	0
1.412	1	1	142	3	1	28	2292	0
1.42	1	1	143	1	1	28	2292	0
1.422	1	1	143	3	1	28	2292	0
1.43	1	1	144	1	1	28	2292	0
1.432	1	1	144	3	1	28	2292	0
1.44	1	1	145	1	1	28	2292	0
1.442	1	1	145	3	1	28	2292	0
1.45	1	1	146	1	1	28	2292	0
1.452	1	1	146	3	1	28	2292	0
1.46	1	1	147	1	1	28	2292	0
1.462	1	1	147	3	1	28	2292	0
1.47	1	1	148	1	1	28	2292	0
1.472	1	1	148	3	1	28	2292	0
1.48	1	1	149	1	1	28	2292	0
1.482	1	1	149	3	1	28	2292	0
1.49	1	1	150	1	1	28	2292	0
1.492	1	1	150	3	1	28	2292	0
1.5	1	1	151	1	1	28	2292	0
1.502	1	1	151	3	1	28	2292	0
1.51	1	1	152	1	1	28	2292	0
1.512	1	1	152	3	1	28	2292	0
1.52	1	1	153	1	1	28	2292	0
1.522	1	1	153	3	1	28	2292	0
1.53	1	1	154	1	1	28	2292	0
1.532	1	1	154	3	1	28	2292	0
1.54	1	1	155	1	1	28	2292	0
1.542	1	1	155	3	1	28	2292	0
1.55	1	1	156	1	1	28	2292	0
1.552	1	1	156	3	1	28	2292	0
1.56	1	1	157	1	1	28	2292	0
1.562	1	1	157	3	1	28	2292	0
1.57	1	1	158	1	1	28	2292	0
1.572	1	1	158	3	1	28	2292	0
1.58	1	1	159	1	1	28	2292	0
1.582	1	1	159	3	1	28	2292	0
1.59	1	1	160	1	1	28	2292	0
1.592	1	1	160	3	1	28	2292	0
1.6	1	1	161	1	1	28	2292	0
1.602	1	1	161	3	1	28	2292	0
1.61	1	1	162	1	1	28	2292	0
1.612	1	1	162	3	1	28	2292	0
1.62	1	1	163	1	1	28	2292	0
1.622	1	1	163	3	1	28	2292	0
1.63	1	1	164	1	1	28	2292	0
1.632	1	1	164	3	1	28	2292	0
1.64	1	1	165	1	1	28	2292	0
1.642	1	1	165	3	1	28	2292	0
1.65	1	1	166	1	1	28	2292	0
1.652	1	1	166	3	1	28	2292	0
1.66	1	1	167	1	1	28	2292	0
1.662	1	1	167	3	1	28	2292	0
1.67	1	1	168	1	1	28	2292	0
1.672	1	1	168	3	1	28	2292	0
1.68	1	1	169	1	1	28	2292	0
1.682	1	1	169	3	1	28	2292	0
1.69	1	1	170	1	1	28	2292	0
1.692	1	1	170	3	1	28	2292	0
1.7	1	1	171	1	1	28	2292	0
1.702	1	1	171	3	1	28	2292	0
1.71	1	1	172	1	1	28	2292	0
1.712	1	1	172	3	1	28	2292	0
1.72	1	1	173	1	1	28	2292	0
1.722	1	1	173	3	1	28	2292	0
1.73	1	1	174	1	1	28	2292	0
1.732	1	1	174	3	1	28	2292	0
1.74	1	1	175	1	1	28	2292	0
1.742	1	1	175	3	1	28	2292	0
1.75	1	1	176	1	1	28	2292	0
1.752	1	1	176	3	1	28	2292	0
1.76	1	1	177	1	1	28	2292	0
1.762	1	1	177	3	1	28	2292	0
1.77	1	1	178	1	1	28	2292	0
1.772	1	1	178	3	1	28	2292	0
1.78	1	1	179	1	1	28	2292	0
1.782	1	1	179	3	1	28	2292	0
1.79	1	1	180	1	1	28	2292	0
1.792	1	1	180	3	1	28	2292	0
1.8	1	1	181	1	1	28	2292	0
1.802	1	1	181	3	1	28	2292	0
1.81	1	1	182	1	1	28	2292	0
1.812	1	1	182	3	1	28	2292	0
1.82	1	1	183	1	1	28	2292	0
1.822	1	1	183	3	1	28	2292	0
1.83	1	1	184	1	1	28	2292	0
1.832	1	1	184	3	1	28	2292	0
1.84	1	1	185	1	1	28	2292	0
1.842	1	1	185	3	1	28	2292	0
1.85	1	1	186	1	1	28	2292	0
1.852	1	1	186	3	1	28	2292	0
1.86	1	1	187	1	1	28	2292	0
1.862	1	1	187	3	1	28	2292	0
1.87	1	1	188	1	1	28	2292	0
1.872	1	1	188	3	1	28	2292	0
1.88	1	1	189	1	1	28	2292	0
1.882	1	1	189	3	1	28	2292	0
1.89	1	1	190	1	1	28	2292	0
1.892	1	1	190	3	1	28	2292	0
1.9	1	1	191	1	1	28	2292	0
1.902	1	1	191	3	1	28	2292	0
1.91	1	1	192	1	1	28	2292	0
1.912	1	1	192	3	1	28	2292	0
1.92	1	1	193	1	1	28	2292	0
1.922	1	1	193	3	1	28	2292	0
1.93	1	1	194	1	1	28	2292	0
1.932	1	1	194	3	1	28	2292	0
1.94	1	1	195	1	1	28	2292	0
1.942	1	1	195	3	1	28	2292	0
1.95	1	1	196	1	1	28	2292	0
1.952	1	1	196	3	1	28	2292	0
1.96	1	1	197	1	1	28	2292	0
1.962	1	1	197	3	1	28	2292	0
1.97	1	1	198	1	1	28	2292	0
1.972	1	1	198	3	1	28	2292	0
1.98	1	1	199	1	1	28	2292	0
1.982	1	1	199	3	1	28	2292	0
1.99	1	1	200	1	1	28	2292	0
1.992	1	1	200	3	1	28	2292	0
2	1	1	201	1	1	28	2292	0
2.002	1	1	201	3	1	28	2292	0
2.01	1	1	202	1	1	28	2292	0
2.012	1	1	202	3	1	28	2292	0
2.02	1	1	203	1	1	28	2292	0
2.022	1	1	203	3	1	28	2292	0
2.03	1	1	204	1	1	28	2292	0
2.032	1	1	204	3	1	28	2292	0
2.04	1	1	205	1	1	28	2292	0
2.042	1	1	205	3	1	28	2292	0
2.05	1	1	206	1	1	28	2292	0
2.052	1	1	206	3	1	28	2292	0
2.06	1	1	207	1	1	28	2292	0
2.062	1	1	207	3	1	28	2292	0
2.07	1	1	208	1	1	28	2292	0
2.072	1	1	208	3	1	28	2292	0
2.08	1	1	209	1	1	28	2292	0
2.082	1	1	209	3	1	28	2292	0
2.09	1	1	210	1	1	28	2292	0
2.092	1	1	210	3	1	28	2292	0
2.1	1	1	211	1	1	28	2292	0
2.102	1	1	211	3	1	28	2292	0
2.11	1	1	212	1	1	28	2292	0
2.112	1	1	212	3	1	28	2292	0
2.12	1	1	213	1	1	28	2292	0
2.122	1	1	213	3	1	28	2292	0
2.13	1	1	214	1	1	28	2292	0
2.132	1	1	214	3	1	28	2292	0
2.14	1	1	215	1	1	28	2292	0
2.142	1	1	215	3	1	28	2292	0
2.15	1	1	216	1	1	28	2292	0
2.152	1	1	216	3	1	28	2292	0
2.16	1	1	217	1	1	28	2292	0
2.162	1	1	217	3	1	28	2292	0
2.17	1	1	218	1	1	28	2292	0
2.172	1	1	218	3	1	28	2292	0
2.18	1	1	219	1	1	28	2292	0
2.182	1	1	219	3	1	28	2292	0
2.19	1	1	220	1	1	28	2292	0
2.192	1	1	220	3	1	28	2292	0
2.2	1	1	221	1	1	28	2292	0
2.202	1	1	221	3	1	28	2292	0
2.21	1	1	222	1	1	28	2292	0
2.212	1	1	222	3	1	28	2292	0
2.22	1	1	223	1	1	28	2292	0
2.222	1	1	223	3	1	28	2292	0
2.23	1	1	224	1	1	28	2292	0
2.232	1	1	224	3	1	28	2292	0
2.24	1	1	225	1	1	28	2292	0
2.242	1	1	225	3	1	28	2292	0
2.25	1	1	226	1	1	28	2292	0
2.252	1	1	226	3	1	28	2292	0
2.26	1	1	227	1	1	28	2292	0
2.262	1	1	227	3	1	28	2292	0
2.27	1	1	228	1	1	28	2292	0
2.272	1	1	228	3	1	28	2292	0
2.28	1	1	229	1	1	28	2292	0
2.282	1	1	229	3	1	28	2292	0
2.29	1	1	230	1	1	28	2292	0
2.292	1	1	230	3	1	28	2292	0
2.3	1	1	231	1	1	28	2292	0
2.302	1	1	231	3	1	28	2292	0
2.31	1	1	232	1	1	28	2292	0
2.312	1	1	232	3	1	28	2292	0
2.32	1	1	233	1	1	28	2292	0
2.322	1	1	233	3	1	28	2292	0
2.33	1	1	234	1	1	28	2292	0
2.332	1	1	234	3	1	28	2292	0
2.34	1	1	235	1	1	28	2292	0
2.342	1	1	235	3	1	28	2292	0
2.35	1	1	236	1	1	28	2292	0
2.352	1	1	236	3	1	28	2292	0
2.36	1	1	237	1	1	28	2292	0
2.362	1	1	237	3	1	28	2292	0
2.37	1	1	238	1	1	28	2292	0
2.372	1	1	238	3	1	28	2292	0
2.38	1	1	239	1	1	28	2292	0
2.382	1	1	239	3	1	28	2292	0
2.39	1	1	240	1	1	28	2292	0
2.392	1	1	240	3	1	28	2292	0
2.4	1	1	241	1	1	28	2292	0
2.402	1	1	241	3	1	28	2292	0
2.41	1	1	242	1	1	28	2292	0
2.412	1	1	242	3	1	28	2292	0
2.42	1	1	243	1	1	28	2292	0
2.422	1	1	243	3	1	28	2292	0
2.43	1	1	244	1	1	28	2292	0
2.432	1	1	244	3	1	28	2292	0
2.44	1	1	245	1	1	28	2292	0
2.442	1	1	245	3	1	28	2292	0
2.45	1	1	246	1	1	28	2292	0
2.452	1	1	246	3	1	28	2292	0
2.46	1	1	247	1	1	28	2292	0
2.462	1	1	247	3	1	28	2292	0
2.47	1	1	248	1	1	28	2292	0
2.472	1	1	248	3	1	28	2292	0
2.48	1	1	249	1	1	28	2292	0
2.482	1	1	249	3	1	28	2292	0
2.49	1	1	250	1	1	28	2292	0
2.492	1	1	250	3	1	28	2292	0
2.5	1	1	251	1	1	28	2292	0
2.502	1	1	251	3	1	28	2292	0
2.51	1	1	252	1	1	28	2292	0
2.512	1	1	252	3	1	28	2292	0
2.52	1	1	253	1	1	28	2292	0
2.522	1	1	253	3	1	28	2292	0
2.53	1	1	254	1	1	28	2292	0
2.532	1	1	254	3	1	28	2292	0
2.54	1	1	255	1	1	28	2292	0
2.542	1	1	255	3	1	28	2292	0
2.55	1	1	256	1	1	28	2292	0
2.552	1	1	256	3	1	28	2292	0
2.56	1	1	257	1	1	28	2292	0
2.562	1	1	257	3	1	28	2292	0
2.57	1	1	258	1	1	28	2292	0
2.572	1	1	258	3	1	28	2292	0
2.58	1	1	259	1	1	28	2292	0
2.582	1	1	259	3	1	28	2292	0
2.59	1	1	260	1	1	28	2292	0
2.592	1	1	260	3	1	28	2292	0
2.6	1	1	261	1	1	28	2292	0
2.602	1	1	261	3	1	28	2292	0
2.61	1	1	262	1	1	28	2292	0
2.612	1	1	262	3	1	28	2292	0
2.62	1	1	263	1	1	28	2292	0
2.622	1	1	263	3	1	28	2292	0
2.63	1	1	264	1	1	28	2292	0
2.632	1	1	264	3	1	28	2292	0
2.64	1	1	265	1	1	28	2292	0
2.642	1	1	265	3	1	28	2292	0
2.65	1	1	266	1	1	28	2292	0
2.652	1	1	266	3	1	28	2292	0
2.66	1	1	267	1	1	28	2292	0
2.662	1	1	267	3	1	28	2292	0
2.67	1	1	268	1	1	28	2292	0
2.672	1	1	268	3	1	28	2292	0
2.68	1	1	269	1	1	28	2292	0
2.682	1	1	269	3	1	28	2292	0
2.69	1	1	270	1	1	28	2292	0
2.692	1	1	270	3	1	28	2292	0
2.7	1	1	271	1	1	28	2292	0
2.702	1	1	271	3	1	28	2292	0
2.71	1	1	272	1	1	28	2292	0
2.712	1	1	272	3	1	28	2292	0
2.72	1	1	273	1	1	28	2292	0
2.722	1	1	273	3	1	28	2292	0
2.73	1	1	274	1	1	28	2292	0
2.732	1	1	274	3	1	28	2292	0
2.74	1	1	275	1	1	28	2292	0
2.742	1	1	275	3	1	28	2292	0
2.75	1	1	276	1	1	28	2292	0
2.752	1	1	276	3	1	28	2292	0
2.76	1	1	277	1	1	28	2292	0
2.762	1	1	277	3	1	28	2292	0
2.77	1	1	278	1	1	28	2292	0
2.772	1	1	278	3	1	28	2292	0
2.78	1	1	279	1	1	28	2292	0
2.782	1	1	279	3	1	28	2292	0
2.79	1	1	280	1	1	28	2292	0
2.792	1	1	280	3	1	28	2292	0
2.8	1	1	281	1	1	28	2292	0
2.802	1	1	281	3	1	28	2292	0
2.81	1	1	282	1	1	28	2292	0
2.812	1	1	282	3	1	28	2292	0
2.82	1	1	283	1	1	28	2292	0
2.822	1	1	283	3	1	28	2292	0
2.83	1	1	284	1	1	28	2292	0
2.832	1	1	284	3	1	28	2292	0
2.84	1	1	285	1	1	28	2292	0
2.842	1	1	285	3	1	28	2292	0
2.85	1	1	286	1	1	28	2292	0
2.852	1	1	286	3	1	28	2292	0
2.86	1	1	287	1	1	28	2292	0
2.862	1	1	287	3	1	28	2292	0
2.87	1	1	288	1	1	28	2292	0
2.872	1	1	288	3	1	28	2292	0
2.88	1	1	289	1	1	28	2292	0
2.882	1	1	289	3	1	28	2292	0
2.89	1	1	290	1	1	28	2292	0
2.892	1	1	290	3	1	28	2292	0
2.9	1	1	291	1	1	28	2292	0
2.902	1	1	291	3	1	28	2292	0
2.91	1	1	292	1	1	28	2292	0
2.912	1	1	292	3	1	28	2292	0
2.92	1	1	293	1	1	28	2292	0
2.922	1	1	293	3	1	28	2292	0
2.93	1	1	294	1	1	28	2292	0
2.932	1	1	294	3	1	28	2292	0
2.94	1	1	295	1	1	28	2292	0
2.942	1	1	295	3	1	28	2292	0
2.95	1	1	296	1	1	28	2292	0
2.952	1	1	296	3	1	28	2292	0
2.96	1	1	297	1	1	28	2292	0
2.962	1	1	297	3	1	28	2292	0
2.97	1	1	298	1	1	28	2292	0
2.972	1	1	298	3	1	28	2292	0
2.98	1	1	299	1	1	28	2292	0
2.982	1	1	299	3	1	28	2292	0
2.99	1	1	300	1	1	28	2292	0
2.992	1	1	300	3	1	28	2292	0
3	1	1	301	1	1	28	2292	0
3.002	1	1	301	3	1	28	2292	0
3.01	1	1	302	1	1	28	2292	0
3.012	1	1	302	3	1	28	2292	0
3.02	1	1	303	1	1	28	2292	0
3.022	1	1	303	3	1	28	2292	0
3.03	1	1	304	1	1	28	2292	0
3.032	1	1	304	3	1	28	2292	0
3.04	1	1	305	1	1	28	2292	0
3.042	1	1	305	3	1	28	2292	0
3.05	1	1	306	1	1	28	2292	0
3.052	1	1	306	3	1	28	2292	0
3.06	1	1	307	1	1	28	2292	0
3.062	1	1	307	3	1	28	2292	0
3.07	1	1	308	1	1	28	2292	0
3.072	1	1	308	3	1	28	2292	0
3.08	1	1	309	1	1	28	2292	0
3.082	1	1	309	3	1	28	2292	0
3.09	1	1	310	1	1	28	2292	0
3.092	1	1	310	3	1	28	2292	0
3.1	1	1	311	1	1	28	2292	0
3.102	1	1	311	3	1	28	2292	0
3.11	1	1	312	1	1	28	2292	0
3.112	1	1	312	3	1	28	2292	0
3.12	1	1	313	1	1	28	2292	0
3.122	1	1	313	3	1	28	2292	0
3.13	1	1	314	1	1	28	2292	0
3.132	1	1	314	3	1	28	2292	0
3.14	1	1	315	1	1	28	2292	0
3.142	1	1	315	3	1	28	2292	0
3.15	1	1	316	1	1	28	2292	0
3.152	1	1	316	3	1	28	2292	0
3.16	1	1	317	1	1	28	2292	0
3.162	1	1	317	3	1	28	2292	0
3.17	1	1	318	1	1	28	2292	0
3.172	1	1	318	3	1	28	2292	0
3.18	1	1	319	1	1	28	2292	0
3.182	1	1	319	3	1	28	2292	0
3.19	1	1	320	1	1	28	2292	0
3.192	1	1	320	3	1	28	2292	0
3.2	1	1	321	1	1	28	2292	0
3.202	1	1	321	3	1	28	2292	0
3.21	1	1	322	1	1	28	2292	0
3.212	1	1	322	3	1	28	2292	0
3.22	1	1	323	1	1	28	2292	0
3.222	1	1	323	3	1	28	2292	0
3.23	1	1	324	1	1	28	2292	0
3.232	1	1	324	3	1	28	2292	0
3.24	1	1	325	1	1	28	2292	0
3.242	1	1	325	3	1	28	2292	0
3.25	1	1	326	1	1	28	2292	0
3.252	1	1	326	3	1	28	2292	0
3.26	1	1	327	1	1	28	2292	0
3.262	1	1	327	3	1	28	2292	0
3.27	1	1	328	1	1	28	2292	0
3.272	1	1	328	3	1	28	2292	0
3.28	1	1	329	1	1	28	2292	0
3.282	1	1	329	3	1	28	2292	0
3.29	1	1	330	1	1	28	2292	0
3.292	1	1	330	3	1	28	2292	0
3.3	1	1	331	1	1	28	2292	0
3.302	1	1	331	3	1	28	2292	0
